fault_index,gate_id,fault_val,classic_ok,classic_result_code,classic_backtracks,classic_recursive_calls,classic_backtrace_count,classic_backtrace_hops,classic_time_s
1910,10505,4,True,1,0,15,0,83,0.143414
1911,10509,3,True,1,0,6,0,10,0.061995
1912,10516,4,True,1,0,15,0,84,0.142851
1913,10518,3,True,1,0,6,0,10,0.060205
1914,10519,3,True,1,0,6,0,10,0.061417
1915,10520,3,True,1,0,27,0,215,0.249391
1916,10524,3,True,1,0,8,0,24,0.079787
1917,10526,3,True,1,0,11,0,42,0.107321
1918,10527,4,True,1,0,9,0,31,0.088099
1919,10528,4,True,1,0,8,0,23,0.080372
1920,10534,3,True,1,0,11,0,39,0.108036
1921,10539,4,True,1,0,8,0,32,0.078499
1922,10540,4,True,1,0,22,0,98,0.20669
1923,10541,3,True,1,0,21,0,99,0.198032
1924,10542,3,True,1,0,22,0,100,0.204229
1925,10547,4,True,1,1,26,0,119,0.2477
1926,10548,4,True,1,0,23,0,112,0.212039
1927,10552,4,True,1,1,26,0,117,0.246851
1928,10555,3,True,1,1,26,0,121,0.247312
1929,10560,3,True,1,0,20,0,113,0.188718
1930,10564,3,True,1,0,20,0,105,0.189745
1931,10565,4,True,1,0,22,0,109,0.207052
1932,10575,3,True,1,0,63,0,420,0.642947
1933,10578,3,True,1,0,22,0,163,0.284578
1934,10587,4,True,1,0,48,0,373,0.790922
1935,10593,4,True,1,0,33,0,216,0.387981
1936,10602,4,True,1,0,33,0,240,0.546975
1937,10605,4,True,1,0,26,0,230,0.457719
1938,10608,4,True,1,0,38,0,300,0.538523
1939,10611,3,True,1,0,23,0,166,0.623491
1940,10614,3,True,1,0,18,0,140,0.479007
1941,10614,4,True,1,0,18,0,141,0.474144
1942,10619,3,True,1,0,6,0,7,0.172459
1943,10622,4,True,1,0,8,0,27,0.23138
1944,10624,3,True,1,4,26,0,98,0.800624
1945,10625,4,True,1,0,10,0,45,0.26655
1946,10628,4,True,1,0,7,0,21,0.1906
1947,10631,3,True,1,0,8,0,25,0.223763
1948,10649,4,True,1,0,20,0,119,0.497982
1949,10652,4,False,2,101,327,0,1950,10.015838
1950,10654,4,False,2,136,287,0,1350,10.001792
1951,10656,4,False,2,86,313,0,1784,10.002925
1952,10659,4,True,1,0,39,0,262,1.045464
1953,10660,4,True,1,0,15,0,84,0.400932
1954,10663,4,False,2,97,314,0,1575,10.014414
1955,10664,3,True,1,0,29,0,290,0.721429
1956,10666,4,False,2,97,323,0,1640,10.013041
1957,10669,3,True,1,0,14,0,51,0.352152
1958,10671,3,False,2,55,191,0,2268,10.084095
1959,10675,4,False,2,133,332,0,1872,10.001225
1960,10676,3,False,2,120,310,0,3573,10.005849
1961,10678,3,False,2,124,311,0,3115,10.034951
1962,10679,3,False,2,123,312,0,3062,10.021594
1963,10680,4,False,2,79,270,0,1109,10.01777
1964,10681,3,False,2,123,307,0,2928,10.055811
1965,10681,4,False,2,121,313,0,1701,10.020457
1966,10682,3,False,2,121,301,0,2797,10.072423
1967,10682,4,False,2,121,311,0,1661,10.050984
1968,10683,3,False,2,117,300,0,2555,10.003732
1969,10683,4,False,2,112,311,0,1664,10.000682
1970,10687,3,True,1,0,27,0,287,0.650428
1971,10688,3,True,1,0,27,0,287,0.649565
1972,10695,4,True,1,0,11,0,55,0.28516
1973,10696,3,False,2,128,295,0,1670,10.005493
1974,10699,4,True,1,0,14,0,62,0.367556
1975,10702,4,False,2,207,498,0,1031,10.03648
1976,10706,3,True,1,0,29,0,290,0.323399
1977,10706,4,False,2,273,637,0,1896,10.016484
1978,10707,3,True,1,0,32,0,309,0.34323
1979,10714,3,False,2,301,678,0,8469,10.005334
1980,10715,4,False,2,284,616,0,1481,10.051834
1981,10719,3,False,2,265,589,0,5797,10.0074
1982,10720,3,False,2,178,416,0,4091,10.000551
1983,10722,3,False,2,264,592,0,5623,10.005378
1984,10730,4,False,2,277,636,0,1296,10.010206
1985,10732,4,True,1,0,27,0,240,0.287252
1986,10734,4,True,1,0,22,0,111,0.268851
1987,10735,3,True,1,0,20,0,103,0.217449
1988,10735,4,False,2,249,523,0,1761,10.019178
1989,10737,3,True,1,0,34,0,206,0.855283
1990,10737,4,True,1,0,17,0,98,0.424469
1991,10740,3,True,1,0,9,0,26,0.254735
1992,10740,4,True,1,3,48,0,318,0.871433
1993,10741,3,False,2,287,608,0,1595,10.009987
1994,10743,3,True,1,0,17,0,100,0.192518
1995,10743,4,True,1,0,24,0,144,0.261988
1996,10746,4,True,1,0,21,0,141,0.233729
1997,10747,3,True,1,0,26,0,177,0.464358
1998,10747,4,True,1,0,11,0,53,0.281967
1999,10753,3,True,1,0,30,0,188,0.781057
2000,10753,4,True,1,0,15,0,78,0.37103
2001,10755,4,True,1,1,20,0,99,0.533913
2002,10759,3,True,1,67,158,0,713,5.31966
2003,10759,4,True,1,3,30,0,158,0.825148
2004,10764,3,True,1,0,6,0,17,0.17261
2005,10764,4,True,1,0,35,0,301,0.878363
2006,10766,3,False,2,117,307,0,3184,10.001182
2007,10768,3,False,2,117,320,0,2018,10.004558
2008,10768,4,False,2,123,312,0,2835,10.019708
2009,10769,4,False,2,124,311,0,2738,10.026727
2010,10782,3,False,2,121,311,0,2037,10.020282
2011,10788,4,False,2,127,298,0,3331,10.018245
2012,10793,4,False,2,143,319,0,669,10.439248
2013,10798,4,True,1,0,26,0,286,0.625947
2014,10800,3,False,2,112,323,0,722,10.010266
2015,10801,3,False,2,127,319,0,874,10.015409
2016,10809,3,True,1,8,74,0,385,1.969986
2017,10811,4,False,2,135,325,0,1203,10.364715
2018,10812,4,False,2,118,316,0,679,10.021947
2019,10814,3,True,1,0,10,0,39,0.252719
2020,10817,3,True,1,0,9,0,36,0.233918
2021,10818,3,True,1,6,61,0,264,1.652741
2022,10819,4,False,2,127,307,0,574,10.006403
2023,10822,4,False,2,127,310,0,579,10.015981
2024,10823,4,True,1,94,216,0,468,7.168377
2025,10825,3,True,1,94,216,0,470,7.087821
2026,10826,3,True,1,2,36,0,205,0.879561
2027,10827,4,True,1,43,110,0,343,3.430157
2028,10828,4,True,1,0,22,0,133,0.523317
2029,10829,3,True,1,4,33,0,154,0.853527
2030,10842,4,True,1,19,52,0,188,1.590185
2031,10860,4,False,2,141,299,0,1171,10.017548
2032,10861,3,False,2,139,318,0,648,10.021859
2033,10863,3,False,2,143,311,0,562,10.344595
2034,10867,3,True,1,0,7,0,35,0.183804
2035,10867,4,False,2,135,317,0,1035,10.005621
2036,10868,3,True,1,0,7,0,53,0.190667
2037,10869,4,False,2,137,314,0,547,10.155012
2038,10870,4,True,1,0,56,0,371,1.409439
2039,10875,4,True,1,1,54,0,89,1.317872
2040,10876,4,True,1,0,57,0,180,1.346051
2041,10877,4,True,1,0,55,0,135,1.297373
2042,10878,3,True,1,0,23,0,196,0.55641
2043,10879,3,True,1,0,4,0,9,0.10907
2044,10880,3,False,2,123,332,0,1280,10.009443
2045,10881,4,True,1,0,33,0,171,0.784637
2046,10882,3,False,2,135,308,0,1027,10.040964
2047,10883,3,True,1,42,114,0,677,3.738374
2048,10884,3,True,1,0,27,0,249,0.653275
2049,10884,4,True,1,0,37,0,261,0.909354
2050,10887,3,True,1,0,9,0,27,0.247678
2051,10889,3,True,1,0,30,0,209,0.734968
2052,10890,4,True,1,0,21,0,143,0.524055
2053,10896,4,False,2,118,318,0,1268,10.012819
2054,10898,3,False,2,133,306,0,2445,10.003156
2055,10899,3,False,2,125,319,0,1140,10.015073
2056,10900,3,True,1,0,29,0,304,0.699585
2057,10901,4,False,2,117,311,0,1196,10.005457
2058,10903,3,True,1,0,37,0,237,0.875759
2059,10903,4,True,1,28,108,0,528,3.377851
2060,10904,4,True,1,0,102,0,1049,2.577709
2061,10905,3,True,1,1,66,0,756,1.562778
2062,10905,4,False,2,120,318,0,2778,10.018704
2063,10908,4,False,2,115,313,0,1949,10.011627
2064,10912,3,True,1,8,74,0,633,1.8695
2065,10912,4,False,2,123,322,0,1733,10.003775
2066,10913,3,True,1,9,75,0,587,1.912128
2067,10914,3,True,1,10,76,0,582,1.876235
2068,10916,4,False,2,120,324,0,1546,10.02181
2069,10918,4,False,2,117,316,0,1429,10.00409
2070,10919,4,False,2,126,315,0,1399,10.243451
2071,10921,3,True,1,16,82,0,495,2.249248
2072,10921,4,False,2,128,315,0,1310,10.081011
2073,10928,4,True,1,31,111,0,516,3.397313
2074,10931,3,True,1,0,27,0,209,0.64936
2075,10931,4,True,1,0,26,0,135,0.636423
2076,10939,4,False,2,129,295,0,1439,10.051181
2077,10942,3,True,1,0,39,0,241,0.975854
2078,10945,4,True,1,2,57,0,316,1.46838
2079,10949,4,True,1,2,57,0,315,1.375105
2080,10950,4,True,1,0,53,0,307,1.277258
2081,10952,3,True,1,0,39,0,241,0.883564
2082,10953,3,True,1,0,39,0,241,0.9536
2083,10955,4,True,1,0,53,0,307,1.302742
2084,10957,3,True,1,0,39,0,241,0.880438
2085,10958,3,True,1,0,39,0,241,0.879031
2086,10958,4,True,1,0,53,0,307,1.245565
2087,10962,4,True,1,0,53,0,307,1.273998
2088,10968,4,True,1,0,53,0,307,1.248009
2089,10969,3,True,1,26,91,0,429,2.58057
2090,10971,3,True,1,0,52,0,350,1.208639
2091,10974,3,True,1,0,34,0,202,0.840617
2092,10975,3,False,2,141,321,0,1072,10.008889
2093,10978,3,True,1,0,28,0,340,0.643528
2094,10980,3,True,1,0,19,0,160,0.499962
2095,10990,4,False,2,138,334,0,823,10.409743
2096,10991,4,False,2,118,310,0,868,10.193734
2097,10993,4,False,2,116,302,0,1063,10.041378
2098,10995,4,False,2,164,432,0,1088,10.056212
2099,10997,4,False,2,278,635,0,1950,10.006476
2100,11001,3,True,1,0,27,0,187,0.285254
2101,11006,4,True,1,0,16,0,72,0.173634
2102,11011,3,False,2,283,627,0,2817,10.105731
2103,11012,3,False,2,282,631,0,1234,10.000776
2104,11014,3,False,2,148,361,0,1653,10.028396
2105,11016,4,False,2,131,297,0,642,10.099789
2106,11021,4,False,2,126,309,0,975,10.009414
2107,11022,4,False,2,129,290,0,1031,10.0137
2108,11023,3,False,2,117,309,0,845,10.019457
2109,11025,4,False,2,115,317,0,866,10.001952
2110,11028,3,True,1,0,20,0,177,0.540716
2111,11030,3,True,1,0,20,0,177,0.545699
2112,11031,4,True,1,0,34,0,236,0.861097
2113,11033,3,True,1,0,20,0,177,0.503806
2114,11039,3,False,2,161,403,0,610,10.014982
2115,11039,4,False,2,284,639,0,742,10.003861
2116,11047,3,False,2,292,665,0,797,10.007808
2117,11048,3,False,2,304,689,0,774,10.003197
2118,11052,3,True,1,0,17,0,92,0.190799
2119,11053,3,True,1,0,4,0,8,0.052945
2120,11056,4,True,1,0,51,0,330,0.56698
2121,11058,4,True,1,0,55,0,368,0.633093
2122,11059,4,True,1,0,17,0,95,0.194448
2123,11060,4,True,1,0,63,0,323,0.688991
2124,11062,4,True,1,0,14,0,77,0.155626
2125,11063,4,True,1,0,21,0,168,0.232348
2126,11072,3,True,1,0,19,0,106,0.218158
2127,11072,4,True,1,0,30,0,170,0.331063
2128,11078,3,True,1,0,12,0,52,0.142555
2129,11080,3,True,1,0,11,0,40,0.13074
2130,11083,3,True,1,0,8,0,25,0.101493
2131,11083,4,True,1,0,11,0,42,0.133884
2132,11084,4,True,1,0,23,0,103,0.293041
2133,11088,3,True,1,0,8,0,23,0.131763
2134,11088,4,True,1,0,11,0,39,0.131307
2135,11091,4,True,1,0,11,0,56,0.13383
2136,11094,3,True,1,0,12,0,56,0.147261
2137,11094,4,True,1,0,14,0,55,0.168257
2138,11099,3,True,1,0,22,0,91,0.263696
2139,11100,4,True,1,0,21,0,92,0.246383
2140,11103,3,True,1,0,22,0,114,0.253134
2141,11104,4,True,1,1,26,0,125,0.320948
2142,11106,4,True,1,0,21,0,103,0.259234
2143,11107,3,True,1,1,26,0,121,0.325428
2144,11113,3,True,1,1,27,0,133,0.331362
2145,11116,3,True,1,0,22,0,119,0.245615
2146,11116,4,True,1,0,22,0,120,0.248218
2147,11119,3,True,1,0,22,0,113,0.243008
2148,11155,4,True,1,0,78,0,576,0.937254
2149,11157,4,True,1,0,78,0,575,0.937263
2150,11173,3,True,1,6,38,0,340,0.478045
2151,11177,3,True,1,2,28,0,232,0.342843
2152,11177,4,True,1,2,28,0,233,0.328107
2153,11184,3,True,1,4,36,0,373,0.432728
2154,11191,3,True,1,2,36,0,185,0.42275
2155,11192,4,True,1,0,14,0,90,0.160524
2156,11200,4,False,2,293,670,0,3496,10.048281
2157,11203,4,False,2,98,300,0,1204,10.055631
2158,11209,4,False,2,294,644,0,1518,10.023904
2159,11210,3,False,2,294,659,0,7606,10.011025
2160,11212,3,False,2,301,664,0,6577,10.007619
2161,11213,3,False,2,283,632,0,6147,10.010492
2162,11216,3,False,2,263,591,0,5292,10.018944
2163,11217,3,False,2,249,549,0,4855,10.001914
2164,11220,3,True,1,0,27,0,289,0.288618
2165,11220,4,False,2,256,617,0,4873,10.007861
2166,11225,3,True,1,0,12,0,39,0.310743
2167,11227,4,True,1,0,21,0,176,0.509603
2168,11228,4,True,1,0,28,0,199,0.613679
2169,11229,3,True,1,0,20,0,180,0.365778
2170,11232,4,True,1,0,17,0,88,0.192845
2171,11233,3,False,2,165,411,0,891,10.031226
2172,11236,4,True,1,0,29,0,295,0.314493
2173,11237,4,True,1,0,29,0,295,0.314639
2174,11239,4,True,1,0,29,0,295,0.321707
2175,11240,3,False,2,207,497,0,1054,10.018392
2176,11243,3,False,2,135,298,0,1345,10.00159
2177,11248,3,True,1,0,52,0,446,1.250108
2178,11250,4,True,1,0,21,0,148,0.534339
2179,11251,4,False,2,134,286,0,1322,10.001152
2180,11252,4,True,1,0,21,0,214,0.520285
2181,11254,4,True,1,0,15,0,119,0.371624
2182,11255,4,False,2,180,418,0,210,10.009355
2183,11258,3,True,1,0,22,0,138,0.245517
2184,11259,3,True,1,0,29,0,201,0.31869
2185,11262,3,True,1,0,5,0,14,0.060212
2186,11265,4,False,2,286,652,0,3895,10.000189
2187,11266,4,False,2,66,220,0,1484,10.101066
2188,11268,4,False,2,267,621,0,3720,10.13223
2189,11269,3,True,1,12,61,0,484,0.751609
2190,11269,4,False,2,290,673,0,3617,10.001413
2191,11270,3,True,1,13,62,0,470,0.790529
2192,11270,4,False,2,291,700,0,4361,10.006502
2193,11273,3,False,2,160,429,0,2446,10.012235
2194,11273,4,False,2,71,235,0,1478,10.18524
2195,11275,3,False,2,112,341,0,1921,10.016738
2196,11276,3,False,2,106,334,0,1953,10.029118
2197,11279,3,False,2,114,341,0,1954,10.012252
2198,11284,4,False,2,138,315,0,1372,10.018682
2199,11289,4,False,2,146,296,0,1371,10.11381
2200,11291,3,False,2,117,333,0,1250,10.011251
2201,11294,3,True,1,0,9,0,37,0.24254
2202,11294,4,True,1,0,42,0,359,1.031733
2203,11297,4,True,1,0,21,0,115,0.523264
2204,11298,3,True,1,94,216,0,473,5.28707
2205,11300,4,True,1,4,33,0,158,0.570905
2206,11313,3,True,1,12,56,0,615,0.739629
2207,11329,4,True,1,0,30,0,361,0.33309
2208,11337,3,True,1,3,27,0,112,0.355763
2209,11339,3,True,1,0,59,0,186,0.636379
2210,11341,3,True,1,0,55,0,139,0.592807
2211,11342,4,True,1,0,23,0,208,0.250791
2212,11345,3,True,1,0,9,0,27,0.099787
2213,11345,4,False,2,273,621,0,1269,10.016031
2214,11350,3,False,2,288,604,0,2479,10.011749
2215,11351,3,False,2,294,630,0,4008,10.009167
2216,11351,4,True,1,0,26,0,233,0.284678
2217,11354,3,True,1,0,7,0,18,0.080894
2218,11356,3,False,2,302,631,0,1988,10.001329
2219,11357,4,False,2,308,639,0,2429,10.010114
2220,11358,4,False,2,300,686,0,2564,10.009804
2221,11361,3,True,1,0,37,0,239,0.414074
2222,11369,3,False,2,277,585,0,3650,10.001802
2223,11370,4,True,1,0,22,0,201,0.233217
2224,11372,3,True,1,0,20,0,115,0.211435
2225,11377,3,True,1,0,19,0,143,0.207926
2226,11377,4,True,1,0,39,0,243,0.413296
2227,11378,4,True,1,26,91,0,431,1.19927
2228,11380,3,True,1,0,19,0,143,0.211334
2229,11380,4,True,1,0,39,0,243,0.442418
2230,11385,3,True,1,0,19,0,143,0.211019
2231,11387,4,True,1,0,39,0,243,0.410257
2232,11392,4,False,2,300,664,0,1518,10.001128
2233,11393,4,True,1,0,39,0,243,0.411173
2234,11401,4,True,1,0,39,0,243,0.427768
2235,11404,3,True,1,0,17,0,133,0.191357
2236,11406,3,True,1,0,51,0,384,0.553656
2237,11406,4,True,1,0,28,0,346,0.29823
2238,11408,3,True,1,0,7,0,40,0.082075
2239,11409,3,True,1,263,562,0,1668,8.290346
2240,11410,4,True,1,0,38,0,243,0.408442
2241,11411,3,True,1,0,99,0,638,1.143784
2242,11412,3,True,1,46,116,0,747,1.705279
2243,11414,4,True,1,1,23,0,116,0.262691
2244,11415,3,True,1,0,39,0,354,0.424302
2245,11416,3,False,2,286,650,0,1278,10.003366
2246,11418,4,False,2,306,686,0,1741,10.030906
2247,11420,4,False,2,274,618,0,850,10.005472
2248,11422,3,True,1,0,14,0,58,0.154269
2249,11429,3,True,1,0,9,0,45,0.105145
2250,11429,4,True,1,0,20,0,128,0.218126
2251,11431,3,True,1,0,9,0,38,0.10339
2252,11443,4,False,2,277,622,0,2697,10.022268
2253,11444,4,False,2,196,476,0,1849,10.002356
2254,11446,4,False,2,210,504,0,1317,10.021943
2255,11448,3,False,2,287,605,0,1636,10.029401
2256,11449,4,True,1,11,47,0,386,0.596182
2257,11451,3,False,2,313,662,0,1206,10.009048
2258,11462,3,True,1,0,39,0,538,0.545322
2259,11464,3,True,1,0,22,0,149,0.349148
2260,11466,3,True,1,0,16,0,75,0.306168
2261,11467,3,True,1,0,48,0,258,0.499699
2262,11469,4,True,1,0,23,0,192,0.237711
2263,11471,3,True,1,0,53,0,335,0.574274
2264,11472,4,False,2,318,722,0,1105,10.004474
2265,11473,3,True,1,0,16,0,93,0.166198
2266,11475,3,True,1,0,48,0,333,0.4944
2267,11475,4,False,2,304,656,0,846,10.007974
2268,11476,4,False,2,318,677,0,797,10.006981
2269,11477,4,True,1,0,17,0,95,0.179898
2270,11482,3,True,1,0,50,0,268,0.540599
2271,11487,4,True,1,0,17,0,91,0.180612
2272,11489,3,True,1,0,6,0,10,0.071047
2273,11490,3,True,1,0,6,0,10,0.070267
2274,11493,3,True,1,0,6,0,10,0.070321
2275,11496,3,True,1,0,11,0,51,0.142087
2276,11503,3,True,1,0,10,0,35,0.11758
2277,11504,3,True,1,0,11,0,47,0.124772
2278,11506,3,True,1,0,11,0,46,0.119974
2279,11509,3,True,1,0,6,0,10,0.074132
2280,11509,4,True,1,0,10,0,53,0.114129
2281,11510,3,True,1,0,6,0,10,0.074524
2282,11511,3,True,1,0,6,0,10,0.07545
2283,11525,4,True,1,0,10,0,42,0.113098
2284,11528,4,True,1,0,10,0,42,0.110864
2285,11529,3,True,1,0,6,0,10,0.07053
2286,11537,4,True,1,0,10,0,46,0.112432
2287,11538,3,True,1,0,6,0,10,0.074178
2288,11539,4,True,1,0,10,0,46,0.112054
2289,11540,3,True,1,0,6,0,10,0.071453
2290,11543,4,True,1,0,9,0,40,0.099992
2291,11545,3,True,1,0,9,0,22,0.100068
2292,11547,3,True,1,0,22,0,101,0.227954
2293,11548,4,True,1,0,21,0,94,0.216013
2294,11554,4,True,1,0,22,0,116,0.230444
2295,11555,3,True,1,3,30,0,131,0.335478
2296,11557,3,True,1,3,31,0,140,0.339587
2297,11559,3,True,1,0,22,0,117,0.229404
2298,11560,3,True,1,0,20,0,107,0.210197
2299,11560,4,True,1,0,20,0,107,0.205182
2300,11561,4,True,1,0,22,0,110,0.229842
2301,11570,4,True,1,0,63,0,421,0.669558
2302,11579,3,True,1,0,22,0,169,0.250134
2303,11594,4,True,1,0,41,0,351,0.4367
2304,11600,3,True,1,0,26,0,229,0.269111
2305,11606,3,True,1,0,23,0,166,0.242079
2306,11614,3,True,1,0,25,0,276,0.262172
2307,11614,4,True,1,0,78,0,649,0.871549
2308,11615,4,True,1,0,78,0,648,0.890908
2309,11616,4,True,1,0,7,0,18,0.164128
2310,11646,4,True,1,0,24,0,165,0.426591
2311,11648,3,True,1,0,34,0,214,0.343583
2312,11650,4,True,1,0,23,0,173,0.236807
2313,11653,4,True,1,0,17,0,119,0.17884
2314,11657,3,True,1,0,7,0,15,0.077403
2315,11658,3,False,2,156,347,0,2070,10.014928
2316,11658,4,True,1,0,29,0,295,0.633307
2317,11661,3,False,2,118,358,0,2071,10.026536
2318,11661,4,True,1,0,32,0,314,0.76834
2319,11664,3,False,2,118,365,0,2118,10.016362
2320,11669,3,False,2,136,346,0,4266,10.037473
2321,11670,3,False,2,236,517,0,5774,10.003669
2322,11670,4,False,2,308,686,0,8112,10.002112
2323,11671,4,False,2,319,699,0,7962,10.009566
2324,11673,4,False,2,317,686,0,6660,10.010059
2325,11675,3,False,2,264,660,0,3760,10.000241
2326,11680,3,True,1,0,24,0,219,0.242016
2327,11685,3,True,1,0,8,0,18,0.085643
2328,11687,4,False,2,261,552,0,1918,10.024889
2329,11690,4,False,2,211,459,0,1928,10.019052
2330,11692,4,False,2,334,700,0,2715,10.002998
2331,11693,4,False,2,333,698,0,2608,10.00144
2332,11694,3,True,1,0,8,0,21,0.08792
2333,11694,4,True,1,0,13,0,69,0.14158
2334,11696,3,True,1,0,9,0,23,0.116742
2335,11698,4,True,1,0,47,0,402,0.471478
2336,11701,4,True,1,0,41,0,275,0.409404
2337,11709,3,True,1,7,47,0,220,0.529014
2338,11711,3,True,1,0,24,0,167,0.240098
2339,11712,4,True,1,8,47,0,300,0.539194
2340,11713,3,True,1,0,9,0,24,0.096595
2341,11714,3,False,2,312,719,0,2528,10.012002
2342,11718,3,True,1,0,4,0,7,0.046532
2343,11720,4,True,1,2,48,0,554,0.481837
2344,11722,3,False,2,332,736,0,3707,10.042
2345,11724,3,False,2,341,734,0,2802,10.010633
2346,11725,3,False,2,340,729,0,2762,10.022455
2347,11728,4,False,2,226,532,0,3125,10.015643
2348,11729,4,False,2,167,397,0,3310,10.010431
2349,11733,3,False,2,173,407,0,1646,10.013692
2350,11734,4,False,2,163,419,0,2476,10.009033
2351,11736,3,False,2,173,393,0,1377,10.084744
2352,11737,4,False,2,319,756,0,4367,10.000233
2353,11738,4,True,1,0,24,0,233,0.224132
2354,11740,4,False,2,351,738,0,1930,10.013965
2355,11742,3,False,2,332,790,0,4506,10.007332
2356,11743,3,True,1,0,29,0,298,0.268498
2357,11744,3,False,2,357,760,0,1256,10.022179
2358,11746,3,False,2,362,773,0,3194,10.001677
2359,11746,4,True,1,0,48,0,375,0.445962
2360,11748,3,True,1,0,29,0,298,0.265619
2361,11753,4,True,1,0,24,0,233,0.222747
2362,11754,3,False,2,335,804,0,4541,10.006326
2363,11758,3,False,2,334,792,0,4557,10.004108
2364,11758,4,False,2,336,789,0,2848,10.008625
2365,11759,3,True,1,0,37,0,321,0.347013
2366,11760,3,True,1,0,42,0,379,0.389929
2367,11760,4,True,1,0,9,0,39,0.088414
2368,11761,4,False,2,340,774,0,2691,10.003885
2369,11768,4,True,1,44,116,0,369,1.46895
2370,11770,3,True,1,0,24,0,156,0.22876
2371,11771,3,True,1,0,21,0,121,0.199379
2372,11772,3,True,1,12,51,0,228,0.58388
2373,11773,3,True,1,8,39,0,191,0.439598
2374,11773,4,True,1,5,35,0,178,0.390963
2375,11782,3,True,1,0,9,0,34,0.098574
2376,11783,3,True,1,64,140,0,203,1.89415
2377,11784,4,True,1,21,58,0,283,0.739459
2378,11789,4,True,1,0,14,0,96,0.137224
2379,11800,4,False,2,305,698,0,1477,10.009258
2380,11803,3,True,1,0,10,0,61,0.202175
2381,11805,3,True,1,0,7,0,36,0.143204
2382,11805,4,False,2,348,757,0,2888,10.004027
2383,11811,4,True,1,0,22,0,146,0.203876
2384,11812,4,True,1,0,38,0,159,0.366134
2385,11814,3,True,1,0,58,0,181,0.547398
2386,11816,4,True,1,0,39,0,280,0.37097
2387,11818,4,False,2,353,756,0,2916,10.007839
2388,11819,3,True,1,0,7,0,19,0.070708
2389,11820,3,False,2,353,742,0,2825,10.007828
2390,11822,3,False,2,364,758,0,3150,10.002755
2391,11822,4,True,1,0,18,0,103,0.183524
2392,11824,3,True,1,0,15,0,100,0.148536
2393,11824,4,False,2,357,739,0,4007,10.004314
2394,11825,3,True,1,0,27,0,299,0.247277
2395,11830,3,False,2,355,774,0,6818,10.003486
2396,11831,3,True,1,63,173,0,1033,2.113053
2397,11832,4,True,1,0,18,0,98,0.167988
2398,11834,4,True,1,0,19,0,150,0.176631
2399,11835,4,True,1,1,31,0,346,0.291474
2400,11838,3,True,1,0,39,0,245,0.361854
2401,11841,3,True,1,0,29,0,330,0.262793
2402,11842,3,True,1,0,39,0,245,0.362055
2403,11843,3,True,1,1,31,0,336,0.294646
2404,11843,4,True,1,1,31,0,346,0.287449
2405,11844,3,True,1,26,91,0,433,1.053012
2406,11859,3,True,1,0,29,0,330,0.264514
2407,11864,3,True,1,0,39,0,245,0.367802
2408,11865,3,True,1,0,29,0,330,0.272328
2409,11868,3,True,1,0,39,0,245,0.371544
2410,11872,3,False,2,346,750,0,1684,10.005814
2411,11872,4,False,2,346,735,0,1579,10.002176
2412,11873,3,True,1,0,29,0,334,0.270099
2413,11881,4,True,1,0,29,0,340,0.2699
2414,11882,4,True,1,0,19,0,150,0.180704
2415,11883,3,True,1,1,31,0,336,0.297445
2416,11884,3,True,1,26,91,0,433,1.066089
2417,11885,3,True,1,0,29,0,330,0.270311
2418,11887,3,True,1,1,31,0,336,0.294119
2419,11888,4,True,1,0,19,0,152,0.181015
2420,11889,4,True,1,0,29,0,340,0.270574
2421,11891,4,True,1,1,31,0,346,0.29919
2422,11892,4,True,1,0,19,0,152,0.180793
2423,11896,3,True,1,0,52,0,354,0.490412
2424,11896,4,True,1,0,17,0,140,0.160535
2425,11898,4,True,1,0,7,0,41,0.070813
2426,11900,4,True,1,0,16,0,77,0.152381
2427,11901,3,True,1,0,9,0,47,0.092411
2428,11902,3,True,1,0,53,0,186,0.490681
2429,11903,3,True,1,0,56,0,185,0.514712
2430,11905,3,True,1,0,39,0,168,0.360487
2431,11908,3,True,1,1,23,0,125,0.223454
2432,11917,3,False,2,361,744,0,2355,10.014277
2433,11920,3,True,1,5,40,0,297,0.410168
2434,11921,3,True,1,0,9,0,28,0.087909
2435,11928,4,False,2,349,778,0,1364,10.006343
2436,11930,3,False,2,342,757,0,1984,10.006315
2437,11937,3,False,2,332,764,0,5829,10.007128
2438,11939,4,True,1,0,21,0,187,0.206603
2439,11942,4,False,2,350,728,0,3178,10.030135
2440,11946,3,False,2,359,758,0,626,10.034161
2441,11949,3,False,2,364,769,0,600,10.007735
2442,11949,4,True,1,0,36,0,302,0.331344
2443,11951,3,False,2,358,777,0,1363,10.009931
2444,11952,4,True,1,0,34,0,275,0.310751
2445,11953,3,False,2,355,761,0,569,10.011043
2446,11956,4,True,1,0,28,0,214,0.257579
2447,11957,4,True,1,0,27,0,221,0.247933
2448,11963,3,False,2,283,662,0,969,10.001761
2449,11963,4,True,1,0,26,0,192,0.245444
2450,11968,4,True,1,0,23,0,178,0.22453
2451,11970,3,False,2,349,761,0,698,10.001585
2452,11971,3,True,1,2,44,0,259,0.810694
2453,11973,3,True,1,0,24,0,215,0.440208
2454,11976,3,False,2,126,352,0,749,10.114302
2455,11983,3,True,1,0,24,0,220,0.431913
2456,11986,4,True,1,0,47,0,372,0.83383
2457,11987,4,True,1,0,48,0,377,0.627685
2458,11988,3,True,1,0,51,0,469,0.462065
2459,11992,3,True,1,0,31,0,302,0.284598
2460,11995,4,True,1,0,78,0,648,0.791479
