fault_index,original_fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_precheck_solve_time_s,ai_precheck_sim_time_s,ai_hint_solve_time_s,ai_podem_search_time_s,ai_result_code,search_backtracks_diagnostic,time_s,classic_timeout_time_s,classic_timeout_backtracks,classic_timeout_recursive_calls,ai_error
943,3019,13536,3,False,1,False,1,33,2.2536,0.0,0.9285,10.5106,2,339,13.6993,10.09727,241,524,
944,3020,13547,4,False,1,False,1,34,1.2498,0.0158,1.3715,10.0388,2,343,12.6804,10.015348,283,601,
945,3021,13549,3,True,1,True,1,35,1.1918,0.016,0.0,0.1675,1,0,1.3794,10.00611,269,574,
946,3029,13569,4,False,1,False,1,1,1.7521,0.0167,1.8311,10.0194,2,322,13.6278,10.156939,319,699,
947,3030,13570,4,False,1,False,1,1,1.5343,0.0157,1.4933,10.0223,2,330,13.0723,10.007095,312,712,
948,3031,13571,4,False,1,False,1,8,1.7845,0.0155,1.738,10.0235,2,335,13.5672,10.002625,311,690,
949,3032,13577,3,False,1,False,1,1,2.3041,0.0153,2.239,10.0192,2,328,14.5832,10.003094,300,680,
950,3034,13591,4,False,1,False,1,45,0.8771,0.0156,0.8886,10.4401,2,319,12.226,10.018408,286,633,
951,3038,13609,3,False,1,False,1,34,0.3998,0.0297,0.01,10.5047,2,336,10.9487,10.038025,309,665,
952,3039,13610,4,False,1,False,1,35,4.1538,0.0151,3.8649,10.0459,2,339,18.084,10.002352,307,665,
953,3040,13612,3,True,1,True,1,38,1.1466,0.0152,0.0,0.2473,1,0,1.4129,10.003062,286,624,
954,3042,13617,4,True,1,True,1,24,0.4133,0.0157,0.0,0.2985,1,0,0.7367,10.011558,269,627,
955,3044,13621,4,False,1,False,1,35,2.4761,0.0155,2.9441,10.2832,2,334,15.723,10.021363,300,633,
956,3045,13623,4,False,1,False,1,42,3.7536,0.0156,3.5365,10.1537,2,242,17.4639,10.00479,242,549,
957,3046,13624,4,False,1,False,1,35,4.9453,0.0157,4.1795,10.0336,2,333,19.179,10.006915,327,685,
958,3047,13625,3,False,1,False,1,24,2.8372,0.0157,2.8864,10.0456,2,334,15.7894,10.005431,328,689,
959,3049,13627,4,False,1,False,1,18,1.5969,0.0156,1.5805,10.2912,2,337,13.4879,10.014523,250,587,
960,3106,13799,4,False,1,False,1,43,4.9016,0.0151,5.1896,10.6216,2,342,20.7344,10.009305,332,685,
961,3107,13801,4,False,1,False,1,14,1.8449,0.0,1.391,10.2243,2,332,13.4693,10.002597,279,577,
962,3112,13812,4,False,1,False,1,47,4.8415,0.0158,5.0932,10.6934,2,338,20.6502,10.009784,340,751,
963,3113,13814,4,True,1,True,1,12,1.6705,0.0161,0.0,0.1695,1,0,1.8646,10.000719,337,740,
964,3123,13828,4,False,1,False,1,31,0.7456,0.0153,0.7204,10.2152,2,319,11.7023,10.009701,322,728,
965,3125,13834,4,False,1,False,1,33,1.2159,0.0,1.2237,10.5092,2,324,12.9541,10.010798,322,721,
966,3128,13838,3,False,1,False,1,27,0.5601,0.0152,0.4842,10.2915,2,256,11.3567,10.003532,315,748,
967,3129,13838,4,False,1,False,1,16,0.8514,0.0,0.4992,10.2666,2,274,11.6201,10.004465,304,652,
968,3131,13842,4,False,1,False,1,47,1.3501,0.016,1.2237,10.7273,2,312,13.3242,10.006118,121,294,
969,3133,13850,3,False,1,False,1,5,2.1141,0.0155,1.994,10.0155,2,319,14.1443,10.148925,116,297,
970,3134,13850,4,False,1,False,1,10,3.1387,0.0154,2.9847,10.0186,2,336,16.1603,10.009554,129,271,
971,3135,13852,3,False,1,False,1,38,2.5356,0.0158,2.778,10.5238,2,323,15.8585,10.023892,120,286,
972,3136,13859,4,False,1,False,1,54,2.6445,0.0,1.7336,10.8484,2,330,15.232,10.00704,109,295,
973,3146,13899,4,False,1,False,1,25,3.7484,0.0282,3.9612,10.2766,2,307,18.0239,10.007286,129,310,
974,3147,13901,4,False,1,False,1,9,1.6206,0.0152,2.7642,10.0307,2,232,14.437,10.006804,121,312,
975,3148,13904,4,False,1,False,1,34,0.8572,0.016,1.1193,10.2876,2,329,12.2871,10.000247,118,304,
976,3149,13905,3,False,1,False,1,11,4.2043,0.0156,3.9273,10.0551,2,323,18.2107,10.021666,110,313,
977,3150,13906,4,False,1,False,1,2,0.7221,0.0,3.0086,10.0557,2,335,13.7933,10.003159,124,313,
978,3151,13907,3,False,1,False,1,90,0.7737,0.0157,0.6033,11.1354,2,348,12.535,10.020213,132,304,
979,3152,13908,4,False,1,False,1,31,0.7451,0.0155,0.6335,10.3711,2,352,11.7726,10.012607,118,319,
980,3153,13916,3,True,1,False,1,41,1.3194,0.0,2.5267,8.8305,1,280,12.6843,10.085147,130,310,
981,3156,13923,4,False,1,False,1,33,0.6811,0.0,0.7097,10.5515,2,339,11.9495,10.007558,134,305,
982,3157,13924,3,False,1,False,1,16,1.4977,0.0156,1.5987,10.018,2,340,13.1365,10.021199,131,297,
983,3159,13925,3,True,1,True,1,43,1.5495,0.0158,0.0,0.4225,1,0,1.9935,10.084761,131,292,
984,3163,13936,4,True,1,True,1,35,1.8221,0.0154,0.0,0.1496,1,0,1.9922,10.014709,127,288,
985,3169,13946,3,False,1,False,1,15,3.3471,0.0153,3.3536,10.0776,2,306,16.8065,10.02149,103,301,
986,3172,13952,4,False,1,False,1,44,0.7583,0.0154,0.7571,10.2505,2,251,11.7876,10.149128,124,301,
987,3178,13966,4,True,1,True,1,53,0.5621,0.0154,0.0,0.2519,1,0,0.8339,10.025623,131,301,
988,3180,13968,4,True,1,True,1,51,0.4885,0.0151,0.0,0.2039,1,0,0.712,10.020525,130,290,
989,3181,13969,4,True,1,True,1,53,0.5467,0.0149,0.0,0.2356,1,0,0.802,10.015194,130,293,
990,3182,13973,4,True,1,True,1,28,4.5485,0.0153,0.0,0.3178,1,0,4.8858,10.02743,122,290,
991,3187,13988,3,False,1,False,1,25,0.4834,0.0311,0.482,10.3845,2,336,11.3858,10.009952,125,283,
992,3237,14145,3,False,1,False,1,27,0.5896,0.0154,0.5752,10.2722,2,312,11.4582,10.007871,95,307,
993,3238,14145,4,False,1,False,1,27,0.4749,0.0154,0.5453,10.2747,2,306,11.3132,10.013782,89,297,
994,3246,14165,4,False,1,False,1,39,0.9533,0.0153,1.0025,10.034,2,353,12.0104,10.02545,226,478,
995,3255,14207,3,False,1,False,1,32,0.6495,0.016,0.3678,10.4186,2,352,11.4578,10.038708,286,620,
996,3256,14212,4,False,1,False,1,21,0.5362,0.0,0.6339,10.4762,2,352,11.654,10.005813,286,640,
997,3257,14213,3,False,1,False,1,54,0.6611,0.0157,0.6052,10.3335,2,339,11.6238,10.002682,282,623,
998,3258,14215,3,False,1,False,1,7,1.5092,0.0,3.0972,10.1926,2,188,14.8073,10.017956,303,626,
999,3259,14219,4,True,1,True,1,30,0.2165,0.016,0.0,0.3371,1,0,0.5758,10.010685,181,428,
1000,3262,14228,3,False,1,False,1,70,4.8125,0.0295,3.7712,10.8538,2,160,19.4762,10.002464,176,413,
1001,3264,14231,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.023,10.009219,309,649,AI solve exceeded 10.00s
1002,3265,14232,3,False,1,False,1,23,3.9975,0.0264,3.7598,10.5612,2,172,18.3702,10.023479,301,640,
1003,3268,14237,3,False,1,False,1,38,2.0444,0.0261,3.0296,10.6336,2,168,15.7431,10.004505,285,610,
1004,3269,14238,4,False,1,False,1,38,6.6058,0.0,6.576,11.0565,2,171,24.2485,10.00197,306,656,
1005,3270,14244,3,False,1,False,1,44,7.496,0.0268,3.2774,10.4867,2,271,21.2969,10.061085,301,655,
1006,3271,14249,3,False,1,False,1,51,2.783,0.015,6.2462,10.2948,2,266,19.3448,10.02118,157,416,
1007,3275,14259,4,False,1,False,1,42,1.2921,0.0159,1.4001,10.4288,2,228,13.1423,10.02684,97,287,
1008,3277,14261,3,True,1,True,1,23,1.5305,0.0158,0.0,0.2605,1,0,1.8119,10.029913,127,308,
1009,3278,14263,3,False,1,False,1,46,0.4085,0.0311,0.0932,10.7807,2,305,11.3197,10.000609,172,404,
1010,3280,14270,3,False,1,False,1,50,2.0895,0.0155,2.1059,10.8297,2,334,15.0457,10.016809,300,656,
1011,3281,14273,3,False,1,False,1,35,1.9962,0.0154,2.0039,10.0465,2,331,14.0674,10.003916,298,651,
1012,3282,14276,3,False,1,False,1,25,1.5969,0.0161,1.6885,10.0621,2,343,13.3684,10.010072,315,681,
1013,3283,14277,4,False,1,False,1,24,4.5901,0.0158,4.3955,10.0409,2,344,19.0475,10.015218,300,633,
1014,3370,14515,3,False,1,False,1,33,1.9886,0.0163,2.0362,10.2297,2,339,14.2779,10.008814,294,668,
1015,3373,14520,3,False,1,False,1,18,2.7063,0.0,4.894,10.5156,2,327,18.1262,10.019652,310,640,
1016,3377,14524,3,False,1,False,1,12,1.1801,0.0158,1.4326,10.1251,2,315,12.7595,10.003582,273,668,
1017,3380,14530,3,False,1,False,1,25,2.0236,0.0152,1.8145,10.017,2,331,13.8816,10.000348,305,685,
1018,3383,14534,4,False,1,False,1,45,3.4075,0.0,3.3182,10.7714,2,334,17.5023,10.020914,146,351,
1019,3384,14537,4,False,1,False,1,22,0.0861,0.0,0.0005,10.3522,2,332,10.4444,10.015849,130,285,
1020,3385,14538,4,False,1,False,1,12,3.7946,0.0154,3.5306,10.1622,2,169,17.5087,10.002625,89,257,
1021,3394,14567,3,False,1,False,1,24,0.0136,0.0306,0.0001,10.365,2,341,10.4123,10.011695,205,483,
1022,3396,14580,3,False,1,False,1,2,0.5258,0.0,0.3234,10.0467,2,324,10.9037,10.088768,127,291,
1023,3397,14584,3,False,1,False,1,36,0.1723,0.016,0.0482,10.352,2,349,10.5996,10.01758,125,297,
1024,3399,14589,4,True,1,False,1,41,1.4929,0.0,0.6566,9.7228,1,280,11.8811,10.076112,123,293,
1025,3402,14597,4,False,1,False,1,70,1.1791,0.0157,0.7422,10.4419,2,330,12.3859,10.014476,120,285,
1026,3405,14606,4,False,1,False,1,38,0.8543,0.0153,1.26,10.3684,2,342,12.5039,10.006053,131,302,
1027,3409,14616,4,False,1,False,1,36,3.3146,0.0157,5.0244,10.3084,2,317,18.6701,10.209227,130,305,
1028,3413,14621,4,False,1,False,1,40,3.2998,0.0152,3.603,10.412,2,327,17.3369,10.008214,113,295,
1029,3416,14628,3,False,1,False,1,19,3.1768,0.0157,3.5639,10.2994,2,326,17.0627,10.046321,119,290,
1030,3417,14629,4,False,1,False,1,48,3.2419,0.0155,4.1683,10.497,2,310,17.9296,10.005497,123,329,
1031,3420,14645,4,False,1,False,1,35,4.3489,0.0153,3.4782,10.3165,2,329,18.166,10.092579,115,311,
1032,3421,14650,3,False,1,False,1,25,3.2806,0.0161,3.7237,10.395,2,337,17.4222,10.003274,122,282,
1033,3422,14653,3,False,1,False,1,19,3.4383,0.0159,3.211,10.2965,2,328,16.9684,10.087605,111,306,
1034,3423,14653,4,False,1,False,1,18,3.2362,0.0159,3.213,10.0596,2,326,16.5278,10.073686,120,316,
1035,3424,14654,4,False,1,False,1,56,3.2653,0.0155,3.618,10.6138,2,193,17.5195,10.013498,123,326,
1036,3425,14656,3,False,1,False,1,55,3.6894,0.0262,4.4476,11.4848,2,330,19.6567,10.009923,119,315,
1037,3426,14658,3,False,1,False,1,19,3.2404,0.0158,3.1789,10.3053,2,333,16.7473,10.034046,124,321,
1038,3427,14660,4,False,1,False,1,52,3.2751,0.0158,3.7143,10.566,2,335,17.5781,10.05779,122,315,
1039,3428,14667,4,False,1,False,1,48,3.4387,0.0158,3.2763,10.4999,2,333,17.2376,10.063545,119,308,
1040,3429,14668,3,False,1,False,1,19,3.2631,0.0157,3.1777,10.3136,2,319,16.777,10.046789,122,299,
1041,3430,14671,3,False,1,False,1,19,3.8423,0.0161,4.1179,10.3147,2,301,18.2979,10.001749,132,325,
1042,3431,14674,3,False,1,False,1,19,4.2404,0.0167,3.5031,10.3548,2,298,18.1232,10.005524,274,604,
1043,3432,14676,3,False,1,False,1,19,3.2998,0.0161,3.1848,10.2958,2,321,16.8034,10.006232,273,595,
1044,3433,14677,3,False,1,False,1,41,3.9468,0.026,4.0757,10.9886,2,318,19.0453,10.175809,224,506,
1045,3434,14677,4,False,1,False,1,41,3.4084,0.0158,3.4294,10.392,2,328,17.2486,10.017198,262,593,
1046,3435,14678,3,False,1,False,1,19,3.3841,0.0155,3.3742,10.3132,2,325,17.0939,10.01765,276,605,
1047,3437,14692,4,True,1,True,1,34,3.4544,0.0152,0.0,0.3692,1,0,3.844,10.001114,244,541,
1048,3440,14699,3,False,1,False,1,51,0.4471,0.0316,0.0036,10.7878,2,323,11.2757,10.0098,232,526,
1049,3441,14699,4,True,1,True,1,26,1.863,0.0158,0.0,0.2812,1,0,2.1622,10.077204,157,365,
1050,3444,14706,4,False,1,False,1,28,1.231,0.0155,1.2008,10.0989,2,316,12.5525,10.006171,288,615,
1051,3445,14707,4,True,1,True,1,24,0.8803,0.015,0.0,0.252,1,0,1.153,10.144417,188,461,
1052,3446,14708,3,False,1,False,1,38,0.4433,0.0326,0.175,10.6193,2,300,11.2764,10.104324,133,315,
1053,3447,14708,4,True,1,True,1,23,1.9245,0.0158,0.0,0.2436,1,0,2.1861,10.03443,275,595,
1054,3449,14711,4,True,1,True,1,23,1.4927,0.0154,0.0,0.241,1,0,1.7547,10.000651,267,591,
1055,3452,14718,4,False,1,False,1,29,0.5135,0.0155,0.4932,10.1094,2,335,11.1383,10.003721,304,666,
1056,3454,14719,4,False,1,False,1,27,2.0853,0.0154,2.0527,10.1066,2,249,14.2656,10.109293,286,595,
1057,3456,14721,4,False,1,False,1,24,0.9894,0.0,0.8267,10.4086,2,333,12.2332,10.004378,189,408,
1058,3459,14726,4,False,1,False,1,69,2.5102,0.0156,2.7038,11.269,2,186,16.506,10.002419,90,291,
1059,3588,15062,4,False,1,False,1,32,1.257,0.0261,0.649,10.6273,2,145,12.5723,10.002068,235,588,
1060,3589,15063,3,False,1,False,1,18,3.8227,0.0,3.7381,10.5047,2,171,18.0823,10.003953,291,604,
1061,3590,15063,4,False,1,False,1,20,9.218,0.0263,9.2011,10.2244,2,168,28.6751,10.026492,270,567,
1062,3592,15069,4,False,1,False,1,59,2.3853,0.0261,2.4482,10.7148,2,168,15.5956,10.018672,169,388,
1063,3593,15070,3,True,1,True,1,11,1.138,0.0266,0.0,0.2388,1,0,1.4214,10.010565,313,683,
1064,3595,15073,4,False,1,False,1,14,4.1865,0.0,3.761,10.3899,2,166,18.3563,10.014629,312,678,
1065,3596,15075,4,False,1,False,1,20,4.2322,0.0,3.7611,10.5767,2,144,18.5884,10.040894,207,524,
1066,3597,15077,3,False,1,False,1,47,4.0819,0.0264,5.0495,11.1459,2,166,20.3135,10.007735,313,684,
1067,3598,15078,4,False,1,False,1,42,2.4817,0.026,4.0595,11.0182,2,194,17.5951,10.001156,307,665,
1068,3599,15080,3,False,1,False,1,38,2.572,0.016,3.4681,10.5996,2,238,16.6618,10.009757,305,665,
1069,3600,15082,3,False,1,False,1,67,6.6527,0.0266,6.6305,11.5466,2,123,24.8671,10.003897,301,671,
1070,3612,15128,4,False,1,False,1,32,2.7408,0.0261,2.5997,10.4569,2,167,15.8384,10.000363,313,674,
1071,3613,15129,3,False,1,False,1,26,3.0312,0.0277,3.0396,10.3025,2,167,16.4175,10.004342,313,662,
1072,3643,15196,4,False,1,False,1,45,7.7711,0.0265,6.9478,10.7862,2,322,25.5442,10.013673,210,490,
1073,3644,15203,3,True,1,True,1,37,3.2902,0.0155,0.0,0.3957,1,0,3.7077,10.061503,132,301,
1074,3649,15212,4,False,1,False,1,45,3.6512,0.0156,5.5896,10.7302,2,331,19.9949,10.002809,125,321,
1075,3653,15218,4,False,1,False,1,18,3.2184,0.0156,3.583,10.0363,2,342,16.8604,10.015845,124,299,
1076,3674,15252,4,False,1,False,1,44,3.6759,0.0154,3.6096,10.1801,2,338,17.4878,10.005464,126,306,
1077,3687,15289,4,False,1,False,1,51,6.4765,0.0157,6.6526,10.3644,2,266,23.5169,10.075061,157,416,
1078,3749,15501,3,False,1,False,1,32,5.6907,0.0155,6.0792,10.2294,2,320,22.0245,10.008728,134,308,
1079,3756,15509,3,False,1,False,1,27,1.5634,0.0157,1.5759,10.2865,2,313,13.4494,10.006443,292,697,
1080,3757,15511,3,False,1,False,1,11,1.0432,0.0157,0.7229,10.1188,2,298,11.9099,10.002999,211,540,
1081,3758,15512,3,False,1,False,1,26,1.0322,0.0161,0.7643,10.253,2,302,12.0754,10.002309,126,359,
1082,3761,15528,3,False,1,False,1,24,0.2684,0.0159,0.2719,10.1563,2,270,10.7245,10.005866,109,304,
1083,3777,15584,3,False,1,False,1,16,1.3196,0.0301,0.7454,10.2267,2,319,12.3251,10.021559,127,279,
1084,3779,15596,4,False,1,False,1,10,1.2642,0.0,1.1978,10.178,2,330,12.6512,10.008817,119,289,
1085,3780,15600,3,False,1,False,1,56,0.759,0.0155,1.1235,10.7084,2,282,12.6191,10.008906,123,284,
1086,3782,15603,3,False,1,False,1,20,1.0579,0.016,1.091,10.2733,2,342,12.4639,10.261126,136,296,
1087,3786,15615,3,False,1,False,1,21,2.1836,0.0,2.1578,10.3423,2,336,14.7067,10.001897,134,296,
1088,3788,15618,3,False,1,False,1,26,1.4097,0.0156,1.335,10.3992,2,268,13.1793,10.011054,129,294,
1089,3792,15625,3,False,1,False,1,40,3.5992,0.0157,3.8001,10.5545,2,332,17.9768,10.017818,114,309,
1090,3796,15631,4,False,1,False,1,42,2.8308,0.0155,2.7334,10.0385,2,329,15.6272,10.000548,125,303,
1091,3798,15635,4,True,1,True,1,34,2.3288,0.0161,0.0,0.3881,1,0,2.7389,10.007734,116,314,
1092,3799,15637,4,True,1,True,1,27,1.3672,0.0161,0.0,0.2704,1,0,1.6592,10.009996,123,300,
1093,3800,15639,3,True,1,True,1,40,1.1481,0.0158,0.0,0.2896,1,0,1.4591,10.006499,123,303,
1094,3802,15642,3,True,1,True,1,28,3.9669,0.0157,0.0,0.3031,1,0,4.2938,10.003789,168,406,
1095,3805,15650,3,False,1,False,1,46,1.2947,0.0308,1.2824,10.7319,2,305,13.3467,10.027275,284,647,
1096,3806,15650,4,True,1,True,1,28,1.2982,0.0158,0.0,0.3166,1,0,1.6328,10.004369,288,644,
1097,3814,15668,3,True,1,True,1,28,4.5381,0.0153,0.0,0.2936,1,0,4.855,10.078961,177,444,
1098,3973,15995,4,False,1,False,1,25,3.9358,0.0,3.9638,10.3934,2,333,18.3077,10.007427,222,464,
1099,3974,15996,3,False,1,False,1,29,0.4004,0.0151,0.2317,10.4568,2,338,11.1187,10.00281,257,549,
1100,4022,16139,4,False,1,False,1,32,0.6799,0.0159,0.3684,10.353,2,313,11.4264,10.055818,258,620,
1101,4025,16143,4,False,1,False,1,32,0.6476,0.0163,0.6321,10.1458,2,303,11.4511,10.007966,105,325,
1102,4027,16146,4,False,1,False,1,26,1.5919,0.0153,1.7333,10.0219,2,337,13.3758,10.004129,276,613,
1103,4030,16153,4,False,1,False,1,49,2.6942,0.0157,2.8479,10.6831,2,304,16.2464,10.013494,258,576,
1104,4031,16155,3,False,1,False,1,48,3.2447,0.0166,5.5588,11.0055,2,278,19.8328,10.050417,106,321,
1105,4032,16155,4,False,1,False,1,43,1.7478,0.0156,1.2945,10.5858,2,331,13.6466,10.01021,204,454,
1106,4037,16174,4,False,1,False,1,5,0.703,0.032,0.764,10.0649,2,314,11.5678,10.005231,210,471,
1107,4040,16200,4,False,1,False,1,10,0.7929,0.0,0.7582,10.1555,2,338,11.7208,10.002494,266,566,
1108,4041,16201,4,False,1,False,1,1,5.2606,0.0,5.2975,10.0807,2,281,20.6512,10.007443,247,541,
1109,4042,16202,4,False,1,False,1,40,2.1102,0.0,2.0175,10.6406,2,324,14.782,10.007834,264,574,
1110,4043,16204,3,False,1,False,1,22,2.4473,0.0,2.864,10.348,2,255,15.6856,10.104515,304,654,
1111,4044,16209,3,True,1,True,1,40,1.7447,0.0263,0.0,0.0526,1,0,1.8503,10.006136,316,659,
1112,4048,16217,3,False,1,False,1,18,4.0309,0.0,2.8185,10.4928,2,328,17.3814,10.020285,287,645,
1113,4050,16220,4,False,1,False,1,32,2.5687,0.0,2.5216,10.5166,2,317,15.6141,10.000628,281,607,
1114,4052,16224,3,False,1,False,1,44,2.7779,0.0157,2.7613,10.6874,2,323,16.2497,10.032971,294,642,
1115,4053,16224,4,True,1,True,1,35,3.6085,0.0157,0.0,0.3678,1,0,3.9942,10.001698,288,633,
1116,4054,16225,3,False,1,False,1,50,2.7986,0.0156,2.7319,10.7871,2,324,16.3405,10.002745,226,529,
1117,4055,16226,3,True,1,True,1,35,3.0036,0.0156,0.0,0.3697,1,0,3.3958,10.020881,130,308,
1118,4056,16229,4,False,1,False,1,32,0.6289,0.0154,0.6698,10.2465,2,334,11.5673,10.010662,125,301,
1119,4057,16231,4,False,1,False,1,21,2.0461,0.0159,0.4163,10.1651,2,334,12.65,10.009329,130,279,
1120,4058,16232,4,False,1,False,1,13,0.393,0.0149,0.3662,10.0359,2,337,10.8166,10.023701,130,284,
1121,4059,16234,4,False,1,False,1,29,2.8402,0.0153,2.7659,10.1513,2,340,15.7795,10.014883,130,292,
1122,4060,16235,3,True,1,True,1,34,2.3965,0.0151,0.0,0.3881,1,0,2.8056,10.003231,120,298,
1123,4062,16241,4,True,1,True,1,28,1.4672,0.0153,0.0,0.2841,1,0,1.7751,10.020098,139,348,
1124,4063,16242,4,True,1,True,1,29,6.0689,0.0163,0.0,0.2628,1,0,6.3575,10.034582,297,641,
1125,4068,16255,3,False,1,False,1,52,0.4977,0.0302,0.4917,10.7863,2,241,11.8128,10.030066,231,551,
1126,4072,16269,4,False,1,False,1,40,1.8087,0.0262,1.0029,10.0573,2,313,12.9105,10.004102,298,650,
1127,4073,16270,4,True,1,True,1,28,8.349,0.0158,0.0,0.2853,1,0,8.6583,10.071085,236,563,
1128,4074,16271,3,False,1,False,1,43,0.4764,0.0156,0.9781,10.1959,2,200,11.6736,10.005802,286,633,
1129,4075,16272,3,True,1,True,1,53,0.8401,0.0157,0.0,0.225,1,0,1.0883,10.010248,286,634,
1130,4076,16272,4,False,1,False,1,42,1.5762,0.0156,0.6934,10.0313,2,293,12.3196,10.008257,293,648,
1131,4238,16635,4,False,1,False,1,31,2.5814,0.0,1.2858,10.541,2,305,14.4251,10.010429,264,563,
1132,4259,16753,4,False,1,False,1,29,2.0967,0.0162,3.4659,10.5113,2,303,16.1003,10.007154,209,528,
1133,4262,16756,3,False,1,False,1,28,0.5581,0.0157,0.4797,10.3132,2,303,11.3773,10.017192,229,571,
1134,4263,16756,4,False,1,False,1,47,0.5585,0.0159,0.29,10.1472,2,326,11.0145,10.003061,297,670,
1135,4264,16758,3,False,1,False,1,29,1.7125,0.0155,1.7176,10.1408,2,293,13.5959,10.0003,95,302,
1136,4268,16769,4,False,1,False,1,35,3.0906,0.0164,2.8423,10.3619,2,276,16.3237,10.083921,190,482,
1137,4269,16772,3,False,1,False,1,43,1.1887,0.016,1.1948,10.7489,2,292,13.1606,10.192906,193,486,
1138,4270,16772,4,False,1,False,1,27,1.7481,0.0162,1.7626,10.1557,2,309,13.6855,10.017552,154,442,
1139,4271,16781,3,False,1,False,1,23,2.1591,0.0167,2.1997,10.0252,2,327,14.4076,10.000534,263,577,
1140,4272,16782,4,False,1,False,1,21,0.6757,0.0,0.6829,10.3587,2,301,11.73,10.058762,154,421,
1141,4273,16785,4,False,1,False,1,17,0.3715,0.0,0.3107,10.2814,2,341,10.9767,10.067533,186,395,
1142,4308,16868,4,False,1,False,1,3,0.3961,0.0151,0.0677,10.0904,2,323,10.5727,10.017972,299,665,
1143,4309,16870,4,False,1,False,1,13,1.4346,0.015,1.366,10.028,2,325,12.8471,10.006721,294,612,
1144,4313,16885,3,False,1,False,1,14,1.7624,0.0,1.7637,10.2322,2,334,13.7854,10.010668,307,640,
