fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_backtracks,classic_ok,classic_backtracks,ai_less_backtracks,ai_error,time_s,classic_time_s
190,935,4,True,1,False,1,0,0,True,0,False,,0.1244,0.1209
191,947,4,True,1,False,1,0,0,True,0,False,,0.1641,0.1609
192,949,3,True,1,False,1,0,0,True,0,False,,0.165,0.1596
193,956,3,True,1,False,1,0,0,True,0,False,,0.1646,0.1639
194,958,3,True,1,False,1,0,0,True,0,False,,0.1648,0.1873
195,964,3,True,1,False,1,0,0,True,0,False,,0.1719,0.1608
196,975,3,True,1,False,1,0,0,True,0,False,,0.1702,0.1638
197,978,4,True,1,False,1,0,0,True,0,False,,0.1697,0.1674
198,985,4,True,1,False,1,0,0,True,0,False,,0.1675,0.1617
199,990,4,True,1,False,1,0,0,True,0,False,,0.1854,0.1674
200,1000,3,True,1,False,1,0,0,True,0,False,,0.1259,0.1291
201,1006,4,True,1,False,1,0,0,True,0,False,,0.1663,0.1603
202,1007,4,True,1,False,1,0,0,True,0,False,,0.1646,0.1628
203,1008,4,True,1,False,1,0,0,True,0,False,,0.1649,0.1635
204,1020,4,True,1,False,1,0,0,True,0,False,,0.1656,0.1629
205,1023,3,True,1,False,1,0,0,True,0,False,,0.1664,0.163
206,1023,4,True,1,False,1,0,0,True,0,False,,0.1685,0.1632
207,1032,4,True,1,False,1,0,0,True,0,False,,0.1243,0.1217
208,1038,4,True,1,False,1,0,0,True,0,False,,0.0836,0.0791
209,1047,3,True,1,False,1,0,0,True,0,False,,0.0818,0.079
210,1055,3,True,1,False,1,0,0,True,0,False,,0.0831,0.079
211,1065,3,True,1,False,1,0,0,True,0,False,,0.0824,0.0786
212,1065,4,True,1,False,1,0,0,True,0,False,,0.0839,0.0918
213,1067,4,True,1,False,1,0,0,True,0,False,,0.0845,0.0809
214,1068,3,True,1,False,1,0,0,True,0,False,,0.0873,0.0812
215,1068,4,True,1,False,1,0,0,True,0,False,,0.0903,0.0796
216,1070,3,True,1,False,1,0,0,True,0,False,,0.0823,0.0796
217,1072,3,True,1,False,1,0,0,True,0,False,,0.0821,0.0784
218,1074,4,True,1,False,1,0,0,True,0,False,,0.0838,0.082
219,1077,4,True,1,False,1,0,0,True,0,False,,0.0813,0.0788
220,1084,3,True,1,False,1,0,0,True,0,False,,0.0812,0.0801
221,1087,4,True,1,False,1,0,0,True,0,False,,0.0817,0.0775
222,1094,3,True,1,False,1,0,0,True,0,False,,0.0809,0.0794
223,1099,3,True,1,False,1,0,0,True,0,False,,0.0821,0.0799
224,1108,3,True,1,False,1,0,0,True,0,False,,0.0818,0.0787
225,1121,3,True,1,False,1,0,0,True,0,False,,0.0621,0.0582
226,1122,3,True,1,False,1,0,0,True,0,False,,0.0608,0.0583
227,1123,3,True,1,False,1,0,0,True,0,False,,0.0613,0.0577
228,1138,3,True,1,False,1,0,0,True,0,False,,0.0639,0.0583
229,1140,3,True,1,False,1,0,0,True,0,False,,0.0597,0.0584
230,1146,4,True,1,False,1,0,0,True,0,False,,0.229,0.2254
231,1158,4,True,1,False,1,0,0,True,0,False,,0.2285,0.2233
232,1159,3,True,1,False,1,0,0,True,0,False,,0.2338,0.2272
233,1175,4,True,1,False,1,0,0,True,0,False,,0.3091,0.3044
234,1177,4,True,1,False,1,0,0,True,0,False,,0.3098,0.3217
235,1187,4,True,1,False,1,0,0,True,0,False,,0.3118,0.3034
236,1189,3,True,1,False,1,0,0,True,0,False,,0.31,0.3095
237,1199,4,True,1,False,1,0,0,True,0,False,,0.3128,0.3107
238,1207,3,True,1,False,1,0,0,True,0,False,,0.0619,0.0598
239,1208,3,True,1,False,1,0,0,True,0,False,,0.0611,0.0583
240,1213,3,True,1,False,1,0,0,True,0,False,,0.061,0.0582
241,1219,3,True,1,False,1,0,0,True,0,False,,0.0617,0.0579
242,1221,3,True,1,False,1,0,0,True,0,False,,0.0621,0.0587
243,1223,3,True,1,False,1,0,0,True,0,False,,0.0615,0.0579
244,1225,4,True,1,False,1,0,0,True,0,False,,0.0622,0.0584
245,1229,3,True,1,False,1,0,0,True,0,False,,0.0617,0.0583
246,1231,4,True,1,False,1,0,0,True,0,False,,0.0621,0.0577
247,1232,3,True,1,False,1,0,0,True,0,False,,0.0615,0.057
248,1236,4,True,1,False,1,0,0,True,0,False,,0.0601,0.0571
249,1238,3,True,1,False,1,0,0,True,0,False,,0.7253,0.7339
250,1239,3,True,1,False,1,0,0,True,0,False,,0.7469,0.7161
251,1246,4,True,1,False,1,0,0,True,0,False,,0.1016,0.0981
252,1247,3,True,1,False,1,0,0,True,0,False,,0.1026,0.0994
253,1257,4,True,1,False,1,0,0,True,0,False,,0.1017,0.0982
254,1276,3,True,1,False,1,0,0,True,0,False,,0.0602,0.0586
255,1280,3,True,1,False,1,0,0,True,0,False,,0.2063,0.2007
256,1280,4,True,1,False,1,0,0,True,0,False,,0.2054,0.2028
257,1284,3,True,1,False,1,0,0,True,0,False,,0.0821,0.0775
258,1285,4,True,1,False,1,0,0,True,0,False,,0.227,0.2186
259,1287,3,True,1,False,1,0,0,True,0,False,,0.2233,0.2218
260,1291,4,True,1,False,1,0,0,True,0,False,,0.0602,0.0587
261,1306,3,True,1,False,1,0,0,True,0,False,,0.0607,0.0578
262,1309,4,True,1,False,1,0,0,True,0,False,,0.0611,0.0578
263,1318,3,True,1,False,1,0,0,True,0,False,,0.061,0.0586
264,1319,4,False,1,False,1,0,136,False,137,,,10.0146,10.0222
265,1321,3,True,1,False,1,0,0,True,0,False,,0.1031,0.0996
266,1333,3,True,1,False,1,0,0,True,0,False,,0.0817,0.0779
267,1336,3,True,1,False,1,0,0,True,0,False,,0.0825,0.0788
268,1336,4,True,1,False,1,0,0,True,0,False,,0.081,0.0782
269,1345,3,True,1,False,1,0,0,True,0,False,,0.0809,0.0779
270,1350,4,True,1,False,1,0,0,True,0,False,,0.0804,0.078
271,1353,4,True,1,False,1,0,0,True,0,False,,0.0823,0.0769
272,1355,4,True,1,False,1,0,0,True,0,False,,0.0793,0.0881
273,1356,3,True,1,False,1,0,0,True,0,False,,0.1124,0.1011
274,1356,4,True,1,False,1,0,0,True,0,False,,0.1029,0.0996
275,1357,3,True,1,False,1,0,0,True,0,False,,0.1027,0.0983
276,1362,4,True,1,False,1,0,0,True,0,False,,0.1032,0.0995
277,1363,4,True,1,False,1,0,0,True,0,False,,0.1036,0.0988
278,1370,4,True,1,False,1,0,0,True,0,False,,0.1038,0.0999
279,1376,4,True,1,False,1,0,0,True,0,False,,0.1036,0.0986
280,1380,4,True,1,False,1,0,0,True,0,False,,0.1032,0.0997
281,1384,3,True,1,False,1,0,0,True,0,False,,0.1032,0.1003
282,1391,3,True,1,False,1,0,0,True,0,False,,0.1034,0.0971
283,1395,3,True,1,False,1,0,0,True,0,False,,0.104,0.0985
284,1395,4,True,1,False,1,0,0,True,0,False,,0.1024,0.0979
285,1399,4,True,1,False,1,0,0,True,0,False,,0.1023,0.0984
286,1416,4,True,1,False,1,0,0,True,0,False,,0.1033,0.1013
287,1418,4,True,1,False,1,0,0,True,0,False,,0.1052,0.1005
288,1423,4,True,1,False,1,0,0,True,0,False,,0.1033,0.0994
289,1426,4,True,1,False,1,0,0,True,0,False,,0.1041,0.0982
290,1431,4,True,1,False,1,0,0,True,0,False,,0.1015,0.1006
291,1434,3,True,1,False,1,0,0,True,0,False,,0.1016,0.0964
292,1448,3,True,1,False,1,0,0,True,0,False,,0.1048,0.1006
293,1448,4,True,1,False,1,0,0,True,0,False,,0.1027,0.1016
294,1459,3,True,1,False,1,1,0,True,0,False,,0.1551,0.1199
295,1468,4,True,1,False,1,1,0,True,0,False,,0.1806,0.144
296,1469,4,True,1,False,1,2,0,True,0,False,,0.1132,0.0839
297,1475,3,True,1,False,1,1,34,True,34,False,,2.6966,2.6606
298,1475,4,True,1,False,1,2,34,True,34,False,,2.6486,2.6379
299,1477,4,True,1,False,1,1,0,True,0,False,,0.6015,0.5429
300,1478,3,True,1,False,1,2,12,True,12,False,,1.3795,1.3363
301,1481,4,False,1,False,1,2,152,False,152,,,10.0384,10.0014
302,1482,4,True,1,False,1,1,0,True,0,False,,0.1774,0.1432
303,1486,3,True,1,False,1,1,12,True,12,False,,1.9592,1.9119
304,1487,4,True,1,False,1,1,12,True,12,False,,1.9301,1.9126
305,1499,3,True,1,False,1,1,12,True,12,False,,1.678,1.641
306,1501,4,True,1,False,1,1,12,True,12,False,,1.6675,1.6272
307,1508,3,True,1,False,1,1,12,True,12,False,,1.512,1.484
308,1514,4,False,1,False,1,2,158,False,158,,,10.041,10.0203
309,1529,4,True,1,False,1,1,0,True,0,False,,0.7457,0.709
310,1531,3,True,1,False,1,1,0,True,0,False,,0.7044,0.6641
311,1531,4,True,1,False,1,1,0,True,0,False,,0.7095,0.6693
312,1532,3,True,1,False,1,1,0,True,0,False,,0.7069,0.6519
313,1534,3,True,1,False,1,1,0,True,0,False,,0.6397,0.6001
314,1537,4,True,1,False,1,1,0,True,0,False,,0.5732,0.5389
315,1538,3,True,1,False,1,1,0,True,0,False,,0.5522,0.5184
316,1546,4,True,1,False,1,1,0,True,0,False,,0.3862,0.3697
317,1550,3,True,1,False,1,1,0,True,0,False,,0.3064,0.2662
318,1575,3,True,1,False,1,2,0,True,0,False,,1.035,1.0056
319,1576,4,True,1,False,1,1,0,True,0,False,,0.5572,0.5281
320,1577,4,True,1,False,1,1,0,True,0,False,,1.2188,1.2042
321,1585,4,True,1,False,1,1,0,True,0,False,,0.5841,0.5346
322,1586,3,True,1,False,1,1,0,True,0,False,,1.2005,1.1387
323,1590,4,True,1,False,1,1,0,True,0,False,,1.1798,1.1443
324,1592,4,True,1,False,1,1,0,True,0,False,,0.9588,0.9273
325,1594,4,True,1,False,1,1,0,True,0,False,,0.5682,0.5278
326,1605,3,True,1,False,1,1,0,True,0,False,,1.0871,1.0339
327,1607,4,True,1,False,1,1,0,True,0,False,,0.5686,0.5238
328,1619,3,True,1,False,1,1,0,True,0,False,,0.818,0.7856
