rank,fault_index,gate_id,fault_val,classic_backtracks,classic_time_s,ai_time_s,classic_ok,precheck_success,attempts_used
1275,471,2286,4,0,0.8082,0.8382,True,False,1
1276,6423,32117,4,0,0.8081,2.167,True,False,1
1277,529,2579,3,0,0.8074,0.8433,True,False,1
1278,2605,12847,3,0,0.8072,5.1162,True,False,1
1279,5654,28216,4,0,0.8061,1.0384,True,False,1
1280,5619,27991,3,0,0.8058,1.01,True,False,1
1281,2731,13395,4,0,0.8056,3.7927,True,False,1
1282,5694,28428,4,0,0.8051,1.0048,True,False,1
1283,4926,24562,3,0,0.8046,1.4618,True,False,1
1284,2671,13137,3,0,0.804,1.0147,True,False,1
1285,2624,12905,4,0,0.8032,1.1535,True,False,1
1286,4671,23216,3,0,0.8032,0.8365,True,False,1
1287,5361,26679,3,0,0.8028,0.8431,True,False,1
1288,3011,14720,4,0,0.8027,1.0648,True,False,1
1289,2047,10001,3,0,0.8024,0.8601,True,False,1
1290,3769,18642,3,0,0.8022,0.8167,True,False,1
1291,5618,27990,4,0,0.8014,1.0002,True,False,1
1292,2068,10096,3,0,0.8012,2.0005,True,False,1
1293,2287,11386,4,0,0.8005,1.5259,True,False,1
1294,2391,11846,3,0,0.8004,1.7259,True,False,1
1295,4516,22446,3,0,0.8,2.086,True,False,1
1296,2209,10951,3,0,0.7995,1.1758,True,False,1
1297,1333,6485,3,0,0.7989,0.6625,True,False,1
1298,2062,10080,3,0,0.7986,1.6743,True,False,1
1299,3192,15624,4,0,0.7976,0.9497,True,False,1
1300,4844,24095,3,0,0.7972,0.8316,True,False,1
1301,1921,9361,4,0,0.7971,1.3186,True,False,1
1302,5885,29317,3,0,0.797,0.8344,True,False,1
1303,2393,11858,3,0,0.7966,1.7413,True,False,1
1304,2386,11816,4,0,0.7959,1.5568,True,False,1
1305,2084,10166,4,0,0.7956,1.1292,True,False,1
1306,522,2525,3,0,0.7954,0.8408,True,False,1
1307,5028,25038,4,0,0.7952,1.1035,True,False,1
1308,448,2128,4,0,0.7946,0.8352,True,False,1
1309,2600,12837,3,0,0.7943,5.713,True,False,1
1310,1457,7090,4,0,0.7942,0.8326,True,False,1
1311,5153,25667,3,0,0.7942,0.8449,True,False,1
1312,2392,11848,3,0,0.7938,1.9083,True,False,1
1313,1530,7416,3,0,0.7933,0.6665,True,False,1
1314,2494,12381,4,0,0.792,0.9576,True,False,1
1315,2286,11385,4,0,0.7916,1.5291,True,False,1
1316,1788,8684,3,0,0.7915,0.8673,True,False,1
1317,917,4395,4,0,0.791,0.824,True,False,1
1318,2203,10930,3,0,0.7903,1.3637,True,False,1
1319,1728,8422,3,0,0.7901,0.8169,True,False,1
1320,4437,22037,3,0,0.7889,1.63,True,False,1
1321,2497,12385,4,0,0.7873,0.9598,True,False,1
1322,3954,19596,3,0,0.7872,1.4746,True,False,1
1323,5898,29389,3,0,0.7861,1.725,True,False,1
1324,1579,7652,3,0,0.7858,0.8106,True,False,1
1325,3818,18864,4,0,0.7858,1.9856,True,False,1
1326,4845,24100,3,0,0.7858,0.8307,True,False,1
1327,2288,11397,4,0,0.7857,1.4935,True,False,1
1328,328,1619,3,0,0.7856,0.818,True,False,1
1329,2786,13750,4,0,0.7844,0.8589,True,False,1
1330,4004,19836,4,0,0.7844,0.8304,True,False,1
1331,2754,13560,3,0,0.7841,1.4389,True,False,1
1332,5846,29126,4,0,0.7833,0.8215,True,False,1
1333,2841,13987,3,0,0.782,1.32,True,False,1
1334,5899,29392,3,0,0.7808,1.7529,True,False,1
1335,6216,31010,3,0,0.7789,1.183,True,False,1
1336,329,1620,4,0,0.7785,0.8345,True,False,1
1337,3282,16085,4,0,0.7785,0.8097,True,False,1
1338,6385,31889,4,0,0.7785,1.9249,True,False,1
1339,518,2503,4,0,0.7779,0.8099,True,False,1
1340,647,3128,3,0,0.7777,0.8357,True,False,1
1341,2911,14279,4,0,0.7771,0.9556,True,False,1
1342,1331,6478,3,0,0.7756,0.6989,True,False,1
1343,3487,17119,4,0,0.7754,1.1429,True,False,1
1344,1290,6300,3,0,0.7751,0.6646,True,False,1
1345,335,1669,3,0,0.7727,0.7917,True,False,1
1346,524,2538,4,0,0.7725,0.8107,True,False,1
1347,1334,6494,3,0,0.7724,0.6688,True,False,1
1348,739,3594,4,0,0.7714,0.7997,True,False,1
1349,888,4263,3,0,0.7711,0.8154,True,False,1
1350,2824,13897,3,0,0.7708,0.8657,True,False,1
1351,880,4238,3,0,0.7707,0.8237,True,False,1
1352,2080,10147,3,0,0.77,1.4414,True,False,1
1353,1848,9003,4,0,0.7685,1.4264,True,False,1
1354,6057,30193,3,0,0.7675,0.8038,True,False,1
1355,6412,32081,4,0,0.7675,1.9623,True,False,1
1356,6103,30443,3,0,0.7673,0.8112,True,False,1
1357,6386,31890,4,0,0.7665,2.2726,True,False,1
1358,648,3130,3,0,0.7654,0.8019,True,False,1
1359,5870,29267,3,0,0.7654,0.8034,True,False,1
1360,2228,11070,3,0,0.7653,1.4089,True,False,1
1361,994,4798,3,0,0.7652,0.772,True,False,1
1362,6074,30303,4,0,0.7641,0.786,True,False,1
1363,4241,21091,3,0,0.7633,0.802,True,False,1
1364,1983,9680,3,0,0.7632,0.8445,True,False,1
1365,3486,17119,3,0,0.7629,1.1846,True,False,1
1366,3840,18984,4,0,0.7623,0.7904,True,False,1
1367,2869,14094,3,0,0.7619,0.7997,True,False,1
1368,646,3126,3,0,0.7618,0.7986,True,False,1
1369,2156,10608,3,0,0.7611,0.8083,True,False,1
1370,534,2589,4,0,0.7606,0.7858,True,False,1
1371,1289,6298,3,0,0.7606,0.6118,True,False,1
1372,2251,11147,4,0,0.7606,0.7975,True,False,1
1373,542,2630,3,0,0.7604,0.7627,True,False,1
1374,601,2900,4,0,0.7604,0.8053,True,False,1
1375,5932,29586,4,0,0.7604,1.6461,True,False,1
1376,5645,28164,3,0,0.7602,0.8096,True,False,1
1377,6019,30017,4,0,0.7598,0.7886,True,False,1
1378,918,4398,4,0,0.7595,0.805,True,False,1
1379,3873,19171,3,0,0.7584,2.1911,True,False,1
1380,2816,13875,3,0,0.758,0.8239,True,False,1
1381,5443,27083,3,0,0.7578,0.7934,True,False,1
1382,5933,29599,3,0,0.7577,1.9203,True,False,1
1383,5977,29806,4,0,0.7567,1.453,True,False,1
1384,2155,10601,3,0,0.7564,0.7888,True,False,1
1385,1388,6740,4,0,0.7562,0.786,True,False,1
1386,353,1736,3,0,0.7561,0.791,True,False,1
1387,6105,30449,3,0,0.7561,0.7841,True,False,1
1388,4133,20552,4,0,0.7552,0.8044,True,False,1
1389,511,2483,4,0,0.755,0.7864,True,False,1
1390,4411,21947,4,0,0.755,0.7897,True,False,1
1391,1741,8463,3,0,0.7549,0.9837,True,False,1
1392,515,2497,4,0,0.7548,0.7707,True,False,1
1393,764,3710,4,0,0.7545,0.7727,True,False,1
1394,5976,29806,3,0,0.7543,1.6797,True,False,1
1395,3874,19179,4,0,0.7541,0.8096,True,False,1
1396,942,4502,3,0,0.7538,0.7866,True,False,1
1397,5732,28597,4,0,0.7533,0.8041,True,False,1
1398,4410,21947,3,0,0.7519,0.791,True,False,1
1399,5978,29808,4,0,0.7518,1.4207,True,False,1
1400,6113,30483,4,0,0.7513,1.4068,True,False,1
1401,6364,31766,4,0,0.7513,2.66,True,False,1
1402,6045,30140,4,0,0.7509,0.7821,True,False,1
1403,2636,12969,3,0,0.7507,1.7713,True,False,1
1404,4620,22981,4,0,0.7506,0.7911,True,False,1
1405,6043,30136,4,0,0.7498,0.786,True,False,1
1406,521,2523,4,0,0.749,0.7938,True,False,1
1407,4305,21416,3,0,0.7489,0.7613,True,False,1
1408,5386,26810,3,0,0.7486,0.8077,True,False,1
1409,1358,6600,3,0,0.7485,0.841,True,False,1
1410,5975,29796,3,0,0.7476,1.3625,True,False,1
1411,5974,29794,4,0,0.7475,1.3875,True,False,1
1412,2482,12329,3,0,0.7472,1.0988,True,False,1
1413,3054,14938,4,0,0.7457,0.8923,True,False,1
1414,1146,5535,3,0,0.7452,0.7797,True,False,1
1415,3963,19630,4,0,0.7452,2.1592,True,False,1
1416,5352,26645,4,0,0.7447,0.8065,True,False,1
1417,784,3795,3,0,0.7444,0.7555,True,False,1
1418,992,4779,4,0,0.7444,0.7821,True,False,1
1419,2647,13003,3,0,0.744,0.7953,True,False,1
1420,2747,13503,4,0,0.7439,0.8011,True,False,1
1421,2654,13024,3,0,0.7432,1.8039,True,False,1
1422,1153,5580,3,0,0.7428,0.7789,True,False,1
1423,931,4452,4,0,0.7422,0.8307,True,False,1
1424,1016,4928,3,0,0.7421,0.75,True,False,1
1425,2056,10048,3,0,0.7415,0.8835,True,False,1
1426,2640,12983,3,0,0.7413,0.801,True,False,1
1427,1585,7691,3,0,0.741,0.7682,True,False,1
1428,5482,27298,4,0,0.7401,0.8239,True,False,1
1429,1144,5529,3,0,0.7393,0.7758,True,False,1
1430,330,1628,3,0,0.7385,0.7748,True,False,1
1431,2745,13494,4,0,0.738,0.7891,True,False,1
1432,782,3776,3,0,0.7375,0.7753,True,False,1
1433,4534,22525,4,0,0.7363,1.6841,True,False,1
1434,897,4316,4,0,0.7353,0.7643,True,False,1
1435,1970,9642,3,0,0.7353,1.1974,True,False,1
1436,2415,11982,3,0,0.7353,1.6486,True,False,1
1437,1972,9644,3,0,0.7352,0.7856,True,False,1
1438,249,1238,3,0,0.7339,0.7253,True,False,1
1439,1573,7617,3,0,0.7336,0.6031,True,False,1
1440,1580,7658,3,0,0.7332,0.7708,True,False,1
1441,337,1674,3,0,0.7327,0.7719,True,False,1
1442,650,3133,4,0,0.7324,0.7465,True,False,1
1443,826,4022,4,0,0.7318,0.7762,True,False,1
1444,1139,5483,3,0,0.7313,0.7669,True,False,1
1445,5905,29427,4,0,0.7312,0.8111,True,False,1
1446,4537,22530,4,0,0.7305,1.4479,True,False,1
1447,517,2502,4,0,0.7287,0.7678,True,False,1
1448,5733,28599,3,0,0.7283,0.7702,True,False,1
1449,1568,7601,3,0,0.728,0.8023,True,False,1
1450,870,4204,3,0,0.7275,0.7431,True,False,1
1451,551,2674,4,0,0.7273,0.7644,True,False,1
1452,2895,14197,3,0,0.7271,0.7721,True,False,1
1453,1214,5902,3,0,0.7269,0.7614,True,False,1
1454,4666,23182,3,0,0.7265,1.3369,True,False,1
1455,336,1670,3,0,0.7264,0.7593,True,False,1
1456,4536,22527,4,0,0.7245,1.4372,True,False,1
1457,3221,15761,4,0,0.7235,0.8606,True,False,1
1458,656,3155,3,0,0.7233,0.7638,True,False,1
1459,1798,8736,4,0,0.7225,0.826,True,False,1
1460,5111,25457,3,0,0.722,1.2541,True,False,1
1461,6238,31132,3,0,0.7214,0.9104,True,False,1
1462,1617,7863,4,0,0.7206,0.0597,True,True,1
1463,5824,29024,4,0,0.7204,0.8899,True,False,1
1464,1009,4900,4,0,0.7202,0.781,True,False,1
1465,944,4503,4,0,0.7195,0.793,True,False,1
1466,484,2364,4,0,0.719,0.7425,True,False,1
1467,1345,6536,4,0,0.7189,0.7614,True,False,1
1468,4291,21386,4,0,0.7178,0.9448,True,False,1
1469,458,2190,4,0,0.7176,0.7415,True,False,1
1470,776,3757,3,0,0.7171,0.7539,True,False,1
1471,4455,22121,3,0,0.717,0.7543,True,False,1
1472,250,1239,3,0,0.7161,0.7469,True,False,1
1473,6179,30852,4,0,0.7161,0.9122,True,False,1
1474,2408,11947,3,0,0.7157,0.9559,True,False,1
1475,1356,6581,3,0,0.7154,0.7595,True,False,1
1476,4668,23198,4,0,0.7151,1.6342,True,False,1
1477,4535,22526,4,0,0.7149,1.4211,True,False,1
1478,541,2627,4,0,0.7147,0.7532,True,False,1
1479,1767,8596,3,0,0.7145,0.5661,True,False,1
1480,2996,14635,3,0,0.7141,1.0696,True,False,1
1481,1922,9376,3,0,0.7126,0.8787,True,False,1
1482,5004,24907,3,0,0.7122,1.1907,True,False,1
1483,520,2517,3,0,0.7099,0.7452,True,False,1
1484,4842,24089,4,0,0.7098,0.7285,True,False,1
1485,1098,5302,3,0,0.7097,0.7292,True,False,1
1486,309,1529,4,0,0.709,0.7457,True,False,1
1487,5179,25812,3,0,0.7085,1.2685,True,False,1
1488,823,4010,3,0,0.7079,0.752,True,False,1
1489,4298,21401,4,0,0.7079,0.7417,True,False,1
1490,5868,29253,3,0,0.7074,1.5582,True,False,1
1491,4840,24079,4,0,0.7073,0.7439,True,False,1
1492,1762,8576,3,0,0.7059,0.655,True,False,1
1493,376,1863,3,0,0.7054,0.7462,True,False,1
1494,4998,24889,4,0,0.7053,1.1398,True,False,1
1495,5673,28315,4,0,0.7049,3.8475,True,False,1
1496,6427,32149,4,0,0.7048,2.7026,True,False,1
1497,1834,8934,4,0,0.7045,0.0343,True,True,1
1498,3320,16243,4,0,0.7022,1.1097,True,False,1
1499,5938,29626,3,0,0.7019,9.5834,True,False,1
1500,2171,10737,3,0,0.7014,2.8609,True,False,1
1501,1082,5267,3,0,0.7012,0.765,True,False,1
1502,3510,17244,4,0,0.7012,1.1233,True,False,1
1503,6212,30982,3,0,0.7011,1.4225,True,False,1
1504,4290,21384,4,0,0.7007,0.8854,True,False,1
1505,4791,23784,3,0,0.7,2.151,True,False,1
1506,5962,29750,4,0,0.6998,0.7381,True,False,1
1507,1945,9494,3,0,0.6989,0.6226,True,False,1
1508,1952,9530,3,0,0.6985,0.6423,True,False,1
1509,498,2409,4,0,0.6983,0.7459,True,False,1
1510,494,2390,4,0,0.6981,0.6869,True,False,1
1511,5390,26842,3,0,0.6974,1.1922,True,False,1
1512,2280,11356,4,0,0.6971,1.8649,True,False,1
1513,1590,7720,3,0,0.697,0.8079,True,False,1
1514,3067,15008,3,0,0.697,0.7317,True,False,1
1515,5848,29140,3,0,0.6967,0.7358,True,False,1
1516,5356,26659,4,0,0.6964,1.1705,True,False,1
1517,4903,24400,3,0,0.6963,1.1503,True,False,1
1518,5982,29839,3,0,0.6947,14.4774,True,False,1
1519,6430,32157,4,0,0.6945,2.2395,True,False,1
1520,3576,17580,3,0,0.694,0.7014,True,False,1
1521,5288,26377,3,0,0.694,1.3394,True,False,1
1522,5784,28830,3,0,0.694,1.2751,True,False,1
1523,6433,32165,4,0,0.6937,2.019,True,False,1
1524,6394,31966,4,0,0.6936,1.9243,True,False,1
1525,6395,31975,4,0,0.6934,1.9056,True,False,1
1526,874,4218,4,0,0.6929,0.7286,True,False,1
1527,338,1675,4,0,0.6924,0.7272,True,False,1
1528,1368,6644,3,0,0.6924,0.5271,True,False,1
1529,2581,12748,4,0,0.6923,0.7056,True,False,1
1530,2784,13744,4,0,0.6923,0.7337,True,False,1
1531,3836,18967,4,0,0.6918,0.7377,True,False,1
1532,5810,28942,3,0,0.6916,0.7349,True,False,1
1533,6428,32152,4,0,0.691,2.4512,True,False,1
1534,1781,8656,3,0,0.6909,0.7015,True,False,1
1535,4914,24510,3,0,0.6907,1.1883,True,False,1
1536,4118,20479,4,0,0.6902,1.4256,True,False,1
1537,5151,25647,3,0,0.6901,0.7228,True,False,1
1538,6431,32159,4,0,0.69,2.2881,True,False,1
1539,6436,32175,4,0,0.6892,2.1047,True,False,1
1540,6434,32167,4,0,0.6889,2.1394,True,False,1
1541,5006,24919,3,0,0.6883,1.1627,True,False,1
1542,6040,30121,3,0,0.6883,0.7299,True,False,1
1543,331,1642,4,0,0.6878,0.7198,True,False,1
1544,3579,17591,3,0,0.6871,0.7277,True,False,1
1545,3710,18294,3,0,0.687,0.7196,True,False,1
1546,5000,24897,4,0,0.687,1.2347,True,False,1
1547,5756,28700,4,0,0.6869,0.717,True,False,1
1548,6435,32173,4,0,0.6869,2.4512,True,False,1
1549,5841,29109,4,0,0.6859,0.7148,True,False,1
1550,349,1712,4,0,0.6857,0.7086,True,False,1
1551,5909,29455,4,0,0.6857,1.2123,True,False,1
1552,502,2430,4,0,0.6854,0.7231,True,False,1
1553,3713,18312,4,0,0.6848,0.7221,True,False,1
1554,3591,17649,3,0,0.6847,1.4652,True,False,1
1555,5487,27339,3,0,0.684,0.7315,True,False,1
1556,5005,24916,3,0,0.6831,1.1159,True,False,1
1557,5223,26020,4,0,0.683,2.7631,True,False,1
1558,6037,30111,3,0,0.683,0.7389,True,False,1
1559,6002,29932,3,0,0.6828,0.7225,True,False,1
1560,5990,29872,3,0,0.6827,2.4149,True,False,1
1561,5009,24934,3,0,0.6823,1.1664,True,False,1
1562,5792,28856,3,0,0.6823,1.2501,True,False,1
1563,5219,25992,4,0,0.6822,1.1969,True,False,1
1564,1954,9550,3,0,0.6818,0.6367,True,False,1
1565,4997,24888,4,0,0.6817,1.1325,True,False,1
1566,5910,29465,4,0,0.6817,1.3378,True,False,1
1567,1097,5300,4,0,0.6815,0.7021,True,False,1
1568,4994,24882,3,0,0.6813,1.122,True,False,1
1569,5992,29883,3,0,0.6812,1.598,True,False,1
1570,4674,23234,4,0,0.6808,0.7382,True,False,1
1571,2189,10853,4,0,0.6802,0.7165,True,False,1
1572,4992,24873,3,0,0.68,1.1292,True,False,1
1573,3199,15671,3,0,0.6792,1.5597,True,False,1
1574,2867,14088,3,0,0.6791,0.7092,True,False,1
1575,4941,24649,4,0,0.6791,0.7279,True,False,1
1576,3179,15565,4,0,0.679,0.719,True,False,1
1577,2884,14147,3,0,0.6788,2.1128,True,False,1
1578,449,2137,4,0,0.6786,0.7238,True,False,1
1579,5010,24948,3,0,0.6784,2.17,True,False,1
1580,5514,27490,3,0,0.6779,1.2219,True,False,1
1581,4386,21831,3,0,0.6777,0.7142,True,False,1
1582,5685,28393,4,0,0.6777,0.7332,True,False,1
1583,4299,21402,4,0,0.6775,0.7116,True,False,1
1584,775,3755,3,0,0.6774,0.7098,True,False,1
1585,5218,25984,4,0,0.6773,0.7153,True,False,1
1586,2783,13744,3,0,0.677,0.7544,True,False,1
1587,2653,13021,3,0,0.6768,0.7583,True,False,1
1588,6062,30234,4,0,0.6768,1.5409,True,False,1
1589,5575,27752,4,0,0.6767,0.7116,True,False,1
1590,5781,28817,3,0,0.6767,0.7371,True,False,1
1591,5944,29659,3,0,0.6767,1.3134,True,False,1
1592,354,1742,4,0,0.6764,0.7113,True,False,1
1593,3279,16069,3,0,0.6763,0.6934,True,False,1
1594,1170,5689,3,0,0.676,0.6985,True,False,1
1595,2854,14031,4,0,0.6759,0.7303,True,False,1
1596,2804,13820,3,0,0.6756,4.5369,True,False,1
1597,2580,12747,4,0,0.6755,0.7273,True,False,1
1598,1099,5303,3,0,0.6753,0.7357,True,False,1
1599,2615,12888,3,0,0.6752,1.3873,True,False,1
1600,2249,11143,4,0,0.6751,0.725,True,False,1
1601,5003,24904,3,0,0.6746,1.113,True,False,1
1602,4210,20927,4,0,0.6744,1.389,True,False,1
1603,6061,30227,4,0,0.6744,1.414,True,False,1
1604,6005,29941,3,0,0.6743,0.7274,True,False,1
1605,5958,29728,3,0,0.6741,0.7118,True,False,1
1606,2610,12866,3,0,0.6739,3.4425,True,False,1
1607,5956,29718,3,0,0.6737,0.7161,True,False,1
1608,4292,21387,3,0,0.6732,0.8062,True,False,1
1609,5311,26478,4,0,0.6726,0.7198,True,False,1
1610,600,2890,4,0,0.6723,0.7174,True,False,1
1611,5941,29645,3,0,0.6721,0.7339,True,False,1
1612,5782,28817,4,0,0.6709,0.7099,True,False,1
1613,2864,14079,3,0,0.6708,0.7256,True,False,1
1614,3714,18319,3,0,0.6708,0.712,True,False,1
1615,4417,21965,3,0,0.6708,0.7093,True,False,1
1616,5989,29859,3,0,0.6708,0.7106,True,False,1
1617,2785,13746,4,0,0.6707,0.7152,True,False,1
1618,5960,29730,4,0,0.6706,1.271,True,False,1
1619,348,1712,3,0,0.6705,0.7089,True,False,1
1620,2912,14285,4,0,0.6703,1.363,True,False,1
1621,311,1531,4,0,0.6693,0.7095,True,False,1
1622,479,2321,3,0,0.6692,0.6997,True,False,1
1623,5428,27028,3,0,0.6684,4.3334,True,False,1
1624,886,4259,3,0,0.6681,0.7218,True,False,1
1625,3425,16773,4,0,0.6679,1.8613,True,False,1
1626,2746,13501,4,0,0.6677,0.8401,True,False,1
1627,1723,8395,4,0,0.6675,0.7635,True,False,1
1628,2475,12311,4,0,0.6671,0.6978,True,False,1
1629,4310,21434,3,0,0.6671,0.6883,True,False,1
1630,4835,24034,3,0,0.667,2.2,True,False,1
1631,878,4233,4,0,0.6668,0.7149,True,False,1
1632,655,3154,4,0,0.6667,0.7012,True,False,1
1633,1608,7820,4,0,0.6665,0.7086,True,False,1
1634,2717,13336,4,0,0.6664,0.6967,True,False,1
1635,744,3616,3,0,0.6663,0.6921,True,False,1
1636,5705,28509,4,0,0.666,0.7051,True,False,1
1637,3912,19391,4,0,0.6659,1.46,True,False,1
1638,747,3622,3,0,0.6658,0.6999,True,False,1
1639,3680,18128,4,0,0.6652,0.9407,True,False,1
1640,2275,11326,3,0,0.6647,0.72,True,False,1
1641,2646,13001,4,0,0.6647,0.7025,True,False,1
1642,1812,8816,4,0,0.6645,0.7163,True,False,1
1643,6177,30849,4,0,0.6643,0.7495,True,False,1
1644,5408,26939,3,0,0.6642,1.3444,True,False,1
1645,310,1531,3,0,0.6641,0.7044,True,False,1
1646,447,2121,3,0,0.6638,0.7025,True,False,1
1647,5704,28503,4,0,0.6634,0.7558,True,False,1
1648,3659,17989,4,0,0.6633,0.7099,True,False,1
1649,3442,16876,4,0,0.6624,0.7047,True,False,1
1650,2823,13895,4,0,0.6623,0.7027,True,False,1
1651,2332,11598,4,0,0.6622,0.7024,True,False,1
1652,1034,5055,3,0,0.6613,0.5719,True,False,1
1653,4353,21672,4,0,0.6613,1.7499,True,False,1
1654,966,4654,3,0,0.6607,0.6914,True,False,1
1655,2188,10852,4,0,0.6604,0.6989,True,False,1
1656,3065,14997,4,0,0.6603,0.7215,True,False,1
1657,3981,19712,3,0,0.6597,0.6998,True,False,1
1658,2477,12313,3,0,0.6578,0.7033,True,False,1
1659,3093,15121,3,0,0.6578,0.7043,True,False,1
1660,800,3921,4,0,0.6576,0.688,True,False,1
1661,5035,25060,3,0,0.6573,1.6191,True,False,1
1662,3973,19669,3,0,0.6568,2.2379,True,False,1
1663,2995,14629,3,0,0.6567,0.9737,True,False,1
1664,1744,8473,3,0,0.6557,0.7305,True,False,1
1665,3978,19688,4,0,0.6556,0.7027,True,False,1
1666,4057,20138,4,0,0.655,0.6873,True,False,1
1667,3278,16068,4,0,0.6532,0.6914,True,False,1
1668,2917,14296,3,0,0.6529,1.3194,True,False,1
1669,4214,20942,3,0,0.6524,1.7335,True,False,1
1670,312,1532,3,0,0.6519,0.7069,True,False,1
1671,969,4659,3,0,0.6516,0.7011,True,False,1
1672,6422,32116,3,0,0.6506,1.7419,True,False,1
1673,3118,15224,4,0,0.6505,0.9477,True,False,1
1674,5739,28618,4,0,0.6504,0.9553,True,False,1
1675,377,1866,4,0,0.6503,0.6834,True,False,1
1676,3715,18325,3,0,0.6503,1.3253,True,False,1
1677,2478,12313,4,0,0.6489,0.6873,True,False,1
1678,4304,21413,4,0,0.6488,0.7019,True,False,1
1679,2507,12429,3,0,0.6477,1.9428,True,False,1
1680,3102,15170,4,0,0.647,0.9576,True,False,1
1681,5591,27881,4,0,0.6468,0.6862,True,False,1
1682,486,2375,4,0,0.6464,0.6877,True,False,1
1683,493,2389,4,0,0.6463,0.6925,True,False,1
1684,4539,22539,3,0,0.6458,0.8143,True,False,1
1685,599,2886,4,0,0.6453,0.6781,True,False,1
1686,2916,14292,3,0,0.6451,1.3153,True,False,1
1687,3406,16672,4,0,0.645,0.6819,True,False,1
1688,958,4605,3,0,0.6447,0.6877,True,False,1
1689,6004,29936,3,0,0.6431,1.4037,True,False,1
1690,342,1684,4,0,0.6429,0.6846,True,False,1
1691,2357,11699,4,0,0.6417,3.1048,True,False,1
1692,2976,14521,3,0,0.6415,0.9437,True,False,1
1693,2768,13641,3,0,0.641,1.3175,True,False,1
1694,3910,19377,3,0,0.6406,0.6773,True,False,1
1695,2417,12000,3,0,0.6401,1.4542,True,False,1
1696,2771,13649,3,0,0.6401,1.3828,True,False,1
1697,5995,29906,3,0,0.64,1.5114,True,False,1
1698,5808,28922,3,0,0.6394,1.3579,True,False,1
1699,5862,29223,4,0,0.6392,0.7046,True,False,1
1700,2914,14288,3,0,0.6385,1.4207,True,False,1
1701,2787,13751,4,0,0.6384,0.6793,True,False,1
1702,5953,29703,3,0,0.6381,1.1887,True,False,1
1703,5633,28067,4,0,0.6378,0.6758,True,False,1
1704,1222,5932,3,0,0.6377,0.6437,True,False,1
1705,5305,26445,4,0,0.6373,1.2252,True,False,1
1706,5729,28587,3,0,0.6373,1.1694,True,False,1
1707,3662,18009,3,0,0.6371,1.3053,True,False,1
1708,5643,28155,4,0,0.637,1.229,True,False,1
1709,5758,28712,3,0,0.6365,1.3218,True,False,1
1710,3718,18332,4,0,0.6361,0.6793,True,False,1
1711,788,3829,3,0,0.6356,0.6679,True,False,1
1712,774,3753,3,0,0.6352,0.6717,True,False,1
1713,960,4609,3,0,0.635,0.6794,True,False,1
1714,2582,12764,3,0,0.6346,1.4984,True,False,1
1715,741,3612,4,0,0.6343,0.6679,True,False,1
1716,5679,28364,3,0,0.6336,1.2092,True,False,1
1717,2274,11320,4,0,0.6334,0.6684,True,False,1
1718,4223,20993,4,0,0.6331,0.6691,True,False,1
1719,963,4624,3,0,0.6329,0.6712,True,False,1
1720,4810,23888,4,0,0.6329,0.6603,True,False,1
1721,5589,27863,4,0,0.6316,1.2528,True,False,1
1722,912,4383,3,0,0.6315,0.5682,True,False,1
1723,1336,6501,4,0,0.631,0.6767,True,False,1
1724,2529,12529,3,0,0.6306,1.5652,True,False,1
1725,2955,14427,3,0,0.6295,1.2172,True,False,1
1726,5145,25613,3,0,0.6293,1.6191,True,False,1
1727,5405,26933,3,0,0.6286,0.9916,True,False,1
1728,4056,20129,4,0,0.6278,0.6722,True,False,1
1729,5404,26928,3,0,0.6267,1.7681,True,False,1
1730,598,2879,3,0,0.6265,0.6751,True,False,1
1731,914,4391,3,0,0.6264,0.5909,True,False,1
1732,346,1704,4,0,0.6259,0.6514,True,False,1
1733,3172,15503,3,0,0.6249,0.8915,True,False,1
1734,3983,19740,3,0,0.6244,1.5572,True,False,1
1735,503,2432,3,0,0.6241,0.6586,True,False,1
1736,4978,24825,3,0,0.6236,0.6725,True,False,1
1737,657,3158,4,0,0.6234,0.6407,True,False,1
1738,5617,27987,4,0,0.6233,1.2544,True,False,1
1739,343,1694,3,0,0.6231,0.639,True,False,1
1740,500,2411,3,0,0.6222,0.6444,True,False,1
1741,2683,13202,3,0,0.6219,1.2993,True,False,1
1742,5266,26239,4,0,0.6218,2.2593,True,False,1
1743,796,3884,4,0,0.6213,0.6376,True,False,1
1744,3068,15011,3,0,0.6207,1.3528,True,False,1
1745,4836,24037,3,0,0.6206,1.3486,True,False,1
1746,5144,25611,4,0,0.6205,1.7516,True,False,1
1747,2913,14287,3,0,0.6203,1.3107,True,False,1
1748,2958,14448,3,0,0.6203,1.3818,True,False,1
1749,505,2440,4,0,0.6196,0.6664,True,False,1
1750,5420,26995,3,0,0.6196,0.648,True,False,1
1751,3007,14693,4,0,0.6195,1.0048,True,False,1
1752,3106,15176,4,0,0.6193,0.9229,True,False,1
1753,3117,15224,3,0,0.6191,0.9413,True,False,1
1754,2962,14472,3,0,0.6182,0.6522,True,False,1
1755,2421,12015,3,0,0.6181,1.7808,True,False,1
1756,4221,20977,3,0,0.6181,1.2801,True,False,1
1757,5742,28625,4,0,0.6174,1.9799,True,False,1
1758,5740,28624,4,0,0.6172,0.6585,True,False,1
1759,5783,28821,4,0,0.6166,0.6543,True,False,1
1760,6176,30847,4,0,0.6165,0.69,True,False,1
1761,2503,12404,3,0,0.6158,1.3621,True,False,1
