fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_precheck_solve_time_s,ai_precheck_sim_time_s,ai_hint_solve_time_s,ai_podem_search_time_s,ai_result_code,search_backtracks_diagnostic,classic_ok,classic_result_code,classic_backtracks,classic_recursive_calls,ai_less_backtracks,ai_error,time_s,classic_time_s
406,4548,3,True,1,True,1,8,0.0112,0.0645,0.0,0.2546,1,0,True,1,2,35,,,1.0666,0.7284
407,4548,4,True,1,True,1,8,0.0203,0.0663,0.0,0.1605,1,0,True,1,0,9,,,0.4363,0.1814
408,4549,3,True,1,True,1,8,0.0195,0.0654,0.0,0.1914,1,0,True,1,0,9,,,0.4691,0.1851
409,4549,4,True,1,True,1,7,0.0111,0.0653,0.0,0.2219,1,0,True,1,0,8,,,0.4631,0.1573
410,4550,3,True,1,True,1,5,0.0251,0.0646,0.0,0.1589,1,0,True,1,0,6,,,0.3823,0.126
411,4550,4,True,1,True,1,6,0.0193,0.066,0.0,0.1566,1,0,True,1,0,7,,,0.3864,0.1368
412,4554,3,True,1,True,1,20,0.0104,0.0656,0.0,0.5943,1,0,True,1,0,21,,,1.092,0.414
413,4554,4,True,1,True,1,22,0.0098,0.0643,0.0,0.5913,1,0,True,1,0,21,,,1.0894,0.4162
414,4560,3,False,1,False,1,12,0.0103,0.0647,0.0,0.3483,0,0,True,1,0,30,,strict no-fallback: direct AI assignment did not detect fault,1.0286,0.5976
415,4560,4,False,1,False,1,13,0.01,0.0673,0.0,0.3524,0,0,True,1,0,30,,strict no-fallback: direct AI assignment did not detect fault,1.0386,0.6011
416,4562,3,True,1,True,1,20,0.0098,0.0659,0.0,0.601,1,0,True,1,0,21,,,1.1075,0.4229
417,4562,4,True,1,True,1,21,0.0104,0.066,0.0,0.6034,1,0,True,1,0,21,,,1.1062,0.4185
418,4563,3,True,1,True,1,8,0.0118,0.0644,0.0,0.252,1,0,True,1,0,9,,,0.5099,0.1739
419,4563,4,True,1,True,1,8,0.0206,0.0656,0.0,0.191,1,0,True,1,0,9,,,0.4606,0.1758
420,4571,3,True,1,True,1,11,0.036,0.0646,0.0,0.2953,1,0,True,1,0,12,,,0.6411,0.2373
421,4571,4,True,1,True,1,11,0.0228,0.0654,0.0,0.3223,1,0,True,1,0,12,,,0.6534,0.2351
422,4572,3,True,1,True,1,11,0.0243,0.0663,0.0,0.2969,1,0,True,1,0,12,,,0.637,0.2417
423,4572,4,True,1,True,1,11,0.0225,0.0659,0.0,0.2949,1,0,True,1,0,12,,,0.6283,0.2369
424,4583,3,True,1,True,1,11,0.0231,0.0659,0.0,0.2671,1,0,True,1,0,12,,,0.601,0.237
425,4583,4,True,1,True,1,11,0.0212,0.0645,0.0,0.2909,1,0,True,1,0,12,,,0.6253,0.2411
426,4588,3,True,1,True,1,22,0.0345,0.0652,0.0,0.6068,1,0,True,1,0,28,,,1.2942,0.58
427,4588,4,True,1,True,1,30,0.0189,0.0663,0.0,0.9769,1,0,True,1,0,31,,,1.6977,0.6276
428,4594,3,False,1,False,1,40,0.085,0.066,0.0,1.1881,0,0,False,2,323,702,,strict no-fallback: direct AI assignment did not detect fault,21.3617,20.0148
429,4594,4,False,1,False,1,49,0.0482,0.066,0.0,1.5377,0,0,True,1,0,20,,strict no-fallback: direct AI assignment did not detect fault,2.0594,0.3995
430,4595,3,False,1,False,1,40,0.0542,0.065,0.0,1.2268,0,0,False,2,323,702,,strict no-fallback: direct AI assignment did not detect fault,21.364,20.0101
431,4595,4,False,1,False,1,48,0.045,0.0665,0.0,1.476,0,0,False,2,324,699,,strict no-fallback: direct AI assignment did not detect fault,21.6158,20.0205
432,4597,3,True,1,True,1,21,0.0234,0.0653,0.0,0.5731,1,0,True,1,0,27,,,1.2061,0.5364
433,4597,4,True,1,True,1,31,0.0184,0.0655,0.0,0.9909,1,0,True,1,0,33,,,1.7389,0.656
434,4598,3,False,1,False,1,45,0.0429,0.0651,0.0,1.388,0,0,False,2,328,704,,strict no-fallback: direct AI assignment did not detect fault,21.5461,20.0421
435,4598,4,False,1,False,1,67,0.0312,0.0656,0.0,2.1259,0,0,False,2,320,715,,strict no-fallback: direct AI assignment did not detect fault,22.2344,20.0041
436,4599,3,False,1,False,1,45,0.0362,0.0646,0.0,1.3847,0,0,False,2,325,697,,strict no-fallback: direct AI assignment did not detect fault,21.4976,20.0044
437,4599,4,False,1,False,1,79,0.0378,0.0656,0.0,2.5332,0,0,False,2,317,713,,strict no-fallback: direct AI assignment did not detect fault,22.6555,20.0108
438,4600,3,True,1,True,1,27,0.0224,0.0668,0.0,0.8322,1,0,True,1,0,28,,,1.4846,0.5551
439,4600,4,True,1,True,1,27,0.0223,0.0644,0.0,0.8254,1,0,True,1,0,28,,,1.4741,0.554
440,4602,3,True,1,True,1,19,0.0176,0.065,0.0,0.5288,1,0,True,1,0,20,,,1.0263,0.4072
441,4602,4,True,1,True,1,19,0.0175,0.0651,0.0,0.5325,1,0,True,1,0,23,,,1.1065,0.4833
442,4628,3,True,1,True,1,13,0.1724,0.0356,0.0,0.2841,1,0,True,1,0,14,,,0.7832,0.2833
443,4628,4,True,1,True,1,13,0.1467,0.066,0.0,0.2897,1,0,True,1,0,19,,,0.8975,0.3871
444,4631,3,True,1,True,1,22,0.0364,0.0668,0.0,0.6094,1,0,True,1,0,28,,,1.2785,0.5582
445,4631,4,True,1,True,1,30,0.0183,0.0653,0.0,0.9525,1,0,True,1,0,31,,,1.6839,0.64
446,4637,3,True,1,True,1,22,0.0267,0.0666,0.0,0.6726,1,0,True,1,0,23,,,1.2389,0.4652
447,4637,4,True,1,True,1,22,0.0234,0.066,0.0,0.6776,1,0,True,1,1,41,,,1.6202,0.8454
448,4638,3,False,1,False,1,15,0.0127,0.0651,0.0,0.4479,0,0,True,1,1,41,,strict no-fallback: direct AI assignment did not detect fault,1.3821,0.8486
449,4638,4,True,1,True,1,21,0.0235,0.0659,0.0,0.6185,1,0,True,1,0,40,,,1.511,0.7953
450,4639,3,True,1,True,1,22,0.0246,0.0645,0.0,0.6587,1,0,True,1,0,23,,,1.2094,0.4536
451,4639,4,False,1,False,1,35,0.0492,0.0656,0.0,1.0701,0,0,True,1,323,674,,strict no-fallback: direct AI assignment did not detect fault,20.7295,19.5364
452,4640,3,False,1,False,1,26,0.0347,0.0657,0.0,0.785,0,0,True,1,323,674,,strict no-fallback: direct AI assignment did not detect fault,20.2698,19.3767
453,4640,4,True,1,True,1,22,0.0227,0.0649,0.0,0.6266,1,0,True,1,0,25,,,1.2204,0.4983
454,4647,3,False,1,False,1,37,0.0831,0.0662,0.0,1.1285,0,0,False,2,326,695,,strict no-fallback: direct AI assignment did not detect fault,21.3035,20.018
455,4647,4,False,1,False,1,71,0.0492,0.0642,0.0,2.2221,0,0,False,2,321,712,,strict no-fallback: direct AI assignment did not detect fault,22.3597,20.0161
456,4648,3,True,1,True,1,20,0.0339,0.0649,0.0,0.5939,1,0,True,1,0,21,,,1.1106,0.4103
