fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_precheck_solve_time_s,ai_precheck_sim_time_s,ai_hint_solve_time_s,ai_podem_search_time_s,ai_result_code,search_backtracks_diagnostic,classic_ok,classic_result_code,classic_backtracks,classic_recursive_calls,ai_less_backtracks,ai_error,time_s,classic_time_s,source_csv
0,3853,4,True,1,True,1,5,0.284,0.0667,0.0,0.1004,1,0,,,,,,,0.4583,,per_fault.csv
1,3874,3,True,1,False,1,18,0.0107,0.0681,0.0001,1.9642,1,12,,,,,,,2.0508,,per_fault.csv
2,3874,4,True,1,False,1,18,0.0105,0.0677,0.0001,1.9283,1,12,,,,,,,2.0141,,per_fault.csv
3,3878,3,True,1,True,1,7,0.0117,0.0668,0.0,0.2012,1,0,,,,,,,0.2855,,per_fault.csv
4,3895,3,True,1,False,1,11,0.012,0.0657,0.0001,1.0065,1,0,,,,,,,1.0919,,per_fault.csv
5,3913,3,False,1,False,1,48,0.0195,0.0656,0.0001,6.4923,2,66,,,,,,,6.585,,per_fault.csv
6,3915,3,True,1,True,1,27,0.012,0.0656,0.0,0.8363,1,0,,,,,,,0.9196,,per_fault.csv
7,3933,3,True,1,True,1,14,0.0403,0.0655,0.0,0.4165,1,0,,,,,,,0.5281,,per_fault.csv
8,3935,3,True,1,True,1,21,0.013,0.0662,0.0,0.6524,1,0,,,,,,,0.7376,,per_fault.csv
9,3939,3,False,1,False,1,12,0.0123,0.0643,0.0001,5.3623,2,74,,,,,,,5.4465,,per_fault.csv
10,3964,3,True,1,False,1,12,0.0128,0.0655,0.0001,1.1946,1,5,,,,,,,1.2807,,per_fault.csv
11,3974,3,True,1,True,1,24,0.0236,0.0641,0.0,0.7165,1,0,,,,,,,0.8098,,per_fault.csv
12,3976,4,True,1,False,1,21,0.0458,0.034,0.0009,1.0658,1,1,,,,,,,1.155,,per_fault.csv
13,3979,3,True,1,True,1,13,0.0261,0.0656,0.0,0.3214,1,0,,,,,,,0.4196,,per_fault.csv
14,3980,4,True,1,True,1,13,0.0659,0.0652,0.0,0.2895,1,0,,,,,,,0.4271,,per_fault.csv
15,3982,3,True,1,True,1,14,0.026,0.0665,0.0,0.4309,1,0,,,,,,,0.5291,,per_fault.csv
16,3990,3,True,1,False,1,18,0.0127,0.0675,0.0001,2.0458,1,7,,,,,,,2.1338,,per_fault.csv
17,3993,4,True,1,False,1,15,0.0123,0.0639,0.0001,4.4142,1,62,,,,,,,4.4982,,per_fault.csv
18,3997,4,True,1,True,1,20,0.0944,0.063,0.0,0.498,1,0,,,,,,,0.6614,,per_fault.csv
19,3998,4,True,1,True,1,13,0.0938,0.0637,0.0,0.2828,1,0,,,,,,,0.4461,,per_fault.csv
20,4007,3,True,1,True,1,20,0.0131,0.0636,0.0,0.6253,1,0,,,,,,,0.7077,,per_fault.csv
21,4014,4,True,1,True,1,7,0.0058,0.0635,0.0,0.2209,1,0,,,,,,,0.2959,,per_fault.csv
22,4027,4,True,1,True,1,6,0.0122,0.063,0.0,0.1252,1,0,,,,,,,0.2061,,per_fault.csv
23,4028,3,True,1,True,1,4,0.0059,0.0353,0.0,0.0,1,0,,,,,,,0.0431,,per_fault.csv
24,4036,4,False,1,False,1,35,0.013,0.0639,0.0125,6.0603,2,74,,,,,,,6.1574,,per_fault.csv
25,4041,4,True,1,True,1,6,0.0123,0.0636,0.0,0.1572,1,0,,,,,,,0.239,,per_fault.csv
26,4056,4,True,1,True,1,22,0.0228,0.0645,0.0,0.7013,1,0,,,,,,,0.7946,,per_fault.csv
27,4064,4,True,1,True,1,21,0.011,0.0645,0.0,0.6305,1,0,,,,,,,0.7119,,per_fault.csv
28,4079,3,True,1,False,1,10,0.0115,0.0632,0.0001,0.9423,1,3,,,,,,,1.0248,,per_fault.csv
29,4079,4,True,1,False,1,10,0.012,0.065,0.0001,0.9441,1,3,,,,,,,1.0289,,per_fault.csv
30,4082,4,True,1,True,1,21,0.0113,0.0637,0.0,0.6274,1,0,,,,,,,0.7081,,per_fault.csv
31,4085,4,True,1,True,1,21,0.0111,0.0637,0.0,0.6263,1,0,,,,,,,0.7069,,per_fault.csv
32,4116,4,True,1,True,1,21,0.0123,0.0641,0.0,0.6304,1,0,,,,,,,0.7125,,per_fault.csv
33,4119,3,True,1,True,1,21,0.0129,0.0643,0.0,0.6223,1,0,,,,,,,0.7053,,per_fault.csv
34,4119,4,True,1,True,1,21,0.0129,0.0632,0.0,0.6094,1,0,,,,,,,0.6911,,per_fault.csv
35,4137,3,True,1,True,1,21,0.0128,0.0634,0.0,0.622,1,0,,,,,,,0.704,,per_fault.csv
36,4146,3,True,1,True,1,21,0.0127,0.0632,0.0,0.6248,1,0,,,,,,,0.7063,,per_fault.csv
37,4150,4,True,1,False,1,9,0.0124,0.0631,0.0001,0.8202,1,2,,,,,,,0.9033,,per_fault.csv
38,4168,3,True,1,True,1,21,0.013,0.0625,0.0,0.6228,1,0,,,,,,,0.7041,,per_fault.csv
39,4188,4,True,1,True,1,22,0.0178,0.0641,0.0,0.6096,1,0,,,,,,,0.6973,,per_fault.csv
40,4197,3,True,1,True,1,47,0.012,0.0634,0.0,1.424,1,0,,,,,,,1.5052,,per_fault.csv
41,4203,4,True,1,False,1,3,0.0121,0.0629,0.0001,0.238,1,0,,,,,,,0.3207,,per_fault.csv
42,4220,3,True,1,True,1,77,0.0121,0.0634,0.0,2.366,1,0,,,,,,,2.4474,,per_fault.csv
43,4224,4,True,1,True,1,78,0.0112,0.0643,0.0,2.3929,1,0,,,,,,,2.4743,,per_fault.csv
44,4226,3,True,1,True,1,40,0.0123,0.0639,0.0,1.2172,1,0,,,,,,,1.2994,,per_fault.csv
45,4226,4,True,1,True,1,40,0.0123,0.0653,0.0,1.2135,1,0,,,,,,,1.297,,per_fault.csv
46,4228,4,True,1,True,1,48,0.0116,0.0633,0.0,1.4467,1,0,,,,,,,1.5274,,per_fault.csv
47,4240,4,True,1,True,1,18,0.0119,0.063,0.0,0.4934,1,0,,,,,,,0.5741,,per_fault.csv
48,4242,4,True,1,True,1,48,0.0119,0.0629,0.0,1.4671,1,0,,,,,,,1.5478,,per_fault.csv
49,4252,3,True,1,True,1,17,0.0119,0.0634,0.0,0.4898,1,0,,,,,,,0.5709,,per_fault.csv
50,4255,4,True,1,True,1,79,0.0115,0.0638,0.0,2.3935,1,0,,,,,,,2.4747,,per_fault.csv
51,4257,3,True,1,True,1,40,0.0116,0.0642,0.0,1.2215,1,0,,,,,,,1.3032,,per_fault.csv
52,4257,4,True,1,True,1,41,0.0123,0.0628,0.0,1.2149,1,0,,,,,,,1.2961,,per_fault.csv
53,4261,3,True,1,True,1,25,0.0123,0.0626,0.0,0.7283,1,0,,,,,,,0.8089,,per_fault.csv
54,4267,3,True,1,True,1,17,0.0118,0.0622,0.0,0.4853,1,0,,,,,,,0.5652,,per_fault.csv
55,4277,3,True,1,True,1,7,0.0121,0.0653,0.0,0.1944,1,0,,,,,,,0.2777,,per_fault.csv
56,4280,3,True,1,True,1,6,0.0112,0.0648,0.0,0.1589,1,0,,,,,,,0.2408,,per_fault.csv
57,4280,4,True,1,True,1,6,0.012,0.0627,0.0,0.1569,1,0,,,,,,,0.2373,,per_fault.csv
58,4284,3,True,1,True,1,7,0.0116,0.0634,0.0,0.1895,1,0,,,,,,,0.2703,,per_fault.csv
59,4286,3,True,1,True,1,6,0.0111,0.0631,0.0,0.1564,1,0,,,,,,,0.2364,,per_fault.csv
60,4298,3,True,1,False,1,17,0.0109,0.0629,0.0001,1.3487,1,6,,,,,,,1.43,,per_fault.csv
61,4301,4,True,1,False,1,18,0.0159,0.0645,0.0001,1.2994,1,4,,,,,,,1.3876,,per_fault.csv
62,4311,4,True,1,False,1,16,0.0106,0.0632,0.0001,0.9845,1,2,,,,,,,1.066,,per_fault.csv
63,4315,3,True,1,False,1,19,0.0109,0.0638,0.0001,1.2926,1,4,,,,,,,1.3751,,per_fault.csv
64,4315,4,True,1,False,1,17,0.0109,0.0645,0.0001,1.2815,1,4,,,,,,,1.3648,,per_fault.csv
65,4322,3,True,1,False,1,17,0.0111,0.0647,0.0001,1.2805,1,4,,,,,,,1.3639,,per_fault.csv
66,4324,3,True,1,False,1,16,0.011,0.0633,0.0001,1.2895,1,4,,,,,,,1.3715,,per_fault.csv
67,4344,4,True,1,True,1,22,0.0122,0.063,0.0,0.6528,1,0,,,,,,,0.7337,,per_fault.csv
68,4358,4,True,1,True,1,6,0.0058,0.0634,0.0,0.1874,1,0,,,,,,,0.2623,,per_fault.csv
69,4370,3,True,1,True,1,20,0.0067,0.0625,0.0,0.6225,1,0,,,,,,,0.6974,,per_fault.csv
70,4374,4,True,1,True,1,8,0.0067,0.0642,0.0,0.2221,1,0,,,,,,,0.2988,,per_fault.csv
71,4376,4,True,1,True,1,20,0.0067,0.0622,0.0,0.4944,1,0,,,,,,,0.5691,,per_fault.csv
72,4379,3,True,1,True,1,17,0.0064,0.0637,0.0,0.5035,1,0,,,,,,,0.5796,,per_fault.csv
73,4381,4,True,1,True,1,13,0.0066,0.0633,0.0,0.2808,1,0,,,,,,,0.3566,,per_fault.csv
74,4382,4,True,1,True,1,19,0.0064,0.063,0.0,0.4703,1,0,,,,,,,0.5457,,per_fault.csv
75,4387,3,True,1,True,1,17,0.0067,0.063,0.0,0.5041,1,0,,,,,,,0.5796,,per_fault.csv
76,4389,4,True,1,True,1,13,0.0065,0.0625,0.0,0.2801,1,0,,,,,,,0.3551,,per_fault.csv
77,4390,3,True,1,True,1,25,0.0065,0.0635,0.0,0.7633,1,0,,,,,,,0.8392,,per_fault.csv
78,4400,3,False,1,False,1,163,0.0134,0.064,0.0001,10.0414,2,31,,,,,,,10.1267,,per_fault.csv
79,4440,3,False,1,False,1,12,0.0134,0.0635,0.0001,5.369,2,77,,,,,,,5.4536,,per_fault.csv
80,4440,4,False,1,False,1,12,0.0135,0.064,0.0001,5.3581,2,77,,,,,,,5.4432,,per_fault.csv
81,4442,4,True,1,False,1,11,0.0132,0.0637,0.0001,0.742,1,0,,,,,,,0.8267,,per_fault.csv
82,4445,3,True,1,True,1,12,0.0134,0.064,0.0,0.3377,1,0,,,,,,,0.4211,,per_fault.csv
83,4445,4,True,1,True,1,12,0.013,0.0638,0.0,0.3374,1,0,,,,,,,0.42,,per_fault.csv
84,4454,4,True,1,True,1,23,0.0128,0.0655,0.0,0.6995,1,0,,,,,,,0.7836,,per_fault.csv
85,4458,3,True,1,True,1,23,0.0114,0.0631,0.0,0.6928,1,0,,,,,,,0.7731,,per_fault.csv
86,4476,3,True,1,True,1,8,0.0116,0.0651,0.0,0.2237,1,0,,,,,,,0.3063,,per_fault.csv
87,4496,3,True,1,True,1,23,0.014,0.0645,0.0,0.7239,1,0,,,,,,,0.8083,,per_fault.csv
88,4496,4,True,1,True,1,25,0.029,0.0703,0.0,0.7463,1,0,,,,,,,0.8516,,per_fault.csv
89,4503,4,True,1,True,1,33,0.0061,0.0639,0.0,1.0516,1,0,,,,,,,1.1275,,per_fault.csv
90,4540,3,True,1,True,1,4,0.025,0.0642,0.0,0.0,1,0,,,,,,,0.0932,,per_fault.csv
91,4548,4,True,1,True,1,8,0.0245,0.063,0.0,0.1515,1,0,,,,,,,0.2448,,per_fault.csv
92,4549,4,True,1,True,1,7,0.0127,0.0631,0.0,0.2207,1,0,,,,,,,0.3024,,per_fault.csv
93,4571,4,True,1,True,1,11,0.025,0.0641,0.0,0.3276,1,0,,,,,,,0.4226,,per_fault.csv
94,4572,4,True,1,True,1,11,0.0268,0.0626,0.0,0.2946,1,0,,,,,,,0.3898,,per_fault.csv
95,4595,3,False,1,False,1,40,0.0392,0.0629,0.0001,6.2058,2,74,,,,,,,6.3159,,per_fault.csv
96,4595,4,False,1,False,1,48,0.0395,0.0616,0.0135,6.4753,2,72,,,,,,,6.5981,,per_fault.csv
97,4598,4,False,1,False,1,67,0.0137,0.0639,0.0001,7.1119,2,66,,,,,,,7.1974,,per_fault.csv
98,4637,4,True,1,True,1,22,0.0271,0.0662,0.0,0.7092,1,0,,,,,,,0.8085,,per_fault.csv
99,4638,3,True,1,False,1,15,0.0145,0.0635,0.0001,1.2618,1,1,,,,,,,1.3477,,per_fault.csv
100,4648,4,True,1,True,1,21,0.044,0.0674,0.0,0.6372,1,0,,,,,,,0.7544,,per_fault.csv
101,4651,4,True,1,True,1,21,0.0266,0.0651,0.0,0.6308,1,0,,,,,,,0.7285,,per_fault.csv
102,4671,4,False,1,False,1,68,0.0533,0.0636,0.0001,7.0934,2,62,,,,,,,7.218,,per_fault.csv
103,4672,3,True,1,True,1,22,0.0337,0.0638,0.0,0.5973,1,0,,,,,,,0.7006,,per_fault.csv
104,4677,3,True,1,False,1,15,0.0261,0.0636,0.0001,3.4259,1,33,,,,,,,3.5232,,per_fault.csv
105,4678,3,True,1,True,1,22,0.0259,0.0631,0.0,0.6572,1,0,,,,,,,0.752,,per_fault.csv
106,4678,4,False,1,False,1,61,0.0274,0.0645,0.0001,6.8735,2,65,,,,,,,6.9731,,per_fault.csv
107,4679,4,True,1,False,1,15,0.0244,0.0635,0.0131,2.2823,1,15,,,,,,,2.3909,,per_fault.csv
108,4680,4,True,1,False,1,19,0.0238,0.0638,0.0001,2.3628,1,12,,,,,,,2.4581,,per_fault.csv
109,4727,3,True,1,True,1,22,0.0378,0.0652,0.0,0.6271,1,0,,,,,,,0.7359,,per_fault.csv
110,4737,3,True,1,True,1,4,0.0126,0.0638,0.0,0.0971,1,0,,,,,,,0.1793,,per_fault.csv
111,4759,4,False,1,False,1,30,0.0133,0.0642,0.0001,5.9417,2,78,,,,,,,6.0271,,per_fault.csv
112,4780,4,False,1,False,1,76,0.0211,0.0636,0.0001,7.4144,2,59,,,,,,,7.5067,,per_fault.csv
113,4784,3,True,1,True,1,20,0.0267,0.0635,0.0,0.5925,1,0,,,,,,,0.6885,,per_fault.csv
114,4787,4,True,1,True,1,20,0.0125,0.0627,0.0,0.5578,1,0,,,,,,,0.6388,,per_fault.csv
115,4790,3,True,1,False,1,12,0.012,0.0636,0.0001,0.7459,1,0,,,,,,,0.8291,,per_fault.csv
116,4809,4,True,1,False,1,10,0.0252,0.0643,0.0001,0.9406,1,3,,,,,,,1.038,,per_fault.csv
117,4810,3,False,1,False,1,10,0.025,0.0638,0.0001,5.3049,2,71,,,,,,,5.4015,,per_fault.csv
118,4811,4,True,1,True,1,21,0.0252,0.0643,0.0,0.6294,1,0,,,,,,,0.7247,,per_fault.csv
119,4816,4,True,1,True,1,21,0.0268,0.0648,0.0,0.6248,1,0,,,,,,,0.7223,,per_fault.csv
120,4819,4,True,1,False,1,8,0.0261,0.0631,0.0001,0.7361,1,1,,,,,,,0.833,,per_fault.csv
121,4821,4,True,1,False,1,8,0.0255,0.0644,0.0071,0.7582,1,1,,,,,,,0.863,,per_fault.csv
122,4822,3,True,1,True,1,21,0.0254,0.0632,0.0,0.596,1,0,,,,,,,0.6904,,per_fault.csv
123,4829,3,True,1,True,1,22,0.0261,0.0636,0.0,0.6386,1,0,,,,,,,0.7354,,per_fault.csv
124,4833,4,True,1,True,1,21,0.0264,0.0613,0.0,0.6174,1,0,,,,,,,0.711,,per_fault.csv
125,4844,4,True,1,False,1,10,0.0264,0.0624,0.0001,0.839,1,2,,,,,,,0.9355,,per_fault.csv
126,4847,3,True,1,False,1,9,0.0263,0.062,0.0001,0.8097,1,2,,,,,,,0.9057,,per_fault.csv
127,4849,3,True,1,False,1,9,0.0249,0.0598,0.0001,0.8007,1,2,,,,,,,0.8929,,per_fault.csv
128,4849,4,True,1,False,1,9,0.0256,0.0621,0.0001,0.7786,1,2,,,,,,,0.8741,,per_fault.csv
129,4852,4,True,1,False,1,10,0.026,0.0643,0.0001,0.8816,1,2,,,,,,,0.9798,,per_fault.csv
130,4856,3,False,1,False,1,4,0.0254,0.0642,0.0001,5.0997,2,2,,,,,,,5.197,,per_fault.csv
131,4862,3,True,1,True,1,9,0.0125,0.0652,0.0,0.2744,1,0,,,,,,,0.358,,per_fault.csv
132,4863,3,True,1,True,1,7,0.025,0.0634,0.0,0.1891,1,0,,,,,,,0.2833,,per_fault.csv
133,4863,4,True,1,True,1,10,0.024,0.0636,0.0,0.2712,1,0,,,,,,,0.3645,,per_fault.csv
134,4899,4,False,1,False,1,3,0.0241,0.0646,0.0065,5.0418,2,0,,,,,,,5.1448,,per_fault.csv
135,4908,4,True,1,True,1,8,0.042,0.0627,0.0,0.2255,1,0,,,,,,,0.3361,,per_fault.csv
136,4909,3,True,1,True,1,6,0.0107,0.0644,0.0,0.1599,1,0,,,,,,,0.2409,,per_fault.csv
137,4911,3,True,1,True,1,8,0.017,0.0643,0.0,0.2214,1,0,,,,,,,0.3084,,per_fault.csv
138,4911,4,True,1,True,1,9,0.0364,0.063,0.0,0.2178,1,0,,,,,,,0.3229,,per_fault.csv
139,4916,4,False,1,False,1,2,0.0221,0.0625,0.0001,5.0455,2,0,,,,,,,5.1378,,per_fault.csv
140,4934,4,True,1,True,1,5,0.0247,0.0629,0.0,0.126,1,0,,,,,,,0.2196,,per_fault.csv
141,5013,4,True,1,True,1,20,0.0289,0.0631,0.0,0.6285,1,0,,,,,,,0.7263,,per_fault.csv
142,5017,4,False,1,False,1,27,0.0279,0.063,0.0001,5.7558,2,53,,,,,,,5.8546,,per_fault.csv
143,5033,4,False,1,False,1,86,0.0064,0.0633,0.0001,7.5131,2,63,,,,,,,7.5906,,per_fault.csv
144,5034,4,True,1,True,1,13,0.0065,0.0624,0.0,0.2776,1,0,,,,,,,0.3524,,per_fault.csv
145,5037,4,False,1,False,1,153,0.0064,0.0636,0.0001,9.5696,2,39,,,,,,,9.6473,,per_fault.csv
146,5039,3,True,1,True,1,25,0.0064,0.0628,0.0,0.7597,1,0,,,,,,,0.8347,,per_fault.csv
147,5042,4,True,1,True,1,13,0.0065,0.0626,0.0,0.2794,1,0,,,,,,,0.3543,,per_fault.csv
148,5043,4,True,1,True,1,20,0.0066,0.0623,0.0,0.4964,1,0,,,,,,,0.571,,per_fault.csv
149,5058,3,False,1,False,1,109,0.0131,0.0641,0.0001,8.4153,2,53,,,,,,,8.5002,,per_fault.csv
150,5061,4,False,1,False,1,3,0.0276,0.0647,0.0268,5.0339,2,0,,,,,,,5.1607,,per_fault.csv
151,5062,3,True,1,False,1,20,0.0153,0.0638,0.0001,1.2188,1,0,,,,,,,1.3058,,per_fault.csv
152,5063,4,True,1,False,1,19,0.0272,0.0612,0.0001,1.1014,1,0,,,,,,,1.1976,,per_fault.csv
153,5064,3,True,1,False,1,20,0.0154,0.0649,0.0001,1.205,1,0,,,,,,,1.293,,per_fault.csv
154,5065,3,True,1,False,1,20,0.0156,0.0641,0.0001,1.2086,1,0,,,,,,,1.296,,per_fault.csv
155,5066,4,True,1,False,1,19,0.0276,0.0638,0.0001,1.0935,1,0,,,,,,,1.1929,,per_fault.csv
156,5073,4,False,1,False,1,51,0.028,0.0649,0.0001,6.5377,2,72,,,,,,,6.6387,,per_fault.csv
157,5081,4,False,1,False,1,49,0.0277,0.0635,0.0001,6.4719,2,63,,,,,,,6.5709,,per_fault.csv
158,5082,3,False,1,False,1,50,0.0149,0.0636,0.0001,6.5667,2,63,,,,,,,6.6529,,per_fault.csv
159,5083,4,False,1,False,1,3,0.0271,0.0652,0.0001,5.0324,2,0,,,,,,,5.1328,,per_fault.csv
160,5084,4,False,1,False,1,3,0.0267,0.065,0.0001,5.0488,2,0,,,,,,,5.1486,,per_fault.csv
161,5085,4,False,1,False,1,3,0.0261,0.0612,0.0001,5.0339,2,0,,,,,,,5.1288,,per_fault.csv
162,5086,3,False,1,False,1,48,0.0153,0.0638,0.0001,6.5059,2,74,,,,,,,6.593,,per_fault.csv
163,5087,4,False,1,False,1,47,0.0274,0.0648,0.0001,6.3968,2,74,,,,,,,6.497,,per_fault.csv
164,5089,3,False,1,False,1,48,0.0156,0.0647,0.0001,6.4913,2,74,,,,,,,6.5793,,per_fault.csv
165,5091,3,False,1,False,1,48,0.0153,0.0651,0.0001,6.4956,2,74,,,,,,,6.584,,per_fault.csv
166,5099,3,False,1,False,1,46,0.015,0.0657,0.0075,6.4521,2,74,,,,,,,6.5484,,per_fault.csv
167,5100,4,False,1,False,1,3,0.0275,0.0647,0.0001,5.0324,2,0,,,,,,,5.1327,,per_fault.csv
168,5101,4,False,1,False,1,3,0.0269,0.0637,0.0001,5.0472,2,0,,,,,,,5.1458,,per_fault.csv
169,5104,3,False,1,False,1,44,0.015,0.062,0.0001,6.3584,2,76,,,,,,,6.443,,per_fault.csv
170,5105,3,False,1,False,1,44,0.016,0.0674,0.0001,6.3636,2,76,,,,,,,6.4549,,per_fault.csv
171,5105,4,False,1,False,1,43,0.028,0.0657,0.0001,6.2946,2,78,,,,,,,6.3963,,per_fault.csv
172,5107,3,False,1,False,1,44,0.0148,0.0655,0.0001,6.3967,2,76,,,,,,,6.485,,per_fault.csv
173,5112,3,False,1,False,1,42,0.0158,0.0649,0.0001,6.326,2,67,,,,,,,6.4145,,per_fault.csv
174,5114,4,False,1,False,1,41,0.0269,0.0648,0.0001,6.2345,2,68,,,,,,,6.3343,,per_fault.csv
175,5117,3,False,1,False,1,41,0.0152,0.0647,0.0001,6.2891,2,68,,,,,,,6.3769,,per_fault.csv
176,5118,4,False,1,False,1,3,0.028,0.0646,0.0001,5.0411,2,0,,,,,,,5.1418,,per_fault.csv
177,5120,4,False,1,False,1,40,0.0268,0.064,0.0001,6.1734,2,68,,,,,,,6.272,,per_fault.csv
178,5123,4,False,1,False,1,3,0.0269,0.0655,0.0001,5.0383,2,0,,,,,,,5.1387,,per_fault.csv
179,5131,3,False,1,False,1,156,0.0609,0.0646,0.0001,9.9459,2,37,,,,,,,10.0792,,per_fault.csv
180,5132,3,True,1,True,1,30,0.0066,0.0635,0.0,0.9109,1,0,,,,,,,0.9869,,per_fault.csv
181,5132,4,True,1,True,1,22,0.0068,0.0643,0.0,0.5796,1,0,,,,,,,0.6565,,per_fault.csv
182,5133,3,True,1,True,1,25,0.0066,0.0637,0.0,0.7552,1,0,,,,,,,0.8314,,per_fault.csv
183,5134,4,True,1,True,1,13,0.0064,0.064,0.0,0.2788,1,0,,,,,,,0.355,,per_fault.csv
184,5137,3,True,1,True,1,41,0.0064,0.0644,0.0,1.2581,1,0,,,,,,,1.3349,,per_fault.csv
185,5138,4,True,1,True,1,13,0.0068,0.066,0.0,0.2846,1,0,,,,,,,0.3636,,per_fault.csv
186,5139,3,False,1,False,1,156,0.0061,0.0648,0.0001,9.7758,2,39,,,,,,,9.8546,,per_fault.csv
187,5147,3,False,1,False,1,25,0.0284,0.0659,0.0204,5.7931,2,63,,,,,,,5.9158,,per_fault.csv
188,5147,4,True,1,False,1,33,0.0151,0.0642,0.0001,3.242,1,24,,,,,,,3.3291,,per_fault.csv
189,5161,4,True,1,False,1,40,0.0134,0.0645,0.0001,3.5058,1,25,,,,,,,3.5917,,per_fault.csv
190,5162,3,False,1,False,1,101,0.0272,0.0657,0.0001,8.1976,2,53,,,,,,,8.2986,,per_fault.csv
191,5175,3,True,1,False,1,8,0.0276,0.0654,0.0001,0.9,1,3,,,,,,,1.001,,per_fault.csv
192,5185,4,True,1,False,1,12,0.0271,0.0653,0.0001,1.0203,1,3,,,,,,,1.1207,,per_fault.csv
193,5188,4,True,1,True,1,13,0.0306,0.065,0.0,0.4064,1,0,,,,,,,0.5078,,per_fault.csv
194,5189,3,True,1,True,1,13,0.0267,0.0656,0.0,0.3682,1,0,,,,,,,0.4665,,per_fault.csv
195,5218,4,True,1,True,1,4,0.0179,0.0652,0.0,0.0975,1,0,,,,,,,0.1866,,per_fault.csv
196,5262,3,True,1,False,1,26,0.0394,0.0647,0.0001,4.9862,1,65,,,,,,,5.0981,,per_fault.csv
197,5264,4,True,1,True,1,5,0.0131,0.0659,0.0,0.0971,1,0,,,,,,,0.182,,per_fault.csv
198,5267,3,True,1,True,1,33,0.0061,0.0666,0.0,1.0692,1,0,,,,,,,1.1478,,per_fault.csv
199,5269,4,True,1,True,1,4,0.0355,0.0649,0.0,0.0966,1,0,,,,,,,0.203,,per_fault.csv
200,5295,4,False,1,False,1,4,0.0403,0.0652,0.0261,5.0465,2,0,,,,,,,5.186,,per_fault.csv
201,5303,3,True,1,False,1,12,0.0113,0.0655,0.0001,0.9517,1,0,,,,,,,1.0364,,per_fault.csv
202,5306,3,True,1,True,1,8,0.0196,0.0662,0.0,0.226,1,0,,,,,,,0.3177,,per_fault.csv
203,5306,4,True,1,True,1,8,0.0415,0.0652,0.0,0.2237,1,0,,,,,,,0.3365,,per_fault.csv
204,5331,4,True,1,True,1,25,0.0609,0.0652,0.0,0.6671,1,0,,,,,,,0.7993,,per_fault.csv
205,5332,4,True,1,True,1,24,0.0612,0.0648,0.0,0.6234,1,0,,,,,,,0.7555,,per_fault.csv
206,5335,3,True,1,True,1,67,0.0287,0.0645,0.0,2.1129,1,0,,,,,,,2.212,,per_fault.csv
207,5337,4,False,1,False,1,51,0.1092,0.0656,0.038,6.5589,2,71,,,,,,,6.7797,,per_fault.csv
208,5338,3,False,1,False,1,40,0.0981,0.0649,0.0003,6.2135,2,75,,,,,,,6.385,,per_fault.csv
209,5338,4,False,1,False,1,49,0.0853,0.064,0.0002,6.4676,2,72,,,,,,,6.6249,,per_fault.csv
210,5348,3,False,1,False,1,75,0.0158,0.0639,0.0001,7.3665,2,59,,,,,,,7.4539,,per_fault.csv
211,5350,3,True,1,True,1,66,0.0157,0.0649,0.0,2.0865,1,0,,,,,,,2.1732,,per_fault.csv
212,5352,3,False,1,False,1,37,0.1421,0.0641,0.0007,6.0985,2,78,,,,,,,6.3132,,per_fault.csv
213,5353,3,False,1,False,1,37,0.1196,0.0649,0.0005,6.0745,2,78,,,,,,,6.2673,,per_fault.csv
214,5353,4,False,1,False,1,80,0.0994,0.0645,0.0447,7.5029,2,64,,,,,,,7.7192,,per_fault.csv
215,5354,3,False,1,False,1,40,0.1576,0.0639,0.0007,6.1901,2,76,,,,,,,6.4202,,per_fault.csv
216,5354,4,True,1,False,1,49,0.1563,0.0644,0.0622,2.1423,1,0,,,,,,,2.4329,,per_fault.csv
217,5357,3,False,1,False,1,37,0.2479,0.065,0.1248,6.1227,2,78,,,,,,,6.5683,,per_fault.csv
218,5358,4,True,1,True,1,30,0.0696,0.0652,0.0,0.9847,1,0,,,,,,,1.1255,,per_fault.csv
219,5359,3,False,1,False,1,40,0.1707,0.0651,0.0564,6.2176,2,74,,,,,,,6.5179,,per_fault.csv
220,5360,3,False,1,False,1,45,0.0429,0.0649,0.0002,6.4046,2,70,,,,,,,6.5215,,per_fault.csv
221,5360,4,False,1,False,1,65,0.0362,0.0636,0.0002,7.0224,2,62,,,,,,,7.1303,,per_fault.csv
222,5364,3,True,1,True,1,24,0.4111,0.064,0.0,0.6607,1,0,,,,,,,1.1418,,per_fault.csv
223,5365,3,True,1,True,1,31,0.0654,0.0665,0.0,0.9115,1,0,,,,,,,1.0494,,per_fault.csv
224,5371,3,True,1,True,1,31,0.0512,0.0328,0.0,0.8782,1,0,,,,,,,0.9688,,per_fault.csv
225,5372,3,False,1,False,1,58,0.0488,0.0325,0.0009,6.7378,2,55,,,,,,,6.8288,,per_fault.csv
226,5372,4,False,1,False,1,29,0.2966,0.033,0.0004,5.7901,2,63,,,,,,,6.1279,,per_fault.csv
227,5373,4,True,1,True,1,20,0.0486,0.0329,0.0,0.5107,1,0,,,,,,,0.5982,,per_fault.csv
228,5374,4,True,1,True,1,21,0.2316,0.0333,0.0,0.5494,1,0,,,,,,,0.821,,per_fault.csv
229,5382,3,True,1,True,1,37,0.0296,0.066,0.0,1.1657,1,0,,,,,,,1.2673,,per_fault.csv
