fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_precheck_solve_time_s,ai_precheck_sim_time_s,ai_hint_solve_time_s,ai_podem_search_time_s,ai_result_code,search_backtracks_diagnostic,classic_ok,classic_result_code,classic_backtracks,classic_recursive_calls,ai_less_backtracks,ai_error,time_s,classic_time_s,source_csv
8970,29617,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0695,,shard_8000_9000_per_fault.csv
8971,29624,3,True,1,False,1,4,0.038,0.0675,0.0001,4.5505,1,64,,,,,,,4.6641,,shard_8000_9000_per_fault.csv
8972,29624,4,True,1,True,1,10,0.0942,0.0647,0.0,0.2547,1,0,,,,,,,0.4195,,shard_8000_9000_per_fault.csv
8973,29625,4,False,1,False,1,32,0.1191,0.0665,0.0001,6.0057,2,35,,,,,,,6.1993,,shard_8000_9000_per_fault.csv
8974,29630,3,True,1,True,1,6,4.5424,0.0344,0.0,0.1642,1,0,,,,,,,4.7712,,shard_8000_9000_per_fault.csv
8975,29634,4,True,1,True,1,7,2.246,0.0355,0.0,0.1738,1,0,,,,,,,2.4619,,shard_8000_9000_per_fault.csv
8976,29637,3,False,1,False,1,4,5.9435,0.0333,5.0765,5.1332,2,60,,,,,,,16.2076,,shard_8000_9000_per_fault.csv
8977,29639,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0937,,shard_8000_9000_per_fault.csv
8978,29641,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0887,,shard_8000_9000_per_fault.csv
8979,29646,3,True,1,True,1,60,6.3622,0.0332,0.0,0.5119,1,0,,,,,,,6.946,,shard_8000_9000_per_fault.csv
8980,29652,3,True,1,True,1,30,7.761,0.0,0.0,1.0068,1,0,,,,,,,9.0436,,shard_8000_9000_per_fault.csv
8981,29654,4,True,1,True,1,18,5.8531,0.0332,0.0,0.0,1,0,,,,,,,6.1536,,shard_8000_9000_per_fault.csv
8982,29655,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1452,,shard_8000_9000_per_fault.csv
8983,29660,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.166,,shard_8000_9000_per_fault.csv
8984,29664,3,True,1,True,1,3,2.8208,0.033,0.0,0.0976,1,0,,,,,,,3.1255,,shard_8000_9000_per_fault.csv
8985,29665,4,True,1,True,1,24,1.7578,0.0,0.0,0.8013,1,0,,,,,,,2.718,,shard_8000_9000_per_fault.csv
8986,29669,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.2162,,shard_8000_9000_per_fault.csv
8987,29670,4,True,1,True,1,61,9.6038,0.0,0.0,1.967,1,0,,,,,,,11.7925,,shard_8000_9000_per_fault.csv
8988,29671,3,True,1,False,1,4,6.2131,0.0,7.2175,0.6092,1,1,,,,,,,14.3,,shard_8000_9000_per_fault.csv
8989,29680,4,True,1,False,1,13,7.3411,0.0,7.4445,1.4716,1,0,,,,,,,16.3757,,shard_8000_9000_per_fault.csv
8990,29682,3,True,1,True,1,3,3.7813,0.0353,0.0,0.1045,1,0,,,,,,,4.0651,,shard_8000_9000_per_fault.csv
8991,29683,4,True,1,True,1,24,2.2779,0.0,0.0,0.7913,1,0,,,,,,,3.2,,shard_8000_9000_per_fault.csv
8992,29686,4,False,1,False,1,14,7.5894,0.0,5.2903,5.4899,2,52,,,,,,,18.4095,,shard_8000_9000_per_fault.csv
8993,29687,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0309,,shard_8000_9000_per_fault.csv
8994,29691,4,True,1,True,1,74,0.0491,0.0652,0.0,1.4562,1,0,,,,,,,1.5767,,shard_8000_9000_per_fault.csv
8995,29695,3,True,1,True,1,32,5.4618,0.0331,0.0,0.3791,1,0,,,,,,,5.8844,,shard_8000_9000_per_fault.csv
8996,29699,3,True,1,False,1,0,0.0,0.0,9.4152,0.4984,1,0,,,,,,,19.9222,,shard_8000_9000_per_fault.csv
8997,29702,3,True,1,True,1,21,0.0489,0.0657,0.0,0.6244,1,0,,,,,,,0.745,,shard_8000_9000_per_fault.csv
8998,29713,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0084,,shard_8000_9000_per_fault.csv
8999,29720,3,True,1,True,1,32,0.0429,0.0659,0.0,0.9863,1,0,,,,,,,1.1013,,shard_8000_9000_per_fault.csv
9000,29726,4,True,1,True,1,67,0.2821,0.0692,0.0,1.2952,1,0,,,,,,,1.654,,shard_9000_10000_per_fault.csv
9001,29737,4,True,1,True,1,64,0.0723,0.0697,0.0,1.208,1,0,,,,,,,1.3558,,shard_9000_10000_per_fault.csv
9002,29740,3,True,1,True,1,22,0.1153,0.0673,0.0,0.6922,1,0,,,,,,,0.8805,,shard_9000_10000_per_fault.csv
9003,29740,4,True,1,True,1,49,0.0957,0.0676,0.0,0.6697,1,0,,,,,,,0.8386,,shard_9000_10000_per_fault.csv
9004,29747,3,True,1,True,1,9,8.6382,0.0728,0.0,0.2756,1,0,,,,,,,8.995,,shard_9000_10000_per_fault.csv
9005,29748,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0076,,shard_9000_10000_per_fault.csv
9006,29752,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0116,,shard_9000_10000_per_fault.csv
9007,29755,3,True,1,True,1,7,0.0899,0.0694,0.0,0.2023,1,0,,,,,,,0.3675,,shard_9000_10000_per_fault.csv
9008,29762,3,True,1,False,1,17,0.0878,0.0689,0.0001,1.3995,1,4,,,,,,,1.5641,,shard_9000_10000_per_fault.csv
9009,29768,3,False,1,False,1,65,3.2786,0.0362,2.7879,7.2421,2,55,,,,,,,13.3732,,shard_9000_10000_per_fault.csv
9010,29770,4,False,1,False,1,24,4.3635,0.0349,3.1332,5.289,2,64,,,,,,,12.8476,,shard_9000_10000_per_fault.csv
9011,29773,4,False,1,False,1,17,6.8922,0.0,6.3552,5.6254,2,67,,,,,,,18.9004,,shard_9000_10000_per_fault.csv
9012,29776,4,False,1,False,1,17,4.6019,0.0,4.3524,5.6351,2,75,,,,,,,14.6191,,shard_9000_10000_per_fault.csv
9013,29777,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0138,,shard_9000_10000_per_fault.csv
9014,29778,3,True,1,False,1,0,0.0,0.0,2.1292,0.8077,1,0,,,,,,,12.95,,shard_9000_10000_per_fault.csv
9015,29782,3,False,1,False,1,43,6.5628,0.0,6.1789,6.4582,2,66,,,,,,,19.4966,,shard_9000_10000_per_fault.csv
9016,29789,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0439,,shard_9000_10000_per_fault.csv
9017,29789,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0042,,shard_9000_10000_per_fault.csv
9018,29790,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0455,,shard_9000_10000_per_fault.csv
9019,29792,3,False,1,False,1,23,8.5976,0.0338,0.0,0.7084,,0,,,,,,AI solve exceeded 10.00s,19.3882,,shard_9000_10000_per_fault.csv
9020,29792,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0065,,shard_9000_10000_per_fault.csv
9021,29794,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.046,,shard_9000_10000_per_fault.csv
9022,29797,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0431,,shard_9000_10000_per_fault.csv
9023,29799,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0441,,shard_9000_10000_per_fault.csv
9024,29802,3,False,1,False,1,23,9.5979,0.0335,0.0,0.7087,,0,,,,,,AI solve exceeded 10.00s,20.3902,,shard_9000_10000_per_fault.csv
9025,29803,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0461,,shard_9000_10000_per_fault.csv
9026,29805,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0786,,shard_9000_10000_per_fault.csv
9027,29807,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0784,,shard_9000_10000_per_fault.csv
9028,29810,4,False,1,False,1,23,9.0711,0.0,0.0,0.7912,,0,,,,,,AI solve exceeded 10.00s,19.9443,,shard_9000_10000_per_fault.csv
9029,29814,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0803,,shard_9000_10000_per_fault.csv
9030,29821,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0394,,shard_9000_10000_per_fault.csv
9031,29822,3,False,1,False,1,40,9.3005,0.033,9.0375,5.8993,2,64,,,,,,,24.3137,,shard_9000_10000_per_fault.csv
9032,29823,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0389,,shard_9000_10000_per_fault.csv
9033,29825,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0678,,shard_9000_10000_per_fault.csv
9034,29833,3,True,1,False,1,22,0.1156,0.0661,0.0001,1.4113,1,0,,,,,,,1.601,,shard_9000_10000_per_fault.csv
9035,29839,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0075,,shard_9000_10000_per_fault.csv
9036,29842,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0229,,shard_9000_10000_per_fault.csv
9037,29851,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0215,,shard_9000_10000_per_fault.csv
9038,29853,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.2812,,shard_9000_10000_per_fault.csv
9039,29855,4,True,1,True,1,8,9.5135,0.0336,0.0,0.1607,1,0,,,,,,,9.7771,,shard_9000_10000_per_fault.csv
9040,29856,4,False,1,False,1,27,8.1657,0.0,0.0,0.8955,,0,,,,,,AI solve exceeded 10.00s,19.1335,,shard_9000_10000_per_fault.csv
9041,29857,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.2795,,shard_9000_10000_per_fault.csv
9042,29865,4,False,1,False,1,18,5.7409,0.0,8.6997,5.6075,2,60,,,,,,,20.3113,,shard_9000_10000_per_fault.csv
9043,29866,4,True,1,True,1,24,8.5857,0.0,0.0,0.7991,1,0,,,,,,,9.6446,,shard_9000_10000_per_fault.csv
9044,29870,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1435,,shard_9000_10000_per_fault.csv
9045,29871,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1443,,shard_9000_10000_per_fault.csv
9046,29873,3,True,1,True,1,32,6.7974,0.0,0.0,1.043,1,0,,,,,,,7.9888,,shard_9000_10000_per_fault.csv
9047,29878,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1526,,shard_9000_10000_per_fault.csv
9048,29884,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.207,,shard_9000_10000_per_fault.csv
9049,29884,4,True,1,True,1,20,9.9362,0.0337,0.0,0.4638,1,0,,,,,,,10.4397,,shard_9000_10000_per_fault.csv
9050,29889,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1783,,shard_9000_10000_per_fault.csv
9051,29890,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1789,,shard_9000_10000_per_fault.csv
9052,29890,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0072,,shard_9000_10000_per_fault.csv
9053,29891,3,True,1,True,1,25,7.0924,0.0,0.0,0.8177,1,0,,,,,,,8.0897,,shard_9000_10000_per_fault.csv
9054,29894,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1099,,shard_9000_10000_per_fault.csv
9055,29896,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1147,,shard_9000_10000_per_fault.csv
9056,29896,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0054,,shard_9000_10000_per_fault.csv
9057,29910,3,True,1,True,1,24,9.4183,0.0,0.0,0.7903,1,0,,,,,,,10.2227,,shard_9000_10000_per_fault.csv
9058,29913,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0076,,shard_9000_10000_per_fault.csv
9059,29925,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0097,,shard_9000_10000_per_fault.csv
9060,29926,3,True,1,True,1,12,2.2967,0.0,0.0,0.4155,1,0,,,,,,,2.7614,,shard_9000_10000_per_fault.csv
9061,29926,4,True,1,True,1,24,5.6457,0.0,0.0,0.784,1,0,,,,,,,6.4355,,shard_9000_10000_per_fault.csv
9062,29952,3,True,1,True,1,38,3.0869,0.0335,0.0,0.7377,1,0,,,,,,,3.8663,,shard_9000_10000_per_fault.csv
9063,29955,4,True,1,True,1,92,5.8391,0.0335,0.0,0.1294,1,0,,,,,,,6.0108,,shard_9000_10000_per_fault.csv
9064,29958,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0116,,shard_9000_10000_per_fault.csv
9065,29964,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0098,,shard_9000_10000_per_fault.csv
9066,29971,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0157,,shard_9000_10000_per_fault.csv
9067,29974,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0143,,shard_9000_10000_per_fault.csv
9068,29975,4,False,1,False,1,18,3.6445,0.0,3.1588,5.6195,2,63,,,,,,,12.4489,,shard_9000_10000_per_fault.csv
9069,29977,3,False,1,False,1,43,4.6543,0.033,3.2135,6.4024,2,64,,,,,,,14.3299,,shard_9000_10000_per_fault.csv
9070,29977,4,False,1,False,1,43,4.5707,0.0,3.0846,6.4503,2,65,,,,,,,14.1132,,shard_9000_10000_per_fault.csv
9071,29985,4,True,1,False,1,0,0.0,0.0,7.7313,4.8016,1,59,,,,,,,22.6124,,shard_9000_10000_per_fault.csv
9072,29986,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0828,,shard_9000_10000_per_fault.csv
9073,29988,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0273,,shard_9000_10000_per_fault.csv
9074,29990,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0275,,shard_9000_10000_per_fault.csv
9075,29994,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0388,,shard_9000_10000_per_fault.csv
9076,29994,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0045,,shard_9000_10000_per_fault.csv
9077,29996,4,True,1,False,1,34,9.0866,0.0,9.7989,2.0527,1,0,,,,,,,20.9778,,shard_9000_10000_per_fault.csv
9078,29999,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0751,,shard_9000_10000_per_fault.csv
9079,30000,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1034,,shard_9000_10000_per_fault.csv
9080,30001,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1051,,shard_9000_10000_per_fault.csv
9081,30010,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0072,,shard_9000_10000_per_fault.csv
9082,30011,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0075,,shard_9000_10000_per_fault.csv
9083,30015,3,True,1,True,1,6,6.7868,0.035,0.0,0.1671,1,0,,,,,,,7.0189,,shard_9000_10000_per_fault.csv
9084,30019,4,True,1,True,1,7,6.632,0.0337,0.0,0.1609,1,0,,,,,,,6.8329,,shard_9000_10000_per_fault.csv
9085,30021,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0198,,shard_9000_10000_per_fault.csv
9086,30028,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.2551,,shard_9000_10000_per_fault.csv
9087,30032,4,True,1,True,1,20,6.9312,0.0,0.0,0.6789,1,0,,,,,,,7.6474,,shard_9000_10000_per_fault.csv
9088,30035,3,True,1,False,1,12,0.1225,0.067,0.0001,0.9835,1,0,,,,,,,1.1808,,shard_9000_10000_per_fault.csv
9089,30037,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.2488,,shard_9000_10000_per_fault.csv
9090,30041,3,True,1,True,1,3,8.7312,0.0334,0.0,0.0972,1,0,,,,,,,9.03,,shard_9000_10000_per_fault.csv
9091,30043,4,True,1,True,1,24,8.3741,0.0,0.0,0.7816,1,0,,,,,,,9.3301,,shard_9000_10000_per_fault.csv
9092,30044,4,True,1,True,1,24,4.4348,0.0,0.0,0.804,1,0,,,,,,,5.4004,,shard_9000_10000_per_fault.csv
9093,30046,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.154,,shard_9000_10000_per_fault.csv
9094,30048,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1595,,shard_9000_10000_per_fault.csv
9095,30049,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1539,,shard_9000_10000_per_fault.csv
9096,30049,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0067,,shard_9000_10000_per_fault.csv
9097,30050,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1794,,shard_9000_10000_per_fault.csv
9098,30052,3,True,1,True,1,5,4.1984,0.0343,0.0,0.1669,1,0,,,,,,,4.5673,,shard_9000_10000_per_fault.csv
9099,30055,3,True,1,True,1,3,7.5364,0.0324,0.0,0.0948,1,0,,,,,,,7.8972,,shard_9000_10000_per_fault.csv
9100,30058,4,True,1,True,1,59,7.7347,0.0,0.0,1.9381,1,0,,,,,,,9.8579,,shard_9000_10000_per_fault.csv
9101,30061,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1737,,shard_9000_10000_per_fault.csv
9102,30068,3,True,1,True,1,5,4.7409,0.0327,0.0,0.1623,1,0,,,,,,,5.117,,shard_9000_10000_per_fault.csv
9103,30073,4,True,1,False,1,29,5.2611,0.0339,4.8911,1.2128,1,0,,,,,,,11.4131,,shard_9000_10000_per_fault.csv
9104,30074,4,True,1,True,1,33,4.5503,0.0338,0.0,0.329,1,0,,,,,,,4.926,,shard_9000_10000_per_fault.csv
9105,30076,4,True,1,True,1,33,5.3231,0.0336,0.0,0.3367,1,0,,,,,,,5.7062,,shard_9000_10000_per_fault.csv
9106,30085,4,True,1,True,1,45,0.112,0.0642,0.0,0.527,1,0,,,,,,,0.7091,,shard_9000_10000_per_fault.csv
9107,30086,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0107,,shard_9000_10000_per_fault.csv
9108,30093,3,True,1,True,1,21,0.0783,0.0653,0.0,0.6198,1,0,,,,,,,0.7691,,shard_9000_10000_per_fault.csv
9109,30094,3,True,1,True,1,32,6.325,0.0328,0.0,0.379,1,0,,,,,,,6.7459,,shard_9000_10000_per_fault.csv
9110,30103,3,True,1,True,1,47,0.0941,0.0678,0.0,1.4857,1,0,,,,,,,1.6535,,shard_9000_10000_per_fault.csv
9111,30117,3,True,1,True,1,40,0.0725,0.0691,0.0,1.2855,1,0,,,,,,,1.433,,shard_9000_10000_per_fault.csv
9112,30121,4,True,1,True,1,60,0.089,0.0649,0.0,0.9622,1,0,,,,,,,1.1219,,shard_9000_10000_per_fault.csv
9113,30137,3,True,1,True,1,7,0.1115,0.0662,0.0,0.1939,1,0,,,,,,,0.3775,,shard_9000_10000_per_fault.csv
9114,30138,3,True,1,True,1,37,8.2212,0.0693,0.0,1.2118,1,0,,,,,,,9.5105,,shard_9000_10000_per_fault.csv
9115,30139,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0089,,shard_9000_10000_per_fault.csv
9116,30145,3,True,1,True,1,7,0.0958,0.0681,0.0,0.1941,1,0,,,,,,,0.3639,,shard_9000_10000_per_fault.csv
9117,30153,3,False,1,False,1,65,3.2818,0.0343,3.1674,7.0952,2,58,,,,,,,13.6042,,shard_9000_10000_per_fault.csv
9118,30155,4,False,1,False,1,65,3.4447,0.0342,3.2642,6.6292,2,58,,,,,,,13.3991,,shard_9000_10000_per_fault.csv
9119,30158,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0142,,shard_9000_10000_per_fault.csv
9120,30163,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0701,,shard_9000_10000_per_fault.csv
9121,30163,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0045,,shard_9000_10000_per_fault.csv
9122,30171,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0394,,shard_9000_10000_per_fault.csv
9123,30172,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0367,,shard_9000_10000_per_fault.csv
9124,30175,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0714,,shard_9000_10000_per_fault.csv
9125,30176,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0662,,shard_9000_10000_per_fault.csv
9126,30177,4,True,1,True,1,18,0.6339,0.0333,0.0,0.0,1,0,,,,,,,0.7829,,shard_9000_10000_per_fault.csv
9127,30184,4,True,1,False,1,50,0.0958,0.0658,0.0001,1.4047,1,0,,,,,,,1.5744,,shard_9000_10000_per_fault.csv
9128,30187,4,True,1,False,1,4,0.2723,0.0666,0.2296,4.9447,1,63,,,,,,,5.5211,,shard_9000_10000_per_fault.csv
9129,30189,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0111,,shard_9000_10000_per_fault.csv
9130,30192,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0248,,shard_9000_10000_per_fault.csv
9131,30200,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.069,,shard_9000_10000_per_fault.csv
9132,30203,3,True,1,True,1,32,9.0406,0.0,0.0,1.0768,1,0,,,,,,,10.1888,,shard_9000_10000_per_fault.csv
9133,30206,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.299,,shard_9000_10000_per_fault.csv
9134,30207,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.2873,,shard_9000_10000_per_fault.csv
9135,30214,3,True,1,True,1,19,5.7844,0.0335,0.0,0.1288,1,0,,,,,,,5.9769,,shard_9000_10000_per_fault.csv
9136,30215,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.195,,shard_9000_10000_per_fault.csv
9137,30220,3,True,1,True,1,32,6.2714,0.0,0.0,1.0838,1,0,,,,,,,7.5072,,shard_9000_10000_per_fault.csv
9138,30222,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1557,,shard_9000_10000_per_fault.csv
9139,30224,3,True,1,True,1,32,6.8019,0.0,0.0,1.0623,1,0,,,,,,,8.023,,shard_9000_10000_per_fault.csv
9140,30227,3,True,1,True,1,20,7.5928,0.0336,0.0,0.4856,1,0,,,,,,,8.2951,,shard_9000_10000_per_fault.csv
9141,30228,4,True,1,True,1,20,8.153,0.0342,0.0,0.4512,1,0,,,,,,,8.8241,,shard_9000_10000_per_fault.csv
9142,30229,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1729,,shard_9000_10000_per_fault.csv
9143,30230,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1694,,shard_9000_10000_per_fault.csv
9144,30231,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1749,,shard_9000_10000_per_fault.csv
9145,30232,3,True,1,True,1,32,9.2268,0.0,0.0,1.0539,1,0,,,,,,,10.4581,,shard_9000_10000_per_fault.csv
9146,30234,3,True,1,True,1,32,7.9911,0.0,0.0,1.046,1,0,,,,,,,9.2185,,shard_9000_10000_per_fault.csv
9147,30235,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1716,,shard_9000_10000_per_fault.csv
9148,30236,3,True,1,True,1,32,7.1604,0.0,0.0,1.0577,1,0,,,,,,,8.3907,,shard_9000_10000_per_fault.csv
9149,30239,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1454,,shard_9000_10000_per_fault.csv
9150,30239,4,True,1,True,1,37,7.3295,0.0,0.0,1.1969,1,0,,,,,,,8.5323,,shard_9000_10000_per_fault.csv
9151,30242,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.1914,,shard_9000_10000_per_fault.csv
9152,30245,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0132,,shard_9000_10000_per_fault.csv
9153,30249,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,,,,,,AI solve exceeded 10.00s,20.0075,,shard_9000_10000_per_fault.csv
