fault_index,gate_id,fault_val,classic_ok,classic_result_code,classic_backtracks,classic_recursive_calls,classic_backtrace_count,classic_backtrace_hops,classic_time_s,source_csv
4510,17419,4,True,1,0,6,0,25,0.142617,classic_shard_4000_5000_per_fault.csv
4511,17420,3,True,1,0,25,0,254,0.577707,classic_shard_4000_5000_per_fault.csv
4512,17422,3,True,1,0,6,0,16,0.143031,classic_shard_4000_5000_per_fault.csv
4513,17423,3,True,1,0,27,0,249,0.624594,classic_shard_4000_5000_per_fault.csv
4514,17424,3,False,2,48,167,0,937,5.000532,classic_shard_4000_5000_per_fault.csv
4515,17426,3,True,1,0,63,0,738,1.465462,classic_shard_4000_5000_per_fault.csv
4516,17428,4,True,1,0,20,0,180,0.465806,classic_shard_4000_5000_per_fault.csv
4517,17431,4,True,1,0,5,0,9,0.118028,classic_shard_4000_5000_per_fault.csv
4518,17432,4,True,1,0,18,0,149,0.420081,classic_shard_4000_5000_per_fault.csv
4519,17435,3,True,1,0,5,0,7,0.118995,classic_shard_4000_5000_per_fault.csv
4520,17441,4,True,1,0,21,0,229,0.486767,classic_shard_4000_5000_per_fault.csv
4521,17442,3,True,1,0,9,0,34,0.212526,classic_shard_4000_5000_per_fault.csv
4522,17443,3,True,1,0,8,0,28,0.189477,classic_shard_4000_5000_per_fault.csv
4523,17443,4,False,2,56,136,0,1138,5.018072,classic_shard_4000_5000_per_fault.csv
4524,17444,3,True,1,0,5,0,5,0.118621,classic_shard_4000_5000_per_fault.csv
4525,17448,4,True,1,0,21,0,255,0.487095,classic_shard_4000_5000_per_fault.csv
4526,17451,3,True,1,0,10,0,29,0.236336,classic_shard_4000_5000_per_fault.csv
4527,17457,3,True,1,0,8,0,22,0.188974,classic_shard_4000_5000_per_fault.csv
4528,17458,4,True,1,0,6,0,30,0.141989,classic_shard_4000_5000_per_fault.csv
4529,17459,3,True,1,0,8,0,22,0.192662,classic_shard_4000_5000_per_fault.csv
4530,17464,4,True,1,0,6,0,30,0.146223,classic_shard_4000_5000_per_fault.csv
4531,17469,3,True,1,0,8,0,22,0.194578,classic_shard_4000_5000_per_fault.csv
4532,17470,3,True,1,0,7,0,16,0.167046,classic_shard_4000_5000_per_fault.csv
4533,17471,3,True,1,0,7,0,16,0.166362,classic_shard_4000_5000_per_fault.csv
4534,17475,3,True,1,0,7,0,16,0.165497,classic_shard_4000_5000_per_fault.csv
4535,17481,3,True,1,0,37,0,1155,0.873846,classic_shard_4000_5000_per_fault.csv
4536,17484,3,True,1,0,3,0,5,0.071151,classic_shard_4000_5000_per_fault.csv
4537,17491,4,True,1,6,38,0,377,1.023882,classic_shard_4000_5000_per_fault.csv
4538,17496,4,True,1,6,38,0,377,1.037078,classic_shard_4000_5000_per_fault.csv
4539,17497,3,True,1,0,20,0,74,0.48256,classic_shard_4000_5000_per_fault.csv
4540,17501,4,True,1,6,38,0,378,1.036835,classic_shard_4000_5000_per_fault.csv
4541,17503,3,True,1,0,20,0,90,0.482887,classic_shard_4000_5000_per_fault.csv
4542,17504,3,True,1,0,20,0,89,0.482248,classic_shard_4000_5000_per_fault.csv
4543,17504,4,True,1,6,38,0,377,1.035866,classic_shard_4000_5000_per_fault.csv
4544,17505,4,True,1,6,38,0,378,1.035016,classic_shard_4000_5000_per_fault.csv
4545,17507,4,True,1,6,38,0,378,1.036876,classic_shard_4000_5000_per_fault.csv
4546,17519,3,True,1,0,20,0,74,0.483867,classic_shard_4000_5000_per_fault.csv
4547,17523,3,True,1,0,20,0,74,0.482335,classic_shard_4000_5000_per_fault.csv
4548,17524,4,True,1,11,48,0,450,1.382757,classic_shard_4000_5000_per_fault.csv
4549,17525,3,True,1,0,20,0,74,0.483936,classic_shard_4000_5000_per_fault.csv
4550,17525,4,True,1,11,48,0,450,1.381689,classic_shard_4000_5000_per_fault.csv
4551,17527,3,True,1,0,20,0,72,0.475445,classic_shard_4000_5000_per_fault.csv
4552,17533,3,True,1,0,21,0,73,0.497819,classic_shard_4000_5000_per_fault.csv
4553,17533,4,True,1,11,46,0,421,1.31037,classic_shard_4000_5000_per_fault.csv
4554,17534,3,True,1,0,21,0,72,0.496797,classic_shard_4000_5000_per_fault.csv
4555,17536,3,True,1,0,20,0,71,0.473395,classic_shard_4000_5000_per_fault.csv
4556,17541,3,True,1,0,3,0,6,0.071788,classic_shard_4000_5000_per_fault.csv
4557,17541,4,False,2,67,155,0,1016,5.025411,classic_shard_4000_5000_per_fault.csv
4558,17542,3,True,1,0,3,0,6,0.07158,classic_shard_4000_5000_per_fault.csv
4559,17543,4,False,2,63,158,0,1174,5.007306,classic_shard_4000_5000_per_fault.csv
4560,17546,4,True,1,0,48,0,334,1.117844,classic_shard_4000_5000_per_fault.csv
4561,17556,4,True,1,0,22,0,164,0.509484,classic_shard_4000_5000_per_fault.csv
4562,17557,3,True,1,0,25,0,265,0.58145,classic_shard_4000_5000_per_fault.csv
4563,17557,4,True,1,0,41,0,408,0.954125,classic_shard_4000_5000_per_fault.csv
4564,17567,3,True,1,0,25,0,265,0.59496,classic_shard_4000_5000_per_fault.csv
4565,17570,3,True,1,0,13,0,75,0.308919,classic_shard_4000_5000_per_fault.csv
4566,17573,4,True,1,0,33,0,216,0.787183,classic_shard_4000_5000_per_fault.csv
4567,17579,4,True,1,0,41,0,351,0.968373,classic_shard_4000_5000_per_fault.csv
4568,17586,4,True,1,0,26,0,257,0.610117,classic_shard_4000_5000_per_fault.csv
4569,17595,4,True,1,0,18,0,141,0.426604,classic_shard_4000_5000_per_fault.csv
4570,17604,3,True,1,0,8,0,26,0.194686,classic_shard_4000_5000_per_fault.csv
4571,17605,4,False,2,67,144,0,1086,5.02725,classic_shard_4000_5000_per_fault.csv
4572,17622,4,True,1,2,28,0,258,0.696982,classic_shard_4000_5000_per_fault.csv
4573,17631,4,True,1,4,36,0,354,0.927325,classic_shard_4000_5000_per_fault.csv
4574,17634,4,False,2,66,150,0,1025,5.03634,classic_shard_4000_5000_per_fault.csv
4575,17639,4,False,2,66,153,0,1111,5.083067,classic_shard_4000_5000_per_fault.csv
4576,17640,3,True,1,42,109,0,775,3.447911,classic_shard_4000_5000_per_fault.csv
4577,17640,4,True,1,1,27,0,187,0.65367,classic_shard_4000_5000_per_fault.csv
4578,17643,4,False,2,39,182,0,684,5.007825,classic_shard_4000_5000_per_fault.csv
4579,17651,4,True,1,0,34,0,329,0.786883,classic_shard_4000_5000_per_fault.csv
4580,17653,3,True,1,0,24,0,220,0.557724,classic_shard_4000_5000_per_fault.csv
4581,17654,4,False,2,48,162,0,856,5.01532,classic_shard_4000_5000_per_fault.csv
4582,17658,4,False,2,55,137,0,587,5.065417,classic_shard_4000_5000_per_fault.csv
4583,17659,3,False,2,65,149,0,1014,5.009659,classic_shard_4000_5000_per_fault.csv
4584,17666,4,False,2,53,167,0,2011,5.010998,classic_shard_4000_5000_per_fault.csv
4585,17669,4,False,2,42,178,0,3699,5.017465,classic_shard_4000_5000_per_fault.csv
4586,17671,3,False,2,52,165,0,1385,5.022143,classic_shard_4000_5000_per_fault.csv
4587,17675,4,False,2,34,188,0,1173,5.003326,classic_shard_4000_5000_per_fault.csv
4588,17682,4,True,1,0,37,0,376,0.857049,classic_shard_4000_5000_per_fault.csv
4589,17694,4,False,2,64,151,0,861,5.004431,classic_shard_4000_5000_per_fault.csv
4590,17695,4,False,2,57,165,0,852,5.034406,classic_shard_4000_5000_per_fault.csv
4591,17696,3,True,1,20,86,0,492,2.465939,classic_shard_4000_5000_per_fault.csv
4592,17708,3,True,1,0,14,0,79,0.331175,classic_shard_4000_5000_per_fault.csv
4593,17708,4,False,2,72,156,0,1049,5.19766,classic_shard_4000_5000_per_fault.csv
4594,17709,3,True,1,0,14,0,79,0.329747,classic_shard_4000_5000_per_fault.csv
4595,17711,4,False,2,67,154,0,1237,5.042289,classic_shard_4000_5000_per_fault.csv
4596,17716,3,False,2,65,158,0,1434,5.044453,classic_shard_4000_5000_per_fault.csv
4597,17718,3,False,2,62,158,0,1214,5.004025,classic_shard_4000_5000_per_fault.csv
4598,17720,3,False,2,65,154,0,985,5.010409,classic_shard_4000_5000_per_fault.csv
4599,17720,4,True,1,0,30,0,224,0.694197,classic_shard_4000_5000_per_fault.csv
4600,17724,4,True,1,0,15,0,87,0.354971,classic_shard_4000_5000_per_fault.csv
4601,17725,3,True,1,0,14,0,48,0.32827,classic_shard_4000_5000_per_fault.csv
4602,17726,3,True,1,0,14,0,49,0.326311,classic_shard_4000_5000_per_fault.csv
4603,17728,3,True,1,0,5,0,24,0.117679,classic_shard_4000_5000_per_fault.csv
4604,17728,4,True,1,0,18,0,144,0.419584,classic_shard_4000_5000_per_fault.csv
4605,17732,3,False,2,47,176,0,617,5.015871,classic_shard_4000_5000_per_fault.csv
4606,17736,3,True,1,0,49,0,456,1.129047,classic_shard_4000_5000_per_fault.csv
4607,17736,4,True,1,12,53,0,370,1.496254,classic_shard_4000_5000_per_fault.csv
4608,17739,3,True,1,4,35,0,317,0.902514,classic_shard_4000_5000_per_fault.csv
4609,17739,4,False,2,61,159,0,1211,5.038947,classic_shard_4000_5000_per_fault.csv
4610,17744,3,False,2,68,154,0,297,5.004494,classic_shard_4000_5000_per_fault.csv
4611,17744,4,False,2,51,171,0,474,5.056889,classic_shard_4000_5000_per_fault.csv
4612,17748,4,True,1,0,56,0,345,1.32528,classic_shard_4000_5000_per_fault.csv
4613,17749,3,True,1,0,49,0,327,1.15137,classic_shard_4000_5000_per_fault.csv
4614,17749,4,True,1,0,21,0,187,0.48659,classic_shard_4000_5000_per_fault.csv
4615,17752,3,False,2,46,172,0,878,5.002628,classic_shard_4000_5000_per_fault.csv
4616,17752,4,False,2,32,115,0,679,5.139408,classic_shard_4000_5000_per_fault.csv
4617,17754,4,False,2,19,92,0,555,5.021596,classic_shard_4000_5000_per_fault.csv
4618,17756,4,False,2,16,114,0,777,5.02027,classic_shard_4000_5000_per_fault.csv
4619,17759,3,False,2,53,166,0,756,5.005366,classic_shard_4000_5000_per_fault.csv
4620,17759,4,False,2,48,155,0,750,5.022416,classic_shard_4000_5000_per_fault.csv
4621,17761,4,False,2,53,166,0,821,5.021003,classic_shard_4000_5000_per_fault.csv
4622,17767,3,True,1,0,5,0,10,0.12143,classic_shard_4000_5000_per_fault.csv
4623,17768,4,True,1,0,26,0,272,0.607098,classic_shard_4000_5000_per_fault.csv
4624,17770,3,True,1,0,13,0,93,0.304276,classic_shard_4000_5000_per_fault.csv
4625,17771,3,False,2,54,163,0,1167,5.036181,classic_shard_4000_5000_per_fault.csv
4626,17773,4,False,2,57,162,0,1123,5.015086,classic_shard_4000_5000_per_fault.csv
4627,17782,3,True,1,0,5,0,14,0.120713,classic_shard_4000_5000_per_fault.csv
4628,17783,3,True,1,0,28,0,215,0.656638,classic_shard_4000_5000_per_fault.csv
4629,17783,4,True,1,0,18,0,160,0.4213,classic_shard_4000_5000_per_fault.csv
4630,17784,3,True,1,0,4,0,5,0.096217,classic_shard_4000_5000_per_fault.csv
4631,17787,3,True,1,0,4,0,5,0.096231,classic_shard_4000_5000_per_fault.csv
4632,17787,4,True,1,0,6,0,24,0.143484,classic_shard_4000_5000_per_fault.csv
4633,17789,4,True,1,0,6,0,24,0.142494,classic_shard_4000_5000_per_fault.csv
4634,17790,4,True,1,0,6,0,24,0.144164,classic_shard_4000_5000_per_fault.csv
4635,17791,4,True,1,0,6,0,24,0.143249,classic_shard_4000_5000_per_fault.csv
4636,17792,4,True,1,0,6,0,24,0.143316,classic_shard_4000_5000_per_fault.csv
