fault_index,gate_id,fault_val,classic_ok,classic_result_code,classic_backtracks,classic_recursive_calls,classic_backtrace_count,classic_backtrace_hops,classic_time_s,source_csv
935,7784,3,True,1,0,9,0,29,0.194721,classic_shard_0_1000_per_fault.csv
936,7784,4,True,1,0,9,0,29,0.195663,classic_shard_0_1000_per_fault.csv
937,7785,4,True,1,0,8,0,24,0.172909,classic_shard_0_1000_per_fault.csv
938,7786,4,True,1,0,12,0,46,0.25985,classic_shard_0_1000_per_fault.csv
939,7787,3,True,1,0,9,0,22,0.193605,classic_shard_0_1000_per_fault.csv
940,7788,3,True,1,0,8,0,21,0.172325,classic_shard_0_1000_per_fault.csv
941,7789,3,True,1,0,22,0,97,0.471491,classic_shard_0_1000_per_fault.csv
942,7789,4,True,1,0,22,0,92,0.473343,classic_shard_0_1000_per_fault.csv
943,7791,3,True,1,0,22,0,108,0.475294,classic_shard_0_1000_per_fault.csv
944,7836,3,True,1,0,5,0,12,0.108377,classic_shard_0_1000_per_fault.csv
945,7857,4,True,1,2,28,0,232,0.650094,classic_shard_0_1000_per_fault.csv
946,7862,3,True,1,4,36,0,373,0.858855,classic_shard_0_1000_per_fault.csv
947,7872,3,True,1,0,4,0,9,0.088619,classic_shard_0_1000_per_fault.csv
948,7873,3,True,1,0,4,0,9,0.085674,classic_shard_0_1000_per_fault.csv
949,7874,3,True,1,0,4,0,9,0.085596,classic_shard_0_1000_per_fault.csv
950,7874,4,True,1,0,2,0,1,0.041959,classic_shard_0_1000_per_fault.csv
951,7880,4,True,1,0,2,0,1,0.042253,classic_shard_0_1000_per_fault.csv
952,7884,4,True,1,0,2,0,1,0.043073,classic_shard_0_1000_per_fault.csv
953,7885,4,True,1,0,2,0,1,0.042448,classic_shard_0_1000_per_fault.csv
954,7886,3,True,1,0,4,0,9,0.086933,classic_shard_0_1000_per_fault.csv
955,7886,4,True,1,0,2,0,1,0.042563,classic_shard_0_1000_per_fault.csv
956,7888,4,True,1,0,2,0,1,0.042385,classic_shard_0_1000_per_fault.csv
957,7889,3,True,1,0,4,0,9,0.086199,classic_shard_0_1000_per_fault.csv
958,7890,4,True,1,0,2,0,1,0.042881,classic_shard_0_1000_per_fault.csv
959,7891,4,True,1,0,2,0,1,0.042761,classic_shard_0_1000_per_fault.csv
960,7898,3,True,1,0,4,0,9,0.087482,classic_shard_0_1000_per_fault.csv
961,7970,3,True,1,0,29,0,175,0.626697,classic_shard_0_1000_per_fault.csv
962,7971,3,False,2,63,176,0,537,5.013962,classic_shard_0_1000_per_fault.csv
963,7974,4,False,2,69,169,0,524,5.000924,classic_shard_0_1000_per_fault.csv
964,7976,3,True,1,0,27,0,137,0.580172,classic_shard_0_1000_per_fault.csv
965,7982,4,True,1,0,23,0,114,0.494569,classic_shard_0_1000_per_fault.csv
966,7983,3,True,1,0,32,0,163,0.688859,classic_shard_0_1000_per_fault.csv
967,7983,4,True,1,0,18,0,90,0.383848,classic_shard_0_1000_per_fault.csv
968,7986,4,True,1,0,17,0,72,0.363246,classic_shard_0_1000_per_fault.csv
969,7990,3,True,1,0,60,0,626,1.283072,classic_shard_0_1000_per_fault.csv
970,7991,4,False,2,59,180,0,386,5.013651,classic_shard_0_1000_per_fault.csv
971,7993,4,True,1,0,19,0,157,0.400884,classic_shard_0_1000_per_fault.csv
972,7994,3,True,1,0,20,0,128,0.419688,classic_shard_0_1000_per_fault.csv
973,7995,3,True,1,0,34,0,246,0.717898,classic_shard_0_1000_per_fault.csv
974,7998,4,True,1,0,23,0,205,0.480787,classic_shard_0_1000_per_fault.csv
975,7999,3,True,1,0,24,0,146,0.500125,classic_shard_0_1000_per_fault.csv
976,8000,4,True,1,0,46,0,271,0.968155,classic_shard_0_1000_per_fault.csv
977,8006,4,True,1,3,41,0,285,0.916688,classic_shard_0_1000_per_fault.csv
978,8009,3,True,1,7,68,0,377,1.566082,classic_shard_0_1000_per_fault.csv
979,8009,4,False,2,61,185,0,497,5.012447,classic_shard_0_1000_per_fault.csv
980,8014,3,False,2,50,186,0,587,5.032421,classic_shard_0_1000_per_fault.csv
981,8016,4,False,2,61,182,0,489,5.011499,classic_shard_0_1000_per_fault.csv
982,8018,3,False,2,62,182,0,533,5.016665,classic_shard_0_1000_per_fault.csv
983,8021,3,False,2,49,193,0,1554,5.035856,classic_shard_0_1000_per_fault.csv
984,8023,3,False,2,62,177,0,1712,5.016593,classic_shard_0_1000_per_fault.csv
985,8023,4,False,2,64,177,0,1706,5.030469,classic_shard_0_1000_per_fault.csv
986,8027,4,False,2,68,173,0,1383,5.016629,classic_shard_0_1000_per_fault.csv
987,8029,3,False,2,60,180,0,1281,5.016382,classic_shard_0_1000_per_fault.csv
988,8030,3,False,2,51,192,0,939,5.000677,classic_shard_0_1000_per_fault.csv
989,8031,3,False,2,45,199,0,1213,5.00027,classic_shard_0_1000_per_fault.csv
990,8038,3,False,2,51,191,0,939,5.000062,classic_shard_0_1000_per_fault.csv
991,8040,4,False,2,60,183,0,1256,5.051074,classic_shard_0_1000_per_fault.csv
992,8041,4,False,2,46,197,0,1235,5.008478,classic_shard_0_1000_per_fault.csv
993,8045,3,False,2,43,204,0,1140,5.125749,classic_shard_0_1000_per_fault.csv
994,8046,4,True,1,24,83,0,545,2.226206,classic_shard_0_1000_per_fault.csv
995,8051,4,True,1,29,88,0,495,2.416356,classic_shard_0_1000_per_fault.csv
996,8054,3,False,2,51,190,0,925,5.010765,classic_shard_0_1000_per_fault.csv
997,8055,4,True,1,15,65,0,435,1.659317,classic_shard_0_1000_per_fault.csv
998,8061,4,True,1,21,71,0,384,1.910788,classic_shard_0_1000_per_fault.csv
999,8064,4,False,2,57,183,0,1343,5.003744,classic_shard_0_1000_per_fault.csv
1000,8076,4,True,1,3,47,0,331,2.225286,classic_shard_1000_2000_per_fault.csv
1001,8077,4,True,1,12,63,0,367,3.542128,classic_shard_1000_2000_per_fault.csv
1002,8079,3,False,2,16,90,0,382,5.017056,classic_shard_1000_2000_per_fault.csv
1003,8080,3,False,2,10,94,0,290,5.034704,classic_shard_1000_2000_per_fault.csv
1004,8080,4,False,2,14,93,0,378,5.007598,classic_shard_1000_2000_per_fault.csv
1005,8081,3,False,2,0,102,0,1345,5.03946,classic_shard_1000_2000_per_fault.csv
1006,8081,4,False,2,7,99,0,1414,5.169121,classic_shard_1000_2000_per_fault.csv
1007,8085,3,False,2,17,86,0,388,5.009544,classic_shard_1000_2000_per_fault.csv
1008,8085,4,True,1,12,61,0,352,3.71251,classic_shard_1000_2000_per_fault.csv
1009,8088,3,False,2,11,96,0,290,5.080723,classic_shard_1000_2000_per_fault.csv
1010,8094,3,True,1,7,68,0,377,2.620677,classic_shard_1000_2000_per_fault.csv
1011,8100,4,False,2,34,180,0,1555,5.02789,classic_shard_1000_2000_per_fault.csv
1012,8101,4,False,2,44,164,0,867,5.164991,classic_shard_1000_2000_per_fault.csv
1013,8103,3,False,2,36,147,0,989,5.021629,classic_shard_1000_2000_per_fault.csv
1014,8106,4,False,2,49,169,0,889,5.041801,classic_shard_1000_2000_per_fault.csv
1015,8109,3,False,2,43,174,0,942,5.040986,classic_shard_1000_2000_per_fault.csv
1016,8112,4,True,1,29,88,0,500,2.690663,classic_shard_1000_2000_per_fault.csv
1017,8113,3,False,2,52,167,0,427,5.020329,classic_shard_1000_2000_per_fault.csv
1018,8114,3,False,2,27,178,0,1000,5.051057,classic_shard_1000_2000_per_fault.csv
1019,8115,3,False,2,42,174,0,856,5.019998,classic_shard_1000_2000_per_fault.csv
1020,8116,3,False,2,36,178,0,1086,5.132376,classic_shard_1000_2000_per_fault.csv
1021,8117,3,False,2,37,171,0,923,5.012283,classic_shard_1000_2000_per_fault.csv
1022,8119,3,False,2,36,147,0,897,5.000252,classic_shard_1000_2000_per_fault.csv
1023,8119,4,False,2,52,161,0,1021,5.016806,classic_shard_1000_2000_per_fault.csv
1024,8124,4,False,2,53,160,0,1292,5.021045,classic_shard_1000_2000_per_fault.csv
1025,8125,4,False,2,53,163,0,1063,5.067044,classic_shard_1000_2000_per_fault.csv
1026,8128,4,False,2,56,158,0,1081,5.016556,classic_shard_1000_2000_per_fault.csv
1027,8129,3,False,2,52,162,0,417,5.009725,classic_shard_1000_2000_per_fault.csv
1028,8131,3,False,2,22,151,0,1504,5.076902,classic_shard_1000_2000_per_fault.csv
1029,8132,3,False,2,49,166,0,550,5.018243,classic_shard_1000_2000_per_fault.csv
1030,8133,3,False,2,40,169,0,576,5.000076,classic_shard_1000_2000_per_fault.csv
1031,8135,3,False,2,35,147,0,591,5.02245,classic_shard_1000_2000_per_fault.csv
1032,8139,3,False,2,0,103,0,1348,5.035488,classic_shard_1000_2000_per_fault.csv
1033,8139,4,False,2,38,160,0,1464,5.056771,classic_shard_1000_2000_per_fault.csv
1034,8140,3,False,2,49,169,0,553,5.011539,classic_shard_1000_2000_per_fault.csv
1035,8140,4,True,1,0,42,0,343,0.999386,classic_shard_1000_2000_per_fault.csv
1036,8143,4,False,2,56,165,0,466,5.016693,classic_shard_1000_2000_per_fault.csv
1037,8144,3,True,1,7,68,0,377,1.758689,classic_shard_1000_2000_per_fault.csv
1038,8146,3,False,2,48,169,0,368,5.014989,classic_shard_1000_2000_per_fault.csv
1039,8147,3,False,2,34,179,0,1590,5.006353,classic_shard_1000_2000_per_fault.csv
1040,8148,3,False,2,49,168,0,550,5.002087,classic_shard_1000_2000_per_fault.csv
1041,8149,4,True,1,3,39,0,242,0.985058,classic_shard_1000_2000_per_fault.csv
1042,8153,3,False,2,43,146,0,464,5.013665,classic_shard_1000_2000_per_fault.csv
1043,8154,3,False,2,48,167,0,362,5.017652,classic_shard_1000_2000_per_fault.csv
1044,8155,3,False,2,47,168,0,1738,5.038307,classic_shard_1000_2000_per_fault.csv
1045,8161,3,False,2,43,173,0,1065,5.074219,classic_shard_1000_2000_per_fault.csv
1046,8170,4,True,1,23,81,0,538,2.40697,classic_shard_1000_2000_per_fault.csv
1047,8179,3,False,2,47,168,0,1738,5.036137,classic_shard_1000_2000_per_fault.csv
1048,8179,4,False,2,51,161,0,1174,5.009382,classic_shard_1000_2000_per_fault.csv
1049,8181,3,False,2,43,172,0,1200,5.016511,classic_shard_1000_2000_per_fault.csv
1050,8182,4,False,2,52,164,0,1609,5.021261,classic_shard_1000_2000_per_fault.csv
1051,8183,4,False,2,52,164,0,1576,5.018483,classic_shard_1000_2000_per_fault.csv
1052,8185,4,False,2,53,163,0,1447,5.007805,classic_shard_1000_2000_per_fault.csv
1053,8187,4,True,1,0,12,0,42,0.289701,classic_shard_1000_2000_per_fault.csv
1054,8188,4,True,1,0,12,0,41,0.28996,classic_shard_1000_2000_per_fault.csv
1055,8195,4,True,1,0,14,0,54,0.340677,classic_shard_1000_2000_per_fault.csv
1056,8197,4,True,1,0,13,0,46,0.453629,classic_shard_1000_2000_per_fault.csv
1057,8200,3,True,1,0,14,0,49,0.556706,classic_shard_1000_2000_per_fault.csv
1058,8209,3,False,2,64,142,0,172,5.000369,classic_shard_1000_2000_per_fault.csv
1059,8218,4,True,1,0,13,0,62,0.318095,classic_shard_1000_2000_per_fault.csv
1060,8219,4,True,1,0,13,0,62,0.319457,classic_shard_1000_2000_per_fault.csv
1061,8220,3,True,1,0,4,0,3,0.099268,classic_shard_1000_2000_per_fault.csv
1062,8222,4,True,1,0,13,0,62,0.320263,classic_shard_1000_2000_per_fault.csv
1063,8225,4,True,1,0,13,0,62,0.319821,classic_shard_1000_2000_per_fault.csv
1064,8229,3,True,1,0,4,0,3,0.099923,classic_shard_1000_2000_per_fault.csv
1065,8229,4,True,1,0,13,0,62,0.319234,classic_shard_1000_2000_per_fault.csv
1066,8230,4,True,1,0,13,0,62,0.318226,classic_shard_1000_2000_per_fault.csv
1067,8233,3,True,1,0,4,0,3,0.098826,classic_shard_1000_2000_per_fault.csv
1068,8237,3,True,1,0,4,0,3,0.098965,classic_shard_1000_2000_per_fault.csv
1069,8243,4,True,1,0,13,0,62,0.318092,classic_shard_1000_2000_per_fault.csv
1070,8244,3,True,1,0,4,0,3,0.099676,classic_shard_1000_2000_per_fault.csv
1071,8244,4,True,1,0,13,0,62,0.318265,classic_shard_1000_2000_per_fault.csv
1072,8245,3,True,1,0,4,0,3,0.09867,classic_shard_1000_2000_per_fault.csv
1073,8245,4,True,1,0,13,0,62,0.319222,classic_shard_1000_2000_per_fault.csv
1074,8280,3,True,1,0,4,0,10,0.098581,classic_shard_1000_2000_per_fault.csv
1075,8281,4,True,1,0,3,0,6,0.074883,classic_shard_1000_2000_per_fault.csv
1076,8282,3,True,1,0,4,0,9,0.098541,classic_shard_1000_2000_per_fault.csv
1077,8285,3,True,1,0,4,0,9,0.098671,classic_shard_1000_2000_per_fault.csv
1078,8287,3,True,1,0,4,0,9,0.098874,classic_shard_1000_2000_per_fault.csv
1079,8290,3,True,1,0,4,0,9,0.099358,classic_shard_1000_2000_per_fault.csv
1080,8291,3,True,1,0,4,0,9,0.099242,classic_shard_1000_2000_per_fault.csv
1081,8292,4,True,1,0,2,0,1,0.050555,classic_shard_1000_2000_per_fault.csv
1082,8293,3,True,1,0,4,0,9,0.099258,classic_shard_1000_2000_per_fault.csv
1083,8297,4,True,1,0,2,0,1,0.049806,classic_shard_1000_2000_per_fault.csv
1084,8301,4,True,1,0,2,0,1,0.051617,classic_shard_1000_2000_per_fault.csv
1085,8303,3,True,1,0,4,0,9,0.098634,classic_shard_1000_2000_per_fault.csv
1086,8303,4,True,1,0,2,0,1,0.050021,classic_shard_1000_2000_per_fault.csv
1087,8305,3,True,1,0,4,0,9,0.099573,classic_shard_1000_2000_per_fault.csv
1088,8305,4,True,1,0,2,0,1,0.057701,classic_shard_1000_2000_per_fault.csv
1089,8307,3,True,1,0,4,0,9,0.101453,classic_shard_1000_2000_per_fault.csv
1090,8307,4,True,1,0,2,0,1,0.050113,classic_shard_1000_2000_per_fault.csv
1091,8311,3,True,1,0,4,0,9,0.09921,classic_shard_1000_2000_per_fault.csv
1092,8313,3,True,1,0,4,0,7,0.098892,classic_shard_1000_2000_per_fault.csv
1093,8315,4,True,1,0,4,0,10,0.098522,classic_shard_1000_2000_per_fault.csv
1094,8380,3,True,1,0,4,0,7,0.098886,classic_shard_1000_2000_per_fault.csv
1095,8386,4,True,1,0,8,0,30,0.195354,classic_shard_1000_2000_per_fault.csv
1096,8401,4,True,1,0,8,0,18,0.193027,classic_shard_1000_2000_per_fault.csv
1097,8403,4,True,1,0,8,0,22,0.195563,classic_shard_1000_2000_per_fault.csv
1098,8412,4,True,1,0,12,0,42,0.291364,classic_shard_1000_2000_per_fault.csv
1099,8414,4,True,1,0,12,0,47,0.291006,classic_shard_1000_2000_per_fault.csv
1100,8416,3,True,1,0,25,0,124,0.60195,classic_shard_1000_2000_per_fault.csv
1101,8417,4,True,1,0,12,0,49,0.291428,classic_shard_1000_2000_per_fault.csv
1102,8422,3,True,1,0,39,0,212,0.938113,classic_shard_1000_2000_per_fault.csv
1103,8423,3,False,2,46,172,0,683,5.097029,classic_shard_1000_2000_per_fault.csv
1104,8425,3,False,2,52,178,0,658,5.383309,classic_shard_1000_2000_per_fault.csv
1105,8428,3,False,2,34,181,0,700,5.010408,classic_shard_1000_2000_per_fault.csv
1106,8428,4,False,2,43,174,0,635,5.00424,classic_shard_1000_2000_per_fault.csv
1107,8430,4,True,1,0,25,0,214,0.592673,classic_shard_1000_2000_per_fault.csv
1108,8432,3,False,2,48,165,0,614,5.004551,classic_shard_1000_2000_per_fault.csv
1109,8433,4,True,1,0,24,0,185,0.57166,classic_shard_1000_2000_per_fault.csv
1110,8434,3,False,2,38,175,0,671,5.005301,classic_shard_1000_2000_per_fault.csv
1111,8435,3,False,2,56,163,0,644,5.097654,classic_shard_1000_2000_per_fault.csv
1112,8437,3,True,1,0,37,0,172,0.892626,classic_shard_1000_2000_per_fault.csv
1113,8437,4,True,1,0,22,0,141,0.537725,classic_shard_1000_2000_per_fault.csv
1114,8438,4,True,1,0,21,0,147,0.499799,classic_shard_1000_2000_per_fault.csv
1115,8441,3,True,1,0,39,0,211,0.938666,classic_shard_1000_2000_per_fault.csv
1116,8443,4,True,1,0,19,0,148,0.454404,classic_shard_1000_2000_per_fault.csv
1117,8445,4,True,1,0,19,0,148,0.454473,classic_shard_1000_2000_per_fault.csv
1118,8446,3,True,1,0,39,0,231,0.937668,classic_shard_1000_2000_per_fault.csv
1119,8448,4,False,2,52,162,0,1273,5.009449,classic_shard_1000_2000_per_fault.csv
1120,8454,3,True,1,0,22,0,107,0.526232,classic_shard_1000_2000_per_fault.csv
1121,8456,3,True,1,0,22,0,110,0.524465,classic_shard_1000_2000_per_fault.csv
1122,8463,4,True,1,0,22,0,172,0.522218,classic_shard_1000_2000_per_fault.csv
1123,8467,4,False,2,64,148,0,732,5.005573,classic_shard_1000_2000_per_fault.csv
1124,8468,3,True,1,0,19,0,80,0.462895,classic_shard_1000_2000_per_fault.csv
1125,8468,4,True,1,0,33,0,218,0.806398,classic_shard_1000_2000_per_fault.csv
1126,8469,4,True,1,0,19,0,114,0.461996,classic_shard_1000_2000_per_fault.csv
1127,8474,3,True,1,0,39,0,256,0.951668,classic_shard_1000_2000_per_fault.csv
1128,8474,4,True,1,0,24,0,173,0.574685,classic_shard_1000_2000_per_fault.csv
1129,8475,4,True,1,0,23,0,222,0.544204,classic_shard_1000_2000_per_fault.csv
1130,8480,3,True,1,2,25,0,117,0.642823,classic_shard_1000_2000_per_fault.csv
1131,8482,3,True,1,0,66,0,589,1.581432,classic_shard_1000_2000_per_fault.csv
1132,8484,3,True,1,0,33,0,146,0.805931,classic_shard_1000_2000_per_fault.csv
1133,8489,3,False,2,59,155,0,718,5.023254,classic_shard_1000_2000_per_fault.csv
1134,8491,4,True,1,0,29,0,188,0.691837,classic_shard_1000_2000_per_fault.csv
1135,8492,3,True,1,1,31,0,181,0.764148,classic_shard_1000_2000_per_fault.csv
1136,8493,3,True,1,0,16,0,56,0.381376,classic_shard_1000_2000_per_fault.csv
1137,8493,4,True,1,0,22,0,82,0.525937,classic_shard_1000_2000_per_fault.csv
1138,8496,4,True,1,33,98,0,268,3.056308,classic_shard_1000_2000_per_fault.csv
1139,8497,3,False,2,52,167,0,597,5.052699,classic_shard_1000_2000_per_fault.csv
1140,8503,3,False,2,52,165,0,565,5.019389,classic_shard_1000_2000_per_fault.csv
1141,8503,4,False,2,49,166,0,335,5.009053,classic_shard_1000_2000_per_fault.csv
1142,8505,3,False,2,52,157,0,514,5.019893,classic_shard_1000_2000_per_fault.csv
1143,8506,3,False,2,25,106,0,458,5.091269,classic_shard_1000_2000_per_fault.csv
1144,8510,3,True,1,0,40,0,217,1.879402,classic_shard_1000_2000_per_fault.csv
1145,8513,4,True,1,0,26,0,267,1.248902,classic_shard_1000_2000_per_fault.csv
1146,8514,3,True,1,0,67,0,520,3.158337,classic_shard_1000_2000_per_fault.csv
1147,8515,4,False,2,23,87,0,757,5.010961,classic_shard_1000_2000_per_fault.csv
1148,8516,4,True,1,0,5,0,14,0.246629,classic_shard_1000_2000_per_fault.csv
1149,8519,3,True,1,0,5,0,19,0.243105,classic_shard_1000_2000_per_fault.csv
1150,8521,3,True,1,0,5,0,19,0.239512,classic_shard_1000_2000_per_fault.csv
1151,8523,3,True,1,0,5,0,19,0.242452,classic_shard_1000_2000_per_fault.csv
1152,8524,3,True,1,0,5,0,19,0.245855,classic_shard_1000_2000_per_fault.csv
1153,8529,3,True,1,0,5,0,19,0.245831,classic_shard_1000_2000_per_fault.csv
1154,8534,3,True,1,0,5,0,19,0.239747,classic_shard_1000_2000_per_fault.csv
1155,8536,4,True,1,0,4,0,6,0.193977,classic_shard_1000_2000_per_fault.csv
1156,8537,4,True,1,0,4,0,6,0.193176,classic_shard_1000_2000_per_fault.csv
1157,8539,3,True,1,0,5,0,19,0.239299,classic_shard_1000_2000_per_fault.csv
1158,8541,4,True,1,0,4,0,6,0.197072,classic_shard_1000_2000_per_fault.csv
1159,8542,4,True,1,0,4,0,6,0.192505,classic_shard_1000_2000_per_fault.csv
1160,8544,3,True,1,0,5,0,19,0.242768,classic_shard_1000_2000_per_fault.csv
1161,8553,3,True,1,0,11,0,63,0.522966,classic_shard_1000_2000_per_fault.csv
1162,8556,3,True,1,0,11,0,51,0.524302,classic_shard_1000_2000_per_fault.csv
1163,8559,4,True,1,0,7,0,37,0.340564,classic_shard_1000_2000_per_fault.csv
1164,8561,4,True,1,0,7,0,37,0.336652,classic_shard_1000_2000_per_fault.csv
1165,8563,4,True,1,11,48,0,388,2.737699,classic_shard_1000_2000_per_fault.csv
1166,8566,4,True,1,0,24,0,221,1.106988,classic_shard_1000_2000_per_fault.csv
1167,8569,4,True,1,0,24,0,221,1.116095,classic_shard_1000_2000_per_fault.csv
1168,8575,3,False,2,10,98,0,845,5.012512,classic_shard_1000_2000_per_fault.csv
1169,8575,4,True,1,0,21,0,183,0.983248,classic_shard_1000_2000_per_fault.csv
1170,8576,3,True,1,0,34,0,220,1.65917,classic_shard_1000_2000_per_fault.csv
1171,8580,4,True,1,0,20,0,163,0.943002,classic_shard_1000_2000_per_fault.csv
1172,8582,3,False,2,10,98,0,889,5.009151,classic_shard_1000_2000_per_fault.csv
1173,8584,3,True,1,0,34,0,216,1.586841,classic_shard_1000_2000_per_fault.csv
1174,8585,3,True,1,10,60,0,432,3.213687,classic_shard_1000_2000_per_fault.csv
1175,8586,4,True,1,0,20,0,163,0.930551,classic_shard_1000_2000_per_fault.csv
1176,8590,4,True,1,0,20,0,164,0.967906,classic_shard_1000_2000_per_fault.csv
1177,8591,3,False,2,10,97,0,841,5.020418,classic_shard_1000_2000_per_fault.csv
1178,8591,4,True,1,0,20,0,164,0.936973,classic_shard_1000_2000_per_fault.csv
1179,8592,3,True,1,0,34,0,216,1.589809,classic_shard_1000_2000_per_fault.csv
1180,8593,4,True,1,0,20,0,164,0.929861,classic_shard_1000_2000_per_fault.csv
1181,8594,3,True,1,10,60,0,432,3.266608,classic_shard_1000_2000_per_fault.csv
1182,8595,3,False,2,10,98,0,873,5.043703,classic_shard_1000_2000_per_fault.csv
1183,8595,4,True,1,0,20,0,165,0.936093,classic_shard_1000_2000_per_fault.csv
1184,8601,3,True,1,10,60,0,432,3.275768,classic_shard_1000_2000_per_fault.csv
1185,8609,3,True,1,10,60,0,432,3.280962,classic_shard_1000_2000_per_fault.csv
1186,8610,3,True,1,10,60,0,432,3.231898,classic_shard_1000_2000_per_fault.csv
1187,8610,4,True,1,0,20,0,164,0.927081,classic_shard_1000_2000_per_fault.csv
1188,8613,4,True,1,0,20,0,167,0.923289,classic_shard_1000_2000_per_fault.csv
1189,8615,4,True,1,0,20,0,167,0.936668,classic_shard_1000_2000_per_fault.csv
1190,8621,4,True,1,1,23,0,173,1.11368,classic_shard_1000_2000_per_fault.csv
1191,8622,3,False,2,10,96,0,874,5.034464,classic_shard_1000_2000_per_fault.csv
1192,8625,4,True,1,1,23,0,173,1.125027,classic_shard_1000_2000_per_fault.csv
1193,8626,4,True,1,1,23,0,173,1.131337,classic_shard_1000_2000_per_fault.csv
1194,8627,3,False,2,5,103,0,851,5.004671,classic_shard_1000_2000_per_fault.csv
1195,8627,4,True,1,1,24,0,179,1.194603,classic_shard_1000_2000_per_fault.csv
1196,8629,3,False,2,21,85,0,546,5.035517,classic_shard_1000_2000_per_fault.csv
1197,8631,4,True,1,1,23,0,175,1.130166,classic_shard_1000_2000_per_fault.csv
1198,8635,3,False,2,5,103,0,851,5.055777,classic_shard_1000_2000_per_fault.csv
1199,8636,3,True,1,0,34,0,215,1.587511,classic_shard_1000_2000_per_fault.csv
1200,8637,4,True,1,1,23,0,174,1.139587,classic_shard_1000_2000_per_fault.csv
1201,8641,4,True,1,1,23,0,174,1.129224,classic_shard_1000_2000_per_fault.csv
1202,8646,3,True,1,0,20,0,163,0.934654,classic_shard_1000_2000_per_fault.csv
1203,8647,4,True,1,0,20,0,161,0.945291,classic_shard_1000_2000_per_fault.csv
1204,8648,3,True,1,0,34,0,215,1.593632,classic_shard_1000_2000_per_fault.csv
1205,8650,4,True,1,0,19,0,157,0.878776,classic_shard_1000_2000_per_fault.csv
1206,8654,3,True,1,10,60,0,432,3.24242,classic_shard_1000_2000_per_fault.csv
1207,8655,3,False,2,5,103,0,851,5.062488,classic_shard_1000_2000_per_fault.csv
1208,8658,3,False,2,10,95,0,861,5.023825,classic_shard_1000_2000_per_fault.csv
1209,8660,3,True,1,0,34,0,216,1.613272,classic_shard_1000_2000_per_fault.csv
1210,8667,3,False,2,10,97,0,841,5.026142,classic_shard_1000_2000_per_fault.csv
1211,8668,4,True,1,0,22,0,199,1.030673,classic_shard_1000_2000_per_fault.csv
1212,8669,3,True,1,10,60,0,432,3.250597,classic_shard_1000_2000_per_fault.csv
1213,8669,4,True,1,0,22,0,199,1.05356,classic_shard_1000_2000_per_fault.csv
1214,8673,4,True,1,0,22,0,198,1.044327,classic_shard_1000_2000_per_fault.csv
1215,8676,4,True,1,0,22,0,198,1.031065,classic_shard_1000_2000_per_fault.csv
1216,8677,3,True,1,10,60,0,432,3.244937,classic_shard_1000_2000_per_fault.csv
1217,8677,4,True,1,0,22,0,198,1.024009,classic_shard_1000_2000_per_fault.csv
1218,8679,3,True,1,0,21,0,178,0.973929,classic_shard_1000_2000_per_fault.csv
1219,8680,4,True,1,0,28,0,199,1.310786,classic_shard_1000_2000_per_fault.csv
1220,8683,4,True,1,0,22,0,176,1.035266,classic_shard_1000_2000_per_fault.csv
1221,8684,4,True,1,0,21,0,156,0.97723,classic_shard_1000_2000_per_fault.csv
1222,8687,3,True,1,0,26,0,68,1.237798,classic_shard_1000_2000_per_fault.csv
1223,8689,3,True,1,0,36,0,259,1.675185,classic_shard_1000_2000_per_fault.csv
1224,8689,4,True,1,0,22,0,203,1.021015,classic_shard_1000_2000_per_fault.csv
1225,8695,4,True,1,0,15,0,62,0.700945,classic_shard_1000_2000_per_fault.csv
1226,8698,3,True,1,0,36,0,259,1.709436,classic_shard_1000_2000_per_fault.csv
1227,8709,3,False,2,18,93,0,389,5.057918,classic_shard_1000_2000_per_fault.csv
1228,8714,3,False,2,19,93,0,376,5.071609,classic_shard_1000_2000_per_fault.csv
1229,8715,4,False,2,14,97,0,403,5.063283,classic_shard_1000_2000_per_fault.csv
1230,8717,3,False,2,10,97,0,877,5.033855,classic_shard_1000_2000_per_fault.csv
1231,8720,3,False,2,10,97,0,893,5.007756,classic_shard_1000_2000_per_fault.csv
1232,8720,4,True,1,0,20,0,169,0.939629,classic_shard_1000_2000_per_fault.csv
1233,8721,4,True,1,0,20,0,169,0.953075,classic_shard_1000_2000_per_fault.csv
1234,8722,3,True,1,0,34,0,220,1.61439,classic_shard_1000_2000_per_fault.csv
1235,8723,3,True,1,10,60,0,436,3.254802,classic_shard_1000_2000_per_fault.csv
1236,8724,4,True,1,0,20,0,169,0.950084,classic_shard_1000_2000_per_fault.csv
1237,8727,4,True,1,0,20,0,223,0.941567,classic_shard_1000_2000_per_fault.csv
1238,8730,4,True,1,0,21,0,217,0.995564,classic_shard_1000_2000_per_fault.csv
1239,8731,4,True,1,0,36,0,244,1.713798,classic_shard_1000_2000_per_fault.csv
1240,8732,4,True,1,0,38,0,253,1.803237,classic_shard_1000_2000_per_fault.csv
1241,8735,3,True,1,0,15,0,66,0.722862,classic_shard_1000_2000_per_fault.csv
1242,8735,4,True,1,0,26,0,84,1.251781,classic_shard_1000_2000_per_fault.csv
1243,8738,4,True,1,0,36,0,275,1.719883,classic_shard_1000_2000_per_fault.csv
1244,8739,4,False,2,10,96,0,878,5.001785,classic_shard_1000_2000_per_fault.csv
1245,8740,4,True,1,6,66,0,411,3.403574,classic_shard_1000_2000_per_fault.csv
