fault_index,circuit,bench,gate_id,stuck_at,fault_val,atalanta_backtracks,atalanta_backtracks_min,atalanta_backtracks_max,atalanta_time_s_max,ai_ok,ai_result_code,ai_backtracks,ai_recursive_calls,ai_time_s,ai_precheck_success,ai_has_reconv_pairs,ai_error,backtrack_reduction,backtrack_reduction_pct
0,b14,data/bench/ITC99_all_numeric/b14.bench,410,0,3,100001,100001,100001,17.65,True,1,0,3,0.309181,False,True,,100001,1.0
1,b14,data/bench/ITC99_all_numeric/b14.bench,410,1,4,100001,100001,100001,17.367,True,1,0,3,0.0713,False,True,,100001,1.0
2,b14,data/bench/ITC99_all_numeric/b14.bench,411,0,3,100001,100001,100001,17.433,True,1,0,3,0.116145,False,True,,100001,1.0
3,b14,data/bench/ITC99_all_numeric/b14.bench,411,1,4,100001,100001,100001,17.333,True,1,0,3,0.123471,False,True,,100001,1.0
4,b14,data/bench/ITC99_all_numeric/b14.bench,994,0,3,100001,100001,100001,19.483,True,1,0,11,0.105775,False,True,,100001,1.0
5,b14,data/bench/ITC99_all_numeric/b14.bench,1272,0,3,100001,100001,100001,20.2,True,1,0,2,0.13587,False,True,,100001,1.0
6,b14,data/bench/ITC99_all_numeric/b14.bench,1637,0,3,100001,100001,100001,6.55,True,1,0,3,0.045657,False,True,,100001,1.0
7,b14,data/bench/ITC99_all_numeric/b14.bench,1901,1,4,100001,100001,100001,8.5,True,1,0,6,0.052916,False,True,,100001,1.0
8,b14,data/bench/ITC99_all_numeric/b14.bench,2002,0,3,100001,100001,100001,6.733,True,1,0,2,0.024908,False,True,,100001,1.0
9,b14,data/bench/ITC99_all_numeric/b14.bench,2463,1,4,100001,100001,100001,4.883,True,1,0,28,0.224457,False,True,,100001,1.0
10,b14,data/bench/ITC99_all_numeric/b14.bench,2637,0,3,100001,100001,100001,6.35,True,1,0,3,0.119948,False,True,,100001,1.0
11,b14,data/bench/ITC99_all_numeric/b14.bench,2637,1,4,100001,100001,100001,6.467,True,1,0,13,0.139657,False,True,,100001,1.0
12,b14,data/bench/ITC99_all_numeric/b14.bench,2728,1,4,100001,100001,100001,6.733,False,2,0,642,5.000131,False,True,AI mode exceeded its 5.000s total budget,100001,1.0
13,b14,data/bench/ITC99_all_numeric/b14.bench,2999,0,3,100001,100001,100001,234.05,True,1,0,4,0.038643,False,True,,100001,1.0
14,b14,data/bench/ITC99_all_numeric/b14.bench,3002,0,3,100001,100001,100001,78.217,True,1,0,4,0.045289,False,True,,100001,1.0
15,b14,data/bench/ITC99_all_numeric/b14.bench,3003,0,3,100001,100001,100001,209.417,True,1,0,2,0.023585,False,True,,100001,1.0
16,b14,data/bench/ITC99_all_numeric/b14.bench,3017,1,4,100001,100001,100001,10.383,True,1,0,3,0.026641,False,True,,100001,1.0
17,b14,data/bench/ITC99_all_numeric/b14.bench,3127,1,4,100001,100001,100001,12.8,True,1,0,3,0.032848,False,True,,100001,1.0
18,b14,data/bench/ITC99_all_numeric/b14.bench,3426,0,3,100001,100001,100001,4.75,True,1,0,48,0.607901,False,True,,100001,1.0
19,b14,data/bench/ITC99_all_numeric/b14.bench,3585,0,3,100001,100001,100001,6.783,True,1,0,10,0.116896,False,True,,100001,1.0
20,b14,data/bench/ITC99_all_numeric/b14.bench,3585,1,4,100001,100001,100001,6.133,True,1,0,14,0.148894,False,True,,100001,1.0
21,b14,data/bench/ITC99_all_numeric/b14.bench,3930,0,3,100001,100001,100001,127.6,True,1,0,9,0.079918,False,True,,100001,1.0
22,b14,data/bench/ITC99_all_numeric/b14.bench,3939,0,3,100001,100001,100001,42.567,True,1,0,10,0.087296,False,True,,100001,1.0
23,b14,data/bench/ITC99_all_numeric/b14.bench,3943,0,3,100001,100001,100001,114.833,True,1,0,10,0.084084,False,True,,100001,1.0
24,b14,data/bench/ITC99_all_numeric/b14.bench,3945,0,3,100001,100001,100001,9.95,True,1,0,7,0.065854,False,True,,100001,1.0
25,b14,data/bench/ITC99_all_numeric/b14.bench,3984,1,4,100001,100001,100001,8.033,True,1,0,8,0.070589,False,True,,100001,1.0
26,b14,data/bench/ITC99_all_numeric/b14.bench,4939,0,3,100001,100001,100001,11.85,True,1,0,10,0.120288,False,True,,100001,1.0
27,b14,data/bench/ITC99_all_numeric/b14.bench,5081,0,3,100001,100001,100001,107.15,True,1,0,9,0.16504,False,True,,100001,1.0
28,b14,data/bench/ITC99_all_numeric/b14.bench,5087,0,3,100001,100001,100001,34.217,True,1,0,8,0.081962,False,True,,100001,1.0
29,b14,data/bench/ITC99_all_numeric/b14.bench,5090,0,3,100001,100001,100001,9.833,True,1,0,9,0.111244,False,True,,100001,1.0
30,b14,data/bench/ITC99_all_numeric/b14.bench,5091,1,4,100001,100001,100001,9.6,True,1,0,15,0.160382,False,True,,100001,1.0
31,b14,data/bench/ITC99_all_numeric/b14.bench,5095,1,4,100001,100001,100001,16.317,True,1,0,15,0.147285,False,True,,100001,1.0
32,b14,data/bench/ITC99_all_numeric/b14.bench,7625,0,3,100001,100001,100001,45.383,True,1,0,9,0.091122,False,True,,100001,1.0
33,b14,data/bench/ITC99_all_numeric/b14.bench,7631,0,3,100001,100001,100001,22.183,True,1,0,7,0.090059,False,True,,100001,1.0
34,b14,data/bench/ITC99_all_numeric/b14.bench,7634,0,3,100001,100001,100001,58.533,True,1,0,9,0.079101,False,True,,100001,1.0
35,b14,data/bench/ITC99_all_numeric/b14.bench,7839,0,3,100001,100001,100001,15.167,True,1,0,10,0.192154,False,True,,100001,1.0
36,b14,data/bench/ITC99_all_numeric/b14.bench,7842,0,3,100001,100001,100001,37.2,True,1,0,14,0.15164,False,True,,100001,1.0
37,b14,data/bench/ITC99_all_numeric/b14.bench,8054,0,3,100001,100001,100001,11.317,True,1,0,15,0.137351,False,True,,100001,1.0
38,b14,data/bench/ITC99_all_numeric/b14.bench,8068,0,3,100001,100001,100001,5.533,True,1,0,10,0.098869,False,True,,100001,1.0
39,b14,data/bench/ITC99_all_numeric/b14.bench,8069,0,3,100001,100001,100001,11.817,True,1,0,7,0.067582,False,True,,100001,1.0
40,b14,data/bench/ITC99_all_numeric/b14.bench,8275,0,3,100001,100001,100001,11.65,True,1,0,10,0.109904,False,True,,100001,1.0
41,b14,data/bench/ITC99_all_numeric/b14.bench,9262,0,3,100001,100001,100001,4.483,True,1,0,10,0.126883,False,True,,100001,1.0
42,b14,data/bench/ITC99_all_numeric/b14.bench,9509,1,4,100001,100001,100001,4.35,True,1,0,11,0.163496,False,True,,100001,1.0
43,b15,data/bench/ITC99_all_numeric/b15_1.bench,632,0,3,100001,100001,100001,12.1,True,1,0,4,0.060645,False,True,,100001,1.0
44,b15,data/bench/ITC99_all_numeric/b15_1.bench,633,1,4,100001,100001,100001,12.283,True,1,0,6,0.073346,False,True,,100001,1.0
45,b15,data/bench/ITC99_all_numeric/b15_1.bench,634,1,4,100001,100001,100001,11.517,True,1,0,6,0.075322,False,True,,100001,1.0
46,b15,data/bench/ITC99_all_numeric/b15_1.bench,989,0,3,100001,100001,100001,12.083,True,1,0,2,0.050422,False,True,,100001,1.0
47,b15,data/bench/ITC99_all_numeric/b15_1.bench,989,1,4,100001,100001,100001,11.8,True,1,0,4,0.067913,False,True,,100001,1.0
48,b15,data/bench/ITC99_all_numeric/b15_1.bench,992,0,3,100001,100001,100001,11.467,True,1,0,2,0.050315,False,True,,100001,1.0
49,b15,data/bench/ITC99_all_numeric/b15_1.bench,992,1,4,100001,100001,100001,11.15,True,1,0,4,0.069583,False,True,,100001,1.0
50,b15,data/bench/ITC99_all_numeric/b15_1.bench,993,0,3,100001,100001,100001,11.933,True,1,0,5,0.066174,False,True,,100001,1.0
51,b15,data/bench/ITC99_all_numeric/b15_1.bench,993,1,4,100001,100001,100001,11.6,True,1,0,3,0.03769,False,True,,100001,1.0
52,b15,data/bench/ITC99_all_numeric/b15_1.bench,996,0,3,100001,100001,100001,11.783,True,1,0,9,0.097853,False,True,,100001,1.0
53,b15,data/bench/ITC99_all_numeric/b15_1.bench,996,1,4,100001,100001,100001,11.633,True,1,0,7,0.076066,False,True,,100001,1.0
54,b15,data/bench/ITC99_all_numeric/b15_1.bench,1211,1,4,100001,100001,100001,10.867,True,1,0,4,0.043892,False,True,,100001,1.0
55,b15,data/bench/ITC99_all_numeric/b15_1.bench,1223,0,3,100001,100001,100001,11.517,True,1,0,9,0.100143,False,True,,100001,1.0
56,b15,data/bench/ITC99_all_numeric/b15_1.bench,1223,1,4,100001,100001,100001,11.5,True,1,0,17,0.172845,False,True,,100001,1.0
57,b15,data/bench/ITC99_all_numeric/b15_1.bench,1346,0,3,100001,100001,100001,3.117,True,1,0,4,0.102252,False,True,,100001,1.0
58,b15,data/bench/ITC99_all_numeric/b15_1.bench,1467,0,3,100001,100001,100001,11.317,True,1,0,5,0.069826,False,True,,100001,1.0
59,b15,data/bench/ITC99_all_numeric/b15_1.bench,1467,1,4,100001,100001,100001,11.567,False,2,0,506,5.000127,False,True,AI mode exceeded its 5.000s total budget,100001,1.0
60,b15,data/bench/ITC99_all_numeric/b15_1.bench,1470,1,4,100001,100001,100001,10.383,True,1,0,6,0.070952,False,True,,100001,1.0
61,b15,data/bench/ITC99_all_numeric/b15_1.bench,1649,1,4,100001,100001,100001,10.267,True,1,0,21,0.210765,False,True,,100001,1.0
62,b15,data/bench/ITC99_all_numeric/b15_1.bench,1653,1,4,100001,100001,100001,15.433,False,2,0,496,5.000084,False,True,AI mode exceeded its 5.000s total budget,100001,1.0
63,b15,data/bench/ITC99_all_numeric/b15_1.bench,1708,1,4,100001,100001,100001,10.1,False,2,0,531,5.001624,False,True,AI mode exceeded its 5.000s total budget,100001,1.0
64,b15,data/bench/ITC99_all_numeric/b15_1.bench,1961,1,4,100001,100001,100001,10.383,False,2,0,519,5.000114,False,True,AI mode exceeded its 5.000s total budget,100001,1.0
65,b15,data/bench/ITC99_all_numeric/b15_1.bench,2024,0,3,100001,100001,100001,10.9,True,1,0,2,0.029167,False,True,,100001,1.0
66,b15,data/bench/ITC99_all_numeric/b15_1.bench,2035,1,4,100001,100001,100001,9.083,True,1,0,36,0.332907,False,True,,100001,1.0
67,b15,data/bench/ITC99_all_numeric/b15_1.bench,2144,0,3,100001,100001,100001,9.083,True,1,0,4,0.144033,False,True,,100001,1.0
68,b15,data/bench/ITC99_all_numeric/b15_1.bench,2144,1,4,100001,100001,100001,17.75,True,1,0,16,0.208775,False,True,,100001,1.0
69,b15,data/bench/ITC99_all_numeric/b15_1.bench,2261,0,3,100001,100001,100001,9.75,True,1,0,5,0.057191,False,True,,100001,1.0
70,b15,data/bench/ITC99_all_numeric/b15_1.bench,2262,0,3,100001,100001,100001,10.9,True,1,0,2,0.026045,False,True,,100001,1.0
71,b15,data/bench/ITC99_all_numeric/b15_1.bench,2263,0,3,100001,100001,100001,8.067,True,1,0,5,0.054126,False,True,,100001,1.0
72,b15,data/bench/ITC99_all_numeric/b15_1.bench,2264,0,3,100001,100001,100001,8.45,True,1,0,2,0.025009,False,True,,100001,1.0
73,b15,data/bench/ITC99_all_numeric/b15_1.bench,2269,0,3,100001,100001,100001,9.917,True,1,0,5,0.05198,False,True,,100001,1.0
74,b15,data/bench/ITC99_all_numeric/b15_1.bench,2270,0,3,100001,100001,100001,10.817,True,1,0,2,0.026978,False,True,,100001,1.0
75,b15,data/bench/ITC99_all_numeric/b15_1.bench,2271,0,3,100001,100001,100001,8.05,True,1,0,5,0.060284,False,True,,100001,1.0
76,b15,data/bench/ITC99_all_numeric/b15_1.bench,2272,0,3,100001,100001,100001,8.483,True,1,0,2,0.025155,False,True,,100001,1.0
77,b15,data/bench/ITC99_all_numeric/b15_1.bench,2277,0,3,100001,100001,100001,9.917,True,1,0,5,0.054706,False,True,,100001,1.0
78,b15,data/bench/ITC99_all_numeric/b15_1.bench,2278,0,3,100001,100001,100001,11.017,True,1,0,2,0.076851,False,True,,100001,1.0
79,b15,data/bench/ITC99_all_numeric/b15_1.bench,2279,0,3,100001,100001,100001,7.983,True,1,0,5,0.053912,False,True,,100001,1.0
80,b15,data/bench/ITC99_all_numeric/b15_1.bench,2280,0,3,100001,100001,100001,8.383,True,1,0,2,0.025878,False,True,,100001,1.0
81,b15,data/bench/ITC99_all_numeric/b15_1.bench,2285,0,3,100001,100001,100001,9.683,True,1,0,2,0.02552,False,True,,100001,1.0
82,b15,data/bench/ITC99_all_numeric/b15_1.bench,2286,0,3,100001,100001,100001,10.867,True,1,0,2,0.025676,False,True,,100001,1.0
83,b15,data/bench/ITC99_all_numeric/b15_1.bench,2287,0,3,100001,100001,100001,7.933,True,1,0,4,0.042476,False,True,,100001,1.0
84,b15,data/bench/ITC99_all_numeric/b15_1.bench,2288,0,3,100001,100001,100001,8.367,True,1,0,2,0.025253,False,True,,100001,1.0
85,b15,data/bench/ITC99_all_numeric/b15_1.bench,2293,0,3,100001,100001,100001,9.75,True,1,0,4,0.044089,False,True,,100001,1.0
86,b15,data/bench/ITC99_all_numeric/b15_1.bench,2294,0,3,100001,100001,100001,10.933,True,1,0,2,0.0263,False,True,,100001,1.0
87,b15,data/bench/ITC99_all_numeric/b15_1.bench,2295,0,3,100001,100001,100001,7.967,True,1,0,2,0.02676,False,True,,100001,1.0
88,b15,data/bench/ITC99_all_numeric/b15_1.bench,2296,0,3,100001,100001,100001,8.383,True,1,0,4,0.043135,False,True,,100001,1.0
89,b15,data/bench/ITC99_all_numeric/b15_1.bench,2302,0,3,100001,100001,100001,10.85,True,1,0,4,0.046164,False,True,,100001,1.0
90,b15,data/bench/ITC99_all_numeric/b15_1.bench,2303,0,3,100001,100001,100001,8.017,True,1,0,2,0.027882,False,True,,100001,1.0
91,b15,data/bench/ITC99_all_numeric/b15_1.bench,2304,0,3,100001,100001,100001,8.417,True,1,0,2,0.026643,False,True,,100001,1.0
92,b15,data/bench/ITC99_all_numeric/b15_1.bench,2309,0,3,100001,100001,100001,9.817,True,1,0,5,0.053199,False,True,,100001,1.0
93,b15,data/bench/ITC99_all_numeric/b15_1.bench,2310,0,3,100001,100001,100001,10.85,True,1,0,2,0.024464,False,True,,100001,1.0
94,b15,data/bench/ITC99_all_numeric/b15_1.bench,2311,0,3,100001,100001,100001,7.95,True,1,0,5,0.060187,False,True,,100001,1.0
95,b15,data/bench/ITC99_all_numeric/b15_1.bench,2312,0,3,100001,100001,100001,8.4,True,1,0,2,0.027261,False,True,,100001,1.0
96,b15,data/bench/ITC99_all_numeric/b15_1.bench,2317,0,3,100001,100001,100001,9.733,True,1,0,5,0.056636,False,True,,100001,1.0
97,b15,data/bench/ITC99_all_numeric/b15_1.bench,2318,0,3,100001,100001,100001,10.917,True,1,0,2,0.027884,False,True,,100001,1.0
98,b15,data/bench/ITC99_all_numeric/b15_1.bench,2319,0,3,100001,100001,100001,7.9,True,1,0,5,0.055612,False,True,,100001,1.0
99,b15,data/bench/ITC99_all_numeric/b15_1.bench,2320,0,3,100001,100001,100001,8.333,True,1,0,2,0.025291,False,True,,100001,1.0
100,b15,data/bench/ITC99_all_numeric/b15_1.bench,2362,0,3,100001,100001,100001,15.483,True,1,0,2,0.029084,False,True,,100001,1.0
101,b15,data/bench/ITC99_all_numeric/b15_1.bench,2362,1,4,100001,100001,100001,8.833,True,1,0,4,0.04462,False,True,,100001,1.0
102,b15,data/bench/ITC99_all_numeric/b15_1.bench,2365,0,3,100001,100001,100001,8.467,True,1,0,2,0.025643,False,True,,100001,1.0
103,b15,data/bench/ITC99_all_numeric/b15_1.bench,2383,0,3,100001,100001,100001,8.3,True,1,0,2,0.025884,False,True,,100001,1.0
104,b15,data/bench/ITC99_all_numeric/b15_1.bench,2543,0,3,100001,100001,100001,9.783,True,1,0,4,0.04523,False,True,,100001,1.0
105,b15,data/bench/ITC99_all_numeric/b15_1.bench,2544,0,3,100001,100001,100001,10.867,True,1,0,2,0.026712,False,True,,100001,1.0
106,b15,data/bench/ITC99_all_numeric/b15_1.bench,2544,1,4,100001,100001,100001,10.733,True,1,0,9,0.090516,False,True,,100001,1.0
107,b15,data/bench/ITC99_all_numeric/b15_1.bench,2545,0,3,100001,100001,100001,7.967,True,1,0,2,0.024948,False,True,,100001,1.0
108,b15,data/bench/ITC99_all_numeric/b15_1.bench,2546,0,3,100001,100001,100001,8.383,True,1,0,4,0.04337,False,True,,100001,1.0
109,b15,data/bench/ITC99_all_numeric/b15_1.bench,2551,0,3,100001,100001,100001,9.883,True,1,0,2,0.025684,False,True,,100001,1.0
110,b15,data/bench/ITC99_all_numeric/b15_1.bench,2552,0,3,100001,100001,100001,10.883,True,1,0,4,0.043334,False,True,,100001,1.0
111,b15,data/bench/ITC99_all_numeric/b15_1.bench,2552,1,4,100001,100001,100001,11.35,True,1,0,11,0.110201,False,True,,100001,1.0
112,b15,data/bench/ITC99_all_numeric/b15_1.bench,2553,0,3,100001,100001,100001,7.933,True,1,0,2,0.048676,False,True,,100001,1.0
113,b15,data/bench/ITC99_all_numeric/b15_1.bench,2554,0,3,100001,100001,100001,8.25,True,1,0,2,0.048773,False,True,,100001,1.0
114,b15,data/bench/ITC99_all_numeric/b15_1.bench,2559,0,3,100001,100001,100001,9.683,True,1,0,2,0.046541,False,True,,100001,1.0
115,b15,data/bench/ITC99_all_numeric/b15_1.bench,2560,0,3,100001,100001,100001,10.783,True,1,0,2,0.049034,False,True,,100001,1.0
116,b15,data/bench/ITC99_all_numeric/b15_1.bench,2561,0,3,100001,100001,100001,7.967,True,1,0,4,0.090472,False,True,,100001,1.0
117,b15,data/bench/ITC99_all_numeric/b15_1.bench,2566,0,3,100001,100001,100001,8.3,True,1,0,2,0.152489,False,True,,100001,1.0
118,b15,data/bench/ITC99_all_numeric/b15_1.bench,2567,0,3,100001,100001,100001,9.667,True,1,0,2,0.167834,False,True,,100001,1.0
119,b15,data/bench/ITC99_all_numeric/b15_1.bench,2568,0,3,100001,100001,100001,10.75,True,1,0,2,0.128355,False,True,,100001,1.0
120,b15,data/bench/ITC99_all_numeric/b15_1.bench,2569,0,3,100001,100001,100001,7.85,True,1,0,2,0.017534,False,False,,100001,1.0
121,b15,data/bench/ITC99_all_numeric/b15_1.bench,2570,0,3,100001,100001,100001,8.2,True,1,0,3,0.032922,False,True,,100001,1.0
122,b15,data/bench/ITC99_all_numeric/b15_1.bench,2575,0,3,100001,100001,100001,9.6,True,1,0,2,0.024108,False,True,,100001,1.0
123,b15,data/bench/ITC99_all_numeric/b15_1.bench,2576,0,3,100001,100001,100001,10.733,True,1,0,2,0.059912,False,True,,100001,1.0
124,b15,data/bench/ITC99_all_numeric/b15_1.bench,2577,0,3,100001,100001,100001,7.833,True,1,0,3,0.031373,False,True,,100001,1.0
125,b15,data/bench/ITC99_all_numeric/b15_1.bench,2578,0,3,100001,100001,100001,8.133,True,1,0,3,0.033943,False,True,,100001,1.0
126,b15,data/bench/ITC99_all_numeric/b15_1.bench,2583,0,3,100001,100001,100001,9.767,True,1,0,2,0.015949,False,False,,100001,1.0
127,b15,data/bench/ITC99_all_numeric/b15_1.bench,2584,0,3,100001,100001,100001,10.717,True,1,0,2,0.016063,False,False,,100001,1.0
128,b15,data/bench/ITC99_all_numeric/b15_1.bench,2585,0,3,100001,100001,100001,7.883,True,1,0,2,0.016359,False,False,,100001,1.0
129,b15,data/bench/ITC99_all_numeric/b15_1.bench,2586,0,3,100001,100001,100001,8.3,True,1,0,2,0.01665,False,False,,100001,1.0
130,b15,data/bench/ITC99_all_numeric/b15_1.bench,2591,0,3,100001,100001,100001,9.6,True,1,0,2,0.016343,False,False,,100001,1.0
131,b15,data/bench/ITC99_all_numeric/b15_1.bench,2592,0,3,100001,100001,100001,10.717,True,1,0,2,0.016244,False,False,,100001,1.0
132,b15,data/bench/ITC99_all_numeric/b15_1.bench,2593,0,3,100001,100001,100001,7.783,True,1,0,2,0.01649,False,False,,100001,1.0
133,b15,data/bench/ITC99_all_numeric/b15_1.bench,2594,0,3,100001,100001,100001,8.167,True,1,0,2,0.017946,False,False,,100001,1.0
134,b15,data/bench/ITC99_all_numeric/b15_1.bench,2599,0,3,100001,100001,100001,9.683,True,1,0,2,0.016705,False,False,,100001,1.0
135,b15,data/bench/ITC99_all_numeric/b15_1.bench,2600,0,3,100001,100001,100001,10.817,True,1,0,2,0.016298,False,False,,100001,1.0
136,b15,data/bench/ITC99_all_numeric/b15_1.bench,2601,0,3,100001,100001,100001,7.883,True,1,0,2,0.01673,False,False,,100001,1.0
137,b15,data/bench/ITC99_all_numeric/b15_1.bench,2602,0,3,100001,100001,100001,8.217,True,1,0,2,0.016846,False,False,,100001,1.0
138,b15,data/bench/ITC99_all_numeric/b15_1.bench,2607,0,3,100001,100001,100001,9.517,True,1,0,2,0.016354,False,False,,100001,1.0
139,b15,data/bench/ITC99_all_numeric/b15_1.bench,2608,0,3,100001,100001,100001,10.683,True,1,0,2,0.017007,False,False,,100001,1.0
140,b15,data/bench/ITC99_all_numeric/b15_1.bench,2609,0,3,100001,100001,100001,7.8,True,1,0,2,0.017742,False,False,,100001,1.0
141,b15,data/bench/ITC99_all_numeric/b15_1.bench,2610,0,3,100001,100001,100001,8.317,True,1,0,2,0.016121,False,False,,100001,1.0
142,b15,data/bench/ITC99_all_numeric/b15_1.bench,2615,0,3,100001,100001,100001,9.85,True,1,0,2,0.015908,False,False,,100001,1.0
143,b15,data/bench/ITC99_all_numeric/b15_1.bench,2616,0,3,100001,100001,100001,10.633,True,1,0,2,0.016236,False,False,,100001,1.0
144,b15,data/bench/ITC99_all_numeric/b15_1.bench,2617,0,3,100001,100001,100001,7.8,True,1,0,2,0.016637,False,False,,100001,1.0
145,b15,data/bench/ITC99_all_numeric/b15_1.bench,2618,0,3,100001,100001,100001,8.317,True,1,0,2,0.016302,False,False,,100001,1.0
146,b15,data/bench/ITC99_all_numeric/b15_1.bench,2696,1,4,100001,100001,100001,11.35,True,1,0,6,0.075214,False,True,,100001,1.0
147,b15,data/bench/ITC99_all_numeric/b15_1.bench,2724,1,4,100001,100001,100001,8.6,True,1,0,16,0.303942,False,True,,100001,1.0
148,b15,data/bench/ITC99_all_numeric/b15_1.bench,2728,1,4,100001,100001,100001,9.6,True,1,0,4,0.073914,False,True,,100001,1.0
149,b15,data/bench/ITC99_all_numeric/b15_1.bench,2770,1,4,100001,100001,100001,13.7,True,1,0,6,0.066421,False,True,,100001,1.0
150,b15,data/bench/ITC99_all_numeric/b15_1.bench,2799,0,3,100001,100001,100001,9.467,True,1,0,33,0.406763,False,True,,100001,1.0
151,b15,data/bench/ITC99_all_numeric/b15_1.bench,2800,0,3,100001,100001,100001,10.583,True,1,0,18,0.258176,False,True,,100001,1.0
152,b15,data/bench/ITC99_all_numeric/b15_1.bench,2800,1,4,100001,100001,100001,10.917,True,1,0,13,0.205609,False,True,,100001,1.0
153,b15,data/bench/ITC99_all_numeric/b15_1.bench,2801,0,3,100001,100001,100001,7.733,True,1,0,8,0.148396,False,True,,100001,1.0
154,b15,data/bench/ITC99_all_numeric/b15_1.bench,2806,0,3,100001,100001,100001,8.15,True,1,0,4,0.100559,False,True,,100001,1.0
155,b15,data/bench/ITC99_all_numeric/b15_1.bench,2807,0,3,100001,100001,100001,9.6,True,1,0,3,0.223119,False,True,,100001,1.0
156,b15,data/bench/ITC99_all_numeric/b15_1.bench,2808,0,3,100001,100001,100001,10.517,True,1,0,4,0.11841,False,True,,100001,1.0
157,b15,data/bench/ITC99_all_numeric/b15_1.bench,2809,0,3,100001,100001,100001,7.717,True,1,0,3,0.026647,False,False,,100001,1.0
158,b15,data/bench/ITC99_all_numeric/b15_1.bench,2809,1,4,100001,100001,100001,9.567,True,1,0,4,0.035832,False,False,,100001,1.0
159,b15,data/bench/ITC99_all_numeric/b15_1.bench,2810,0,3,100001,100001,100001,8.1,True,1,0,2,0.017417,False,False,,100001,1.0
160,b15,data/bench/ITC99_all_numeric/b15_1.bench,2815,1,4,100001,100001,100001,7.0,True,1,0,0,0.063204,True,True,,100001,1.0
161,b15,data/bench/ITC99_all_numeric/b15_1.bench,2816,1,4,100001,100001,100001,7.417,True,1,0,3,0.026391,False,False,,100001,1.0
162,b15,data/bench/ITC99_all_numeric/b15_1.bench,2817,1,4,100001,100001,100001,7.583,True,1,0,4,0.035977,False,False,,100001,1.0
163,b15,data/bench/ITC99_all_numeric/b15_1.bench,2818,1,4,100001,100001,100001,6.8,True,1,0,4,0.036444,False,False,,100001,1.0
164,b15,data/bench/ITC99_all_numeric/b15_1.bench,2819,1,4,100001,100001,100001,6.167,True,1,0,4,0.035533,False,False,,100001,1.0
165,b15,data/bench/ITC99_all_numeric/b15_1.bench,2820,1,4,100001,100001,100001,7.4,True,1,0,6,0.054572,False,False,,100001,1.0
166,b15,data/bench/ITC99_all_numeric/b15_1.bench,2821,1,4,100001,100001,100001,8.15,True,1,0,2,0.017328,False,False,,100001,1.0
167,b15,data/bench/ITC99_all_numeric/b15_1.bench,2822,1,4,100001,100001,100001,7.617,True,1,0,5,0.045614,False,False,,100001,1.0
168,b15,data/bench/ITC99_all_numeric/b15_1.bench,2833,0,3,100001,100001,100001,9.783,True,1,0,3,0.036067,False,True,,100001,1.0
169,b15,data/bench/ITC99_all_numeric/b15_1.bench,2848,0,3,100001,100001,100001,2.717,True,1,0,8,0.088793,False,True,,100001,1.0
170,b15,data/bench/ITC99_all_numeric/b15_1.bench,2978,1,4,100001,100001,100001,9.4,True,1,0,10,0.10425,False,True,,100001,1.0
171,b15,data/bench/ITC99_all_numeric/b15_1.bench,2979,1,4,100001,100001,100001,10.5,True,1,0,3,0.034097,False,True,,100001,1.0
172,b15,data/bench/ITC99_all_numeric/b15_1.bench,2980,1,4,100001,100001,100001,7.617,True,1,0,10,0.098648,False,True,,100001,1.0
173,b15,data/bench/ITC99_all_numeric/b15_1.bench,2985,1,4,100001,100001,100001,8.05,True,1,0,43,0.421502,False,True,,100001,1.0
174,b15,data/bench/ITC99_all_numeric/b15_1.bench,2986,1,4,100001,100001,100001,5.45,True,1,0,6,0.064415,False,True,,100001,1.0
175,b15,data/bench/ITC99_all_numeric/b15_1.bench,2987,1,4,100001,100001,100001,9.85,True,1,0,28,0.380511,False,True,,100001,1.0
176,b15,data/bench/ITC99_all_numeric/b15_1.bench,2988,1,4,100001,100001,100001,7.083,True,1,0,17,0.307099,False,True,,100001,1.0
177,b15,data/bench/ITC99_all_numeric/b15_1.bench,2989,0,3,100001,100001,100001,5.45,True,1,0,18,0.19881,False,True,,100001,1.0
178,b15,data/bench/ITC99_all_numeric/b15_1.bench,2989,1,4,100001,100001,100001,6.333,True,1,0,13,0.140184,False,True,,100001,1.0
179,b15,data/bench/ITC99_all_numeric/b15_1.bench,2990,1,4,100001,100001,100001,6.25,True,1,0,17,0.23031,False,True,,100001,1.0
180,b15,data/bench/ITC99_all_numeric/b15_1.bench,2991,1,4,100001,100001,100001,7.133,True,1,0,6,0.107537,False,True,,100001,1.0
181,b15,data/bench/ITC99_all_numeric/b15_1.bench,2992,1,4,100001,100001,100001,7.967,True,1,0,15,0.156777,False,True,,100001,1.0
182,b15,data/bench/ITC99_all_numeric/b15_1.bench,2993,0,3,100001,100001,100001,6.117,True,1,0,2,0.01638,False,False,,100001,1.0
183,b15,data/bench/ITC99_all_numeric/b15_1.bench,2993,1,4,100001,100001,100001,6.4,True,1,0,5,0.043139,False,False,,100001,1.0
184,b15,data/bench/ITC99_all_numeric/b15_1.bench,3106,0,3,100001,100001,100001,18.333,True,1,0,2,0.041303,False,True,,100001,1.0
185,b15,data/bench/ITC99_all_numeric/b15_1.bench,3106,1,4,100001,100001,100001,13.767,True,1,0,23,0.239135,False,True,,100001,1.0
186,b15,data/bench/ITC99_all_numeric/b15_1.bench,3113,1,4,100001,100001,100001,9.75,True,1,0,30,0.434321,False,True,,100001,1.0
