fault_index,bench,source_fault_index,gate_id,fault_val,stuck_at,status,elapsed_s,return_code
569193,data/bench/ITC99_all_numeric/b19.bench,219119,109560,4,1,completed,0.392782,0
369933,data/bench/ITC99_all_numeric/b19.bench,19859,9930,4,1,completed,0.39309,0
760271,data/bench/ITC99_all_numeric/b19.bench,410197,205099,4,1,completed,0.371354,0
518340,data/bench/ITC99_all_numeric/b19.bench,168266,84134,3,0,completed,0.567695,0
654715,data/bench/ITC99_all_numeric/b19.bench,304641,152321,4,1,completed,0.642405,0
685942,data/bench/ITC99_all_numeric/b19.bench,335868,167935,3,0,completed,0.840983,0
804923,data/bench/ITC99_all_numeric/b19.bench,454849,227425,4,1,completed,0.165204,0
599933,data/bench/ITC99_all_numeric/b19.bench,249859,124930,4,1,completed,0.577529,0
701197,data/bench/ITC99_all_numeric/b19.bench,351123,175562,4,1,completed,0.381303,0
388036,data/bench/ITC99_all_numeric/b19.bench,37962,18982,3,0,completed,0.426758,0
459985,data/bench/ITC99_all_numeric/b19.bench,109911,54956,4,1,completed,0.536973,0
446936,data/bench/ITC99_all_numeric/b19.bench,96862,48432,3,0,completed,0.165578,0
443418,data/bench/ITC99_all_numeric/b19.bench,93344,46673,3,0,completed,0.505294,0
760328,data/bench/ITC99_all_numeric/b19.bench,410254,205128,3,0,completed,0.426244,0
591176,data/bench/ITC99_all_numeric/b19.bench,241102,120552,3,0,completed,0.349161,0
812175,data/bench/ITC99_all_numeric/b19.bench,462101,231051,4,1,completed,0.275021,0
397875,data/bench/ITC99_all_numeric/b19.bench,47801,23901,4,1,completed,0.623624,0
689611,data/bench/ITC99_all_numeric/b19.bench,339537,169769,4,1,completed,0.490141,0
370468,data/bench/ITC99_all_numeric/b19.bench,20394,10198,3,0,completed,0.349393,0
371677,data/bench/ITC99_all_numeric/b19.bench,21603,10802,4,1,completed,0.642883,0
425284,data/bench/ITC99_all_numeric/b19.bench,75210,37606,3,0,completed,0.371259,0
394969,data/bench/ITC99_all_numeric/b19.bench,44895,22448,4,1,completed,0.489852,0
771694,data/bench/ITC99_all_numeric/b19.bench,421620,210811,3,0,completed,0.624607,0
470324,data/bench/ITC99_all_numeric/b19.bench,120250,60126,3,0,completed,0.644843,0
779022,data/bench/ITC99_all_numeric/b19.bench,428948,214475,3,0,completed,0.352086,0
651528,data/bench/ITC99_all_numeric/b19.bench,301454,150728,3,0,completed,0.37175,0
553575,data/bench/ITC99_all_numeric/b19.bench,203501,101751,4,1,completed,0.373423,0
466577,data/bench/ITC99_all_numeric/b19.bench,116503,58252,4,1,completed,0.273481,0
374333,data/bench/ITC99_all_numeric/b19.bench,24259,12130,4,1,completed,0.297819,0
762024,data/bench/ITC99_all_numeric/b19.bench,411950,205976,3,0,completed,0.298353,0
606518,data/bench/ITC99_all_numeric/b19.bench,256444,128223,3,0,completed,0.402854,0
772179,data/bench/ITC99_all_numeric/b19.bench,422105,211053,4,1,completed,0.298471,0
644979,data/bench/ITC99_all_numeric/b19.bench,294905,147453,4,1,completed,0.455346,0
369912,data/bench/ITC99_all_numeric/b19.bench,19838,9920,3,0,completed,0.397635,0
753995,data/bench/ITC99_all_numeric/b19.bench,403921,201961,4,1,completed,0.426349,0
799411,data/bench/ITC99_all_numeric/b19.bench,449337,224669,4,1,completed,0.427189,0
499909,data/bench/ITC99_all_numeric/b19.bench,149835,74918,4,1,completed,0.581935,0
622218,data/bench/ITC99_all_numeric/b19.bench,272144,136073,3,0,completed,0.253321,0
359511,data/bench/ITC99_all_numeric/b19.bench,9437,4719,4,1,completed,0.572377,0
462160,data/bench/ITC99_all_numeric/b19.bench,112086,56044,3,0,completed,0.326229,0
401964,data/bench/ITC99_all_numeric/b19.bench,51890,25946,3,0,completed,0.557429,0
711993,data/bench/ITC99_all_numeric/b19.bench,361919,180960,4,1,completed,0.618756,0
612290,data/bench/ITC99_all_numeric/b19.bench,262216,131109,3,0,completed,0.354192,0
395448,data/bench/ITC99_all_numeric/b19.bench,45374,22688,3,0,completed,0.414635,0
751343,data/bench/ITC99_all_numeric/b19.bench,401269,200635,4,1,completed,0.355024,0
497575,data/bench/ITC99_all_numeric/b19.bench,147501,73751,4,1,completed,0.461596,0
718661,data/bench/ITC99_all_numeric/b19.bench,368587,184294,4,1,completed,0.403141,0
415235,data/bench/ITC99_all_numeric/b19.bench,65161,32581,4,1,completed,0.329686,0
653731,data/bench/ITC99_all_numeric/b19.bench,303657,151829,4,1,completed,0.377624,0
725572,data/bench/ITC99_all_numeric/b19.bench,375498,187750,3,0,completed,0.457808,0
607624,data/bench/ITC99_all_numeric/b19.bench,257550,128776,3,0,completed,0.403279,0
523420,data/bench/ITC99_all_numeric/b19.bench,173346,86674,3,0,completed,0.31714,0
760707,data/bench/ITC99_all_numeric/b19.bench,410633,205317,4,1,completed,0.384813,0
792912,data/bench/ITC99_all_numeric/b19.bench,442838,221420,3,0,completed,0.604649,0
722293,data/bench/ITC99_all_numeric/b19.bench,372219,186110,4,1,completed,0.47996,0
577052,data/bench/ITC99_all_numeric/b19.bench,226978,113490,3,0,completed,0.671581,0
700766,data/bench/ITC99_all_numeric/b19.bench,350692,175347,3,0,completed,0.58008,0
413027,data/bench/ITC99_all_numeric/b19.bench,62953,31477,4,1,completed,0.317515,0
441425,data/bench/ITC99_all_numeric/b19.bench,91351,45676,4,1,completed,0.598384,0
556545,data/bench/ITC99_all_numeric/b19.bench,206471,103236,4,1,completed,0.457542,0
721455,data/bench/ITC99_all_numeric/b19.bench,371381,185691,4,1,completed,0.645411,0
680233,data/bench/ITC99_all_numeric/b19.bench,330159,165080,4,1,completed,0.656768,0
731807,data/bench/ITC99_all_numeric/b19.bench,381733,190867,4,1,completed,0.64513,0
640494,data/bench/ITC99_all_numeric/b19.bench,290420,145211,3,0,completed,0.444355,0
743146,data/bench/ITC99_all_numeric/b19.bench,393072,196537,3,0,completed,0.596859,0
752747,data/bench/ITC99_all_numeric/b19.bench,402673,201337,4,1,completed,0.823123,0
589052,data/bench/ITC99_all_numeric/b19.bench,238978,119490,3,0,completed,0.481998,0
449798,data/bench/ITC99_all_numeric/b19.bench,99724,49863,3,0,completed,0.821743,0
430005,data/bench/ITC99_all_numeric/b19.bench,79931,39966,4,1,completed,0.599537,0
421894,data/bench/ITC99_all_numeric/b19.bench,71820,35911,3,0,completed,0.744729,0
455964,data/bench/ITC99_all_numeric/b19.bench,105890,52946,3,0,completed,0.464976,0
466393,data/bench/ITC99_all_numeric/b19.bench,116319,58160,4,1,completed,0.727182,0
408687,data/bench/ITC99_all_numeric/b19.bench,58613,29307,4,1,completed,0.280154,0
534073,data/bench/ITC99_all_numeric/b19.bench,183999,92000,4,1,completed,1.023938,0
731771,data/bench/ITC99_all_numeric/b19.bench,381697,190849,4,1,completed,0.955767,0
453641,data/bench/ITC99_all_numeric/b19.bench,103567,51784,4,1,completed,0.580951,0
432018,data/bench/ITC99_all_numeric/b19.bench,81944,40973,3,0,completed,0.790546,0
748566,data/bench/ITC99_all_numeric/b19.bench,398492,199247,3,0,completed,0.444452,0
607196,data/bench/ITC99_all_numeric/b19.bench,257122,128562,3,0,completed,0.589388,0
511927,data/bench/ITC99_all_numeric/b19.bench,161853,80927,4,1,completed,0.742672,0
366085,data/bench/ITC99_all_numeric/b19.bench,16011,8006,4,1,completed,0.443656,0
777628,data/bench/ITC99_all_numeric/b19.bench,427554,213778,3,0,completed,0.714257,0
579057,data/bench/ITC99_all_numeric/b19.bench,228983,114492,4,1,completed,0.597357,0
715803,data/bench/ITC99_all_numeric/b19.bench,365729,182865,4,1,completed,0.480044,0
811277,data/bench/ITC99_all_numeric/b19.bench,461203,230602,4,1,completed,0.367758,0
483484,data/bench/ITC99_all_numeric/b19.bench,133410,66706,3,0,completed,0.291532,0
432745,data/bench/ITC99_all_numeric/b19.bench,82671,41336,4,1,completed,0.513071,0
545254,data/bench/ITC99_all_numeric/b19.bench,195180,97591,3,0,completed,0.631514,0
539074,data/bench/ITC99_all_numeric/b19.bench,189000,94501,3,0,completed,0.204446,0
678942,data/bench/ITC99_all_numeric/b19.bench,328868,164435,3,0,completed,0.500858,0
631900,data/bench/ITC99_all_numeric/b19.bench,281826,140914,3,0,completed,0.632965,0
527212,data/bench/ITC99_all_numeric/b19.bench,177138,88570,3,0,completed,0.644713,0
371534,data/bench/ITC99_all_numeric/b19.bench,21460,10731,3,0,completed,0.678343,0
406295,data/bench/ITC99_all_numeric/b19.bench,56221,28111,4,1,completed,0.389036,0
778908,data/bench/ITC99_all_numeric/b19.bench,428834,214418,3,0,completed,0.784538,0
514157,data/bench/ITC99_all_numeric/b19.bench,164083,82042,4,1,completed,0.86926,0
776201,data/bench/ITC99_all_numeric/b19.bench,426127,213064,4,1,completed,0.525728,0
593648,data/bench/ITC99_all_numeric/b19.bench,243574,121788,3,0,completed,1.024282,0
736546,data/bench/ITC99_all_numeric/b19.bench,386472,193237,3,0,completed,0.347735,0
599352,data/bench/ITC99_all_numeric/b19.bench,249278,124640,3,0,completed,0.735333,0
432998,data/bench/ITC99_all_numeric/b19.bench,82924,41463,3,0,completed,0.861057,0
356638,data/bench/ITC99_all_numeric/b19.bench,6564,3283,3,0,completed,0.673959,0
592626,data/bench/ITC99_all_numeric/b19.bench,242552,121277,3,0,completed,0.752188,0
805454,data/bench/ITC99_all_numeric/b19.bench,455380,227691,3,0,completed,0.736058,0
462729,data/bench/ITC99_all_numeric/b19.bench,112655,56328,4,1,completed,0.732795,0
464015,data/bench/ITC99_all_numeric/b19.bench,113941,56971,4,1,completed,0.65777,0
683452,data/bench/ITC99_all_numeric/b19.bench,333378,166690,3,0,completed,0.965568,0
698415,data/bench/ITC99_all_numeric/b19.bench,348341,174171,4,1,completed,0.647499,0
448670,data/bench/ITC99_all_numeric/b19.bench,98596,49299,3,0,completed,0.315319,0
453548,data/bench/ITC99_all_numeric/b19.bench,103474,51738,3,0,completed,0.314939,0
427522,data/bench/ITC99_all_numeric/b19.bench,77448,38725,3,0,completed,0.417982,0
694056,data/bench/ITC99_all_numeric/b19.bench,343982,171992,3,0,completed,0.655085,0
456842,data/bench/ITC99_all_numeric/b19.bench,106768,53385,3,0,completed,0.346791,0
673051,data/bench/ITC99_all_numeric/b19.bench,322977,161489,4,1,completed,0.54105,0
624018,data/bench/ITC99_all_numeric/b19.bench,273944,136973,3,0,completed,0.541327,0
668150,data/bench/ITC99_all_numeric/b19.bench,318076,159039,3,0,completed,0.25708,0
811159,data/bench/ITC99_all_numeric/b19.bench,461085,230543,4,1,completed,0.345284,0
560367,data/bench/ITC99_all_numeric/b19.bench,210293,105147,4,1,completed,0.583901,0
485343,data/bench/ITC99_all_numeric/b19.bench,135269,67635,4,1,completed,0.654425,0
396707,data/bench/ITC99_all_numeric/b19.bench,46633,23317,4,1,completed,0.525064,0
598194,data/bench/ITC99_all_numeric/b19.bench,248120,124061,3,0,completed,0.795587,0
631812,data/bench/ITC99_all_numeric/b19.bench,281738,140870,3,0,completed,0.252386,0
677157,data/bench/ITC99_all_numeric/b19.bench,327083,163542,4,1,completed,0.35635,0
510136,data/bench/ITC99_all_numeric/b19.bench,160062,80032,3,0,completed,0.654951,0
668568,data/bench/ITC99_all_numeric/b19.bench,318494,159248,3,0,completed,0.345588,0
660043,data/bench/ITC99_all_numeric/b19.bench,309969,154985,4,1,completed,0.429047,0
413478,data/bench/ITC99_all_numeric/b19.bench,63404,31703,3,0,completed,0.370717,0
727633,data/bench/ITC99_all_numeric/b19.bench,377559,188780,4,1,completed,0.428848,0
669953,data/bench/ITC99_all_numeric/b19.bench,319879,159940,4,1,completed,0.541394,0
430803,data/bench/ITC99_all_numeric/b19.bench,80729,40365,4,1,completed,0.370888,0
723154,data/bench/ITC99_all_numeric/b19.bench,373080,186541,3,0,completed,0.265904,0
632482,data/bench/ITC99_all_numeric/b19.bench,282408,141205,3,0,completed,0.348859,0
499971,data/bench/ITC99_all_numeric/b19.bench,149897,74949,4,1,completed,0.347199,0
510336,data/bench/ITC99_all_numeric/b19.bench,160262,80132,3,0,completed,0.348618,0
391638,data/bench/ITC99_all_numeric/b19.bench,41564,20783,3,0,completed,0.34914,0
442987,data/bench/ITC99_all_numeric/b19.bench,92913,46457,4,1,completed,0.44571,0
566853,data/bench/ITC99_all_numeric/b19.bench,216779,108390,4,1,completed,0.349941,0
610597,data/bench/ITC99_all_numeric/b19.bench,260523,130262,4,1,completed,0.443166,0
729239,data/bench/ITC99_all_numeric/b19.bench,379165,189583,4,1,completed,0.353773,0
426158,data/bench/ITC99_all_numeric/b19.bench,76084,38043,3,0,completed,0.443181,0
353365,data/bench/ITC99_all_numeric/b19.bench,3291,1646,4,1,completed,0.442268,0
439480,data/bench/ITC99_all_numeric/b19.bench,89406,44704,3,0,completed,0.441275,0
619835,data/bench/ITC99_all_numeric/b19.bench,269761,134881,4,1,completed,0.443559,0
373068,data/bench/ITC99_all_numeric/b19.bench,22994,11498,3,0,completed,0.440582,0
773015,data/bench/ITC99_all_numeric/b19.bench,422941,211471,4,1,completed,0.443274,0
361095,data/bench/ITC99_all_numeric/b19.bench,11021,5511,4,1,completed,0.444931,0
539551,data/bench/ITC99_all_numeric/b19.bench,189477,94739,4,1,completed,0.347713,0
619616,data/bench/ITC99_all_numeric/b19.bench,269542,134772,3,0,completed,0.348392,0
481314,data/bench/ITC99_all_numeric/b19.bench,131240,65621,3,0,completed,0.444072,0
633089,data/bench/ITC99_all_numeric/b19.bench,283015,141508,4,1,completed,0.445507,0
670588,data/bench/ITC99_all_numeric/b19.bench,320514,160258,3,0,completed,0.442581,0
443503,data/bench/ITC99_all_numeric/b19.bench,93429,46715,4,1,completed,0.442333,0
753794,data/bench/ITC99_all_numeric/b19.bench,403720,201861,3,0,completed,0.517455,0
703417,data/bench/ITC99_all_numeric/b19.bench,353343,176672,4,1,completed,0.298821,0
507227,data/bench/ITC99_all_numeric/b19.bench,157153,78577,4,1,completed,0.712142,0
579265,data/bench/ITC99_all_numeric/b19.bench,229191,114596,4,1,completed,0.467459,0
519376,data/bench/ITC99_all_numeric/b19.bench,169302,84652,3,0,completed,0.513516,0
695141,data/bench/ITC99_all_numeric/b19.bench,345067,172534,4,1,completed,0.356035,0
582340,data/bench/ITC99_all_numeric/b19.bench,232266,116134,3,0,completed,0.367728,0
696264,data/bench/ITC99_all_numeric/b19.bench,346190,173096,3,0,completed,0.357911,0
489066,data/bench/ITC99_all_numeric/b19.bench,138992,69497,3,0,completed,0.323564,0
539081,data/bench/ITC99_all_numeric/b19.bench,189007,94504,4,1,completed,0.586714,0
763998,data/bench/ITC99_all_numeric/b19.bench,413924,206963,3,0,completed,0.555157,0
461418,data/bench/ITC99_all_numeric/b19.bench,111344,55673,3,0,completed,0.368394,0
501539,data/bench/ITC99_all_numeric/b19.bench,151465,75733,4,1,completed,0.290348,0
806952,data/bench/ITC99_all_numeric/b19.bench,456878,228440,3,0,completed,0.723101,0
543839,data/bench/ITC99_all_numeric/b19.bench,193765,96883,4,1,completed,0.366413,0
410089,data/bench/ITC99_all_numeric/b19.bench,60015,30008,4,1,completed,0.36523,0
511080,data/bench/ITC99_all_numeric/b19.bench,161006,80504,3,0,completed,0.723754,0
737959,data/bench/ITC99_all_numeric/b19.bench,387885,193943,4,1,completed,0.366299,0
746192,data/bench/ITC99_all_numeric/b19.bench,396118,198060,3,0,completed,0.679671,0
459020,data/bench/ITC99_all_numeric/b19.bench,108946,54474,3,0,completed,0.357857,0
580121,data/bench/ITC99_all_numeric/b19.bench,230047,115024,4,1,completed,0.645635,0
623760,data/bench/ITC99_all_numeric/b19.bench,273686,136844,3,0,completed,0.668669,0
560956,data/bench/ITC99_all_numeric/b19.bench,210882,105442,3,0,completed,0.301791,0
612840,data/bench/ITC99_all_numeric/b19.bench,262766,131384,3,0,completed,0.290509,0
586487,data/bench/ITC99_all_numeric/b19.bench,236413,118207,4,1,completed,0.599295,0
607801,data/bench/ITC99_all_numeric/b19.bench,257727,128864,4,1,completed,0.586811,0
804091,data/bench/ITC99_all_numeric/b19.bench,454017,227009,4,1,completed,0.789432,0
716377,data/bench/ITC99_all_numeric/b19.bench,366303,183152,4,1,completed,0.386643,0
496185,data/bench/ITC99_all_numeric/b19.bench,146111,73056,4,1,completed,0.285353,0
428716,data/bench/ITC99_all_numeric/b19.bench,78642,39322,3,0,completed,0.51982,0
699407,data/bench/ITC99_all_numeric/b19.bench,349333,174667,4,1,completed,0.808218,0
696505,data/bench/ITC99_all_numeric/b19.bench,346431,173216,4,1,completed,0.589161,0
799766,data/bench/ITC99_all_numeric/b19.bench,449692,224847,3,0,completed,0.584596,0
760343,data/bench/ITC99_all_numeric/b19.bench,410269,205135,4,1,completed,0.424479,0
768820,data/bench/ITC99_all_numeric/b19.bench,418746,209374,3,0,completed,0.551542,0
756021,data/bench/ITC99_all_numeric/b19.bench,405947,202974,4,1,completed,1.057809,0
788179,data/bench/ITC99_all_numeric/b19.bench,438105,219053,4,1,completed,0.728639,0
569141,data/bench/ITC99_all_numeric/b19.bench,219067,109534,4,1,completed,0.728451,0
709081,data/bench/ITC99_all_numeric/b19.bench,359007,179504,4,1,completed,0.552191,0
650348,data/bench/ITC99_all_numeric/b19.bench,300274,150138,3,0,completed,0.558135,0
557190,data/bench/ITC99_all_numeric/b19.bench,207116,103559,3,0,completed,0.663322,0
358667,data/bench/ITC99_all_numeric/b19.bench,8593,4297,4,1,completed,0.966309,0
626104,data/bench/ITC99_all_numeric/b19.bench,276030,138016,3,0,completed,0.614406,0
458187,data/bench/ITC99_all_numeric/b19.bench,108113,54057,4,1,completed,1.032649,0
502368,data/bench/ITC99_all_numeric/b19.bench,152294,76148,3,0,completed,0.496995,0
557651,data/bench/ITC99_all_numeric/b19.bench,207577,103789,4,1,completed,0.667968,0
709243,data/bench/ITC99_all_numeric/b19.bench,359169,179585,4,1,completed,0.968022,0
635526,data/bench/ITC99_all_numeric/b19.bench,285452,142727,3,0,completed,0.669057,0
762395,data/bench/ITC99_all_numeric/b19.bench,412321,206161,4,1,completed,0.493242,0
619290,data/bench/ITC99_all_numeric/b19.bench,269216,134609,3,0,completed,0.743153,0
623465,data/bench/ITC99_all_numeric/b19.bench,273391,136696,4,1,completed,1.156678,0
783281,data/bench/ITC99_all_numeric/b19.bench,433207,216604,4,1,completed,0.882226,0
757547,data/bench/ITC99_all_numeric/b19.bench,407473,203737,4,1,completed,0.493226,0
632494,data/bench/ITC99_all_numeric/b19.bench,282420,141211,3,0,completed,0.864975,0
393908,data/bench/ITC99_all_numeric/b19.bench,43834,21918,3,0,completed,0.266833,0
395661,data/bench/ITC99_all_numeric/b19.bench,45587,22794,4,1,completed,0.813169,0
459287,data/bench/ITC99_all_numeric/b19.bench,109213,54607,4,1,completed,0.935092,0
777830,data/bench/ITC99_all_numeric/b19.bench,427756,213879,3,0,completed,0.741948,0
654425,data/bench/ITC99_all_numeric/b19.bench,304351,152176,4,1,completed,1.001736,0
567519,data/bench/ITC99_all_numeric/b19.bench,217445,108723,4,1,completed,0.726554,0
772869,data/bench/ITC99_all_numeric/b19.bench,422795,211398,4,1,completed,0.493798,0
578677,data/bench/ITC99_all_numeric/b19.bench,228603,114302,4,1,completed,0.390173,0
675288,data/bench/ITC99_all_numeric/b19.bench,325214,162608,3,0,completed,0.45705,0
757040,data/bench/ITC99_all_numeric/b19.bench,406966,203484,3,0,completed,0.315011,0
365881,data/bench/ITC99_all_numeric/b19.bench,15807,7904,4,1,completed,0.734652,0
572026,data/bench/ITC99_all_numeric/b19.bench,221952,110977,3,0,completed,0.537344,0
406827,data/bench/ITC99_all_numeric/b19.bench,56753,28377,4,1,completed,0.267563,0
431686,data/bench/ITC99_all_numeric/b19.bench,81612,40807,3,0,completed,0.532226,0
600762,data/bench/ITC99_all_numeric/b19.bench,250688,125345,3,0,completed,0.263328,0
437112,data/bench/ITC99_all_numeric/b19.bench,87038,43520,3,0,completed,0.457558,0
463964,data/bench/ITC99_all_numeric/b19.bench,113890,56946,3,0,completed,0.863312,0
508163,data/bench/ITC99_all_numeric/b19.bench,158089,79045,4,1,completed,0.467985,0
526736,data/bench/ITC99_all_numeric/b19.bench,176662,88332,3,0,completed,0.531327,0
554275,data/bench/ITC99_all_numeric/b19.bench,204201,102101,4,1,completed,0.882612,0
733847,data/bench/ITC99_all_numeric/b19.bench,383773,191887,4,1,completed,0.271378,0
763333,data/bench/ITC99_all_numeric/b19.bench,413259,206630,4,1,completed,0.262097,0
538229,data/bench/ITC99_all_numeric/b19.bench,188155,94078,4,1,completed,0.476571,0
569012,data/bench/ITC99_all_numeric/b19.bench,218938,109470,3,0,completed,0.280328,0
436572,data/bench/ITC99_all_numeric/b19.bench,86498,43250,3,0,completed,0.4139,0
401055,data/bench/ITC99_all_numeric/b19.bench,50981,25491,4,1,completed,0.281265,0
495361,data/bench/ITC99_all_numeric/b19.bench,145287,72644,4,1,completed,0.27883,0
528579,data/bench/ITC99_all_numeric/b19.bench,178505,89253,4,1,completed,0.326294,0
433850,data/bench/ITC99_all_numeric/b19.bench,83776,41889,3,0,completed,0.281889,0
698819,data/bench/ITC99_all_numeric/b19.bench,348745,174373,4,1,completed,0.325771,0
746816,data/bench/ITC99_all_numeric/b19.bench,396742,198372,3,0,completed,0.65078,0
615640,data/bench/ITC99_all_numeric/b19.bench,265566,132784,3,0,completed,0.345531,0
448813,data/bench/ITC99_all_numeric/b19.bench,98739,49370,4,1,completed,0.642388,0
531905,data/bench/ITC99_all_numeric/b19.bench,181831,90916,4,1,completed,0.280456,0
563984,data/bench/ITC99_all_numeric/b19.bench,213910,106956,3,0,completed,0.448394,0
774898,data/bench/ITC99_all_numeric/b19.bench,424824,212413,3,0,completed,0.346027,0
676465,data/bench/ITC99_all_numeric/b19.bench,326391,163196,4,1,completed,0.408858,0
503698,data/bench/ITC99_all_numeric/b19.bench,153624,76813,3,0,completed,0.446738,0
476723,data/bench/ITC99_all_numeric/b19.bench,126649,63325,4,1,completed,0.448193,0
665598,data/bench/ITC99_all_numeric/b19.bench,315524,157763,3,0,completed,0.347523,0
430146,data/bench/ITC99_all_numeric/b19.bench,80072,40037,3,0,completed,0.448454,0
800739,data/bench/ITC99_all_numeric/b19.bench,450665,225333,4,1,completed,0.442915,0
494857,data/bench/ITC99_all_numeric/b19.bench,144783,72392,4,1,completed,0.565892,0
476652,data/bench/ITC99_all_numeric/b19.bench,126578,63290,3,0,completed,0.566388,0
430875,data/bench/ITC99_all_numeric/b19.bench,80801,40401,4,1,completed,0.723543,0
530186,data/bench/ITC99_all_numeric/b19.bench,180112,90057,3,0,completed,0.443543,0
695353,data/bench/ITC99_all_numeric/b19.bench,345279,172640,4,1,completed,0.612779,0
424703,data/bench/ITC99_all_numeric/b19.bench,74629,37315,4,1,completed,0.513143,0
704094,data/bench/ITC99_all_numeric/b19.bench,354020,177011,3,0,completed,0.455382,0
368622,data/bench/ITC99_all_numeric/b19.bench,18548,9275,3,0,completed,0.566866,0
714161,data/bench/ITC99_all_numeric/b19.bench,364087,182044,4,1,completed,0.454035,0
629533,data/bench/ITC99_all_numeric/b19.bench,279459,139730,4,1,completed,0.242833,0
630444,data/bench/ITC99_all_numeric/b19.bench,280370,140186,3,0,completed,0.690105,0
481292,data/bench/ITC99_all_numeric/b19.bench,131218,65610,3,0,completed,0.455399,0
553520,data/bench/ITC99_all_numeric/b19.bench,203446,101724,3,0,completed,0.392252,0
607237,data/bench/ITC99_all_numeric/b19.bench,257163,128582,4,1,completed,0.494624,0
482855,data/bench/ITC99_all_numeric/b19.bench,132781,66391,4,1,completed,0.462049,0
666934,data/bench/ITC99_all_numeric/b19.bench,316860,158431,3,0,completed,0.455645,0
460452,data/bench/ITC99_all_numeric/b19.bench,110378,55190,3,0,completed,0.70825,0
596088,data/bench/ITC99_all_numeric/b19.bench,246014,123008,3,0,completed,0.576292,0
393513,data/bench/ITC99_all_numeric/b19.bench,43439,21720,4,1,completed,0.507989,0
597914,data/bench/ITC99_all_numeric/b19.bench,247840,123921,3,0,completed,0.411936,0
597853,data/bench/ITC99_all_numeric/b19.bench,247779,123890,4,1,completed,0.412646,0
647790,data/bench/ITC99_all_numeric/b19.bench,297716,148859,3,0,completed,0.823182,0
409057,data/bench/ITC99_all_numeric/b19.bench,58983,29492,4,1,completed,0.412376,0
559201,data/bench/ITC99_all_numeric/b19.bench,209127,104564,4,1,completed,0.664346,0
775263,data/bench/ITC99_all_numeric/b19.bench,425189,212595,4,1,completed,0.587655,0
595785,data/bench/ITC99_all_numeric/b19.bench,245711,122856,4,1,completed,0.327311,0
377500,data/bench/ITC99_all_numeric/b19.bench,27426,13714,3,0,completed,0.737952,0
656687,data/bench/ITC99_all_numeric/b19.bench,306613,153307,4,1,completed,0.663039,0
506219,data/bench/ITC99_all_numeric/b19.bench,156145,78073,4,1,completed,0.453155,0
489621,data/bench/ITC99_all_numeric/b19.bench,139547,69774,4,1,completed,0.788426,0
482642,data/bench/ITC99_all_numeric/b19.bench,132568,66285,3,0,completed,0.796408,0
573589,data/bench/ITC99_all_numeric/b19.bench,223515,111758,4,1,completed,0.944769,0
775981,data/bench/ITC99_all_numeric/b19.bench,425907,212954,4,1,completed,0.493891,0
749455,data/bench/ITC99_all_numeric/b19.bench,399381,199691,4,1,completed,0.590408,0
738788,data/bench/ITC99_all_numeric/b19.bench,388714,194358,3,0,completed,0.406511,0
428179,data/bench/ITC99_all_numeric/b19.bench,78105,39053,4,1,completed,0.436178,0
540995,data/bench/ITC99_all_numeric/b19.bench,190921,95461,4,1,completed,0.61445,0
535973,data/bench/ITC99_all_numeric/b19.bench,185899,92950,4,1,completed,0.531823,0
608275,data/bench/ITC99_all_numeric/b19.bench,258201,129101,4,1,completed,0.388334,0
526481,data/bench/ITC99_all_numeric/b19.bench,176407,88204,4,1,completed,0.641688,0
777102,data/bench/ITC99_all_numeric/b19.bench,427028,213515,3,0,completed,0.389806,0
352023,data/bench/ITC99_all_numeric/b19.bench,1949,975,4,1,completed,0.388771,0
798751,data/bench/ITC99_all_numeric/b19.bench,448677,224339,4,1,completed,0.707058,0
498515,data/bench/ITC99_all_numeric/b19.bench,148441,74221,4,1,completed,0.448248,0
781014,data/bench/ITC99_all_numeric/b19.bench,430940,215471,3,0,completed,0.640835,0
457099,data/bench/ITC99_all_numeric/b19.bench,107025,53513,4,1,completed,0.706607,0
652344,data/bench/ITC99_all_numeric/b19.bench,302270,151136,3,0,completed,0.521967,0
644054,data/bench/ITC99_all_numeric/b19.bench,293980,146991,3,0,completed,0.383306,0
647646,data/bench/ITC99_all_numeric/b19.bench,297572,148787,3,0,completed,0.433787,0
409992,data/bench/ITC99_all_numeric/b19.bench,59918,29960,3,0,completed,0.491932,0
534850,data/bench/ITC99_all_numeric/b19.bench,184776,92389,3,0,completed,0.626853,0
383920,data/bench/ITC99_all_numeric/b19.bench,33846,16924,3,0,completed,0.427457,0
691689,data/bench/ITC99_all_numeric/b19.bench,341615,170808,4,1,completed,0.391776,0
372135,data/bench/ITC99_all_numeric/b19.bench,22061,11031,4,1,completed,0.554932,0
567703,data/bench/ITC99_all_numeric/b19.bench,217629,108815,4,1,completed,0.555118,0
627900,data/bench/ITC99_all_numeric/b19.bench,277826,138914,3,0,completed,0.641493,0
435770,data/bench/ITC99_all_numeric/b19.bench,85696,42849,3,0,completed,0.384785,0
722194,data/bench/ITC99_all_numeric/b19.bench,372120,186061,3,0,completed,0.434932,0
665041,data/bench/ITC99_all_numeric/b19.bench,314967,157484,4,1,completed,0.296199,0
403660,data/bench/ITC99_all_numeric/b19.bench,53586,26794,3,0,completed,0.216264,0
690046,data/bench/ITC99_all_numeric/b19.bench,339972,169987,3,0,completed,0.337398,0
460831,data/bench/ITC99_all_numeric/b19.bench,110757,55379,4,1,completed,0.56572,0
