fault_index,bench,source_fault_index,gate_id,fault_val,stuck_at,status,elapsed_s,return_code
388633,data/bench/ITC99_all_numeric/b19.bench,38559,19280,4,1,completed,0.260822,0
557416,data/bench/ITC99_all_numeric/b19.bench,207342,103672,3,0,completed,0.186191,0
439949,data/bench/ITC99_all_numeric/b19.bench,89875,44938,4,1,completed,0.235935,0
451782,data/bench/ITC99_all_numeric/b19.bench,101708,50855,3,0,completed,0.219199,0
362410,data/bench/ITC99_all_numeric/b19.bench,12336,6169,3,0,completed,0.239239,0
732946,data/bench/ITC99_all_numeric/b19.bench,382872,191437,3,0,completed,0.265797,0
701269,data/bench/ITC99_all_numeric/b19.bench,351195,175598,4,1,completed,0.265247,0
581024,data/bench/ITC99_all_numeric/b19.bench,230950,115476,3,0,completed,0.200452,0
466821,data/bench/ITC99_all_numeric/b19.bench,116747,58374,4,1,completed,0.218108,0
736709,data/bench/ITC99_all_numeric/b19.bench,386635,193318,4,1,completed,0.200805,0
749168,data/bench/ITC99_all_numeric/b19.bench,399094,199548,3,0,completed,0.286273,0
630531,data/bench/ITC99_all_numeric/b19.bench,280457,140229,4,1,completed,0.256319,0
790423,data/bench/ITC99_all_numeric/b19.bench,440349,220175,4,1,completed,0.268305,0
388968,data/bench/ITC99_all_numeric/b19.bench,38894,19448,3,0,completed,0.267501,0
610577,data/bench/ITC99_all_numeric/b19.bench,260503,130252,4,1,completed,0.371988,0
691504,data/bench/ITC99_all_numeric/b19.bench,341430,170716,3,0,completed,0.225343,0
742867,data/bench/ITC99_all_numeric/b19.bench,392793,196397,4,1,completed,0.201942,0
607450,data/bench/ITC99_all_numeric/b19.bench,257376,128689,3,0,completed,0.306014,0
722727,data/bench/ITC99_all_numeric/b19.bench,372653,186327,4,1,completed,0.210032,0
386419,data/bench/ITC99_all_numeric/b19.bench,36345,18173,4,1,completed,0.249265,0
674920,data/bench/ITC99_all_numeric/b19.bench,324846,162424,3,0,completed,0.277393,0
747780,data/bench/ITC99_all_numeric/b19.bench,397706,198854,3,0,completed,0.200119,0
428574,data/bench/ITC99_all_numeric/b19.bench,78500,39251,3,0,completed,0.285739,0
807961,data/bench/ITC99_all_numeric/b19.bench,457887,228944,4,1,completed,0.292578,0
667338,data/bench/ITC99_all_numeric/b19.bench,317264,158633,3,0,completed,0.241956,0
789853,data/bench/ITC99_all_numeric/b19.bench,439779,219890,4,1,completed,0.267507,0
503931,data/bench/ITC99_all_numeric/b19.bench,153857,76929,4,1,completed,0.267286,0
520688,data/bench/ITC99_all_numeric/b19.bench,170614,85308,3,0,completed,0.292025,0
350884,data/bench/ITC99_all_numeric/b19.bench,810,406,3,0,completed,0.18648,0
663755,data/bench/ITC99_all_numeric/b19.bench,313681,156841,4,1,completed,0.226316,0
608788,data/bench/ITC99_all_numeric/b19.bench,258714,129358,3,0,completed,0.283257,0
381745,data/bench/ITC99_all_numeric/b19.bench,31671,15836,4,1,completed,0.261238,0
350850,data/bench/ITC99_all_numeric/b19.bench,776,389,3,0,completed,0.21538,0
779365,data/bench/ITC99_all_numeric/b19.bench,429291,214646,4,1,completed,0.266849,0
634393,data/bench/ITC99_all_numeric/b19.bench,284319,142160,4,1,completed,0.34349,0
748109,data/bench/ITC99_all_numeric/b19.bench,398035,199018,4,1,completed,0.275228,0
587880,data/bench/ITC99_all_numeric/b19.bench,237806,118904,3,0,completed,0.342102,0
381279,data/bench/ITC99_all_numeric/b19.bench,31205,15603,4,1,completed,0.221796,0
682019,data/bench/ITC99_all_numeric/b19.bench,331945,165973,4,1,completed,0.256453,0
484110,data/bench/ITC99_all_numeric/b19.bench,134036,67019,3,0,completed,0.5891,0
545792,data/bench/ITC99_all_numeric/b19.bench,195718,97860,3,0,completed,0.822879,0
391737,data/bench/ITC99_all_numeric/b19.bench,41663,20832,4,1,completed,0.663927,0
543539,data/bench/ITC99_all_numeric/b19.bench,193465,96733,4,1,completed,0.663725,0
680491,data/bench/ITC99_all_numeric/b19.bench,330417,165209,4,1,completed,1.136704,0
499302,data/bench/ITC99_all_numeric/b19.bench,149228,74615,3,0,completed,1.137105,0
589001,data/bench/ITC99_all_numeric/b19.bench,238927,119464,4,1,completed,0.473959,0
686986,data/bench/ITC99_all_numeric/b19.bench,336912,168457,3,0,completed,0.897849,0
663153,data/bench/ITC99_all_numeric/b19.bench,313079,156540,4,1,completed,1.13995,0
598671,data/bench/ITC99_all_numeric/b19.bench,248597,124299,4,1,completed,0.457444,0
469192,data/bench/ITC99_all_numeric/b19.bench,119118,59560,3,0,completed,1.074589,0
569134,data/bench/ITC99_all_numeric/b19.bench,219060,109531,3,0,completed,0.457279,0
716528,data/bench/ITC99_all_numeric/b19.bench,366454,183228,3,0,completed,0.442842,0
571029,data/bench/ITC99_all_numeric/b19.bench,220955,110478,4,1,completed,0.753672,0
384227,data/bench/ITC99_all_numeric/b19.bench,34153,17077,4,1,completed,0.522827,0
526029,data/bench/ITC99_all_numeric/b19.bench,175955,87978,4,1,completed,0.787493,0
420818,data/bench/ITC99_all_numeric/b19.bench,70744,35373,3,0,completed,1.073912,0
781061,data/bench/ITC99_all_numeric/b19.bench,430987,215494,4,1,completed,0.685409,0
521574,data/bench/ITC99_all_numeric/b19.bench,171500,85751,3,0,completed,0.753568,0
746417,data/bench/ITC99_all_numeric/b19.bench,396343,198172,4,1,completed,0.996474,0
711481,data/bench/ITC99_all_numeric/b19.bench,361407,180704,4,1,completed,0.99584,0
391078,data/bench/ITC99_all_numeric/b19.bench,41004,20503,3,0,completed,0.684272,0
730282,data/bench/ITC99_all_numeric/b19.bench,380208,190105,3,0,completed,0.686923,0
431000,data/bench/ITC99_all_numeric/b19.bench,80926,40464,3,0,completed,0.50845,0
490270,data/bench/ITC99_all_numeric/b19.bench,140196,70099,3,0,completed,0.753457,0
708588,data/bench/ITC99_all_numeric/b19.bench,358514,179258,3,0,completed,0.671349,0
791675,data/bench/ITC99_all_numeric/b19.bench,441601,220801,4,1,completed,0.43022,0
654873,data/bench/ITC99_all_numeric/b19.bench,304799,152400,4,1,completed,0.951529,0
415398,data/bench/ITC99_all_numeric/b19.bench,65324,32663,3,0,completed,0.951671,0
493448,data/bench/ITC99_all_numeric/b19.bench,143374,71688,3,0,completed,0.918123,0
494319,data/bench/ITC99_all_numeric/b19.bench,144245,72123,4,1,completed,0.748205,0
536228,data/bench/ITC99_all_numeric/b19.bench,186154,93078,3,0,completed,1.500695,0
429418,data/bench/ITC99_all_numeric/b19.bench,79344,39673,3,0,completed,0.789617,0
387848,data/bench/ITC99_all_numeric/b19.bench,37774,18888,3,0,completed,0.597927,0
726136,data/bench/ITC99_all_numeric/b19.bench,376062,188032,3,0,completed,0.445315,0
467940,data/bench/ITC99_all_numeric/b19.bench,117866,58934,3,0,completed,0.446493,0
803729,data/bench/ITC99_all_numeric/b19.bench,453655,226828,4,1,completed,0.636996,0
537946,data/bench/ITC99_all_numeric/b19.bench,187872,93937,3,0,completed,0.835718,0
627717,data/bench/ITC99_all_numeric/b19.bench,277643,138822,4,1,completed,0.757367,0
507586,data/bench/ITC99_all_numeric/b19.bench,157512,78757,3,0,completed,0.990907,0
354871,data/bench/ITC99_all_numeric/b19.bench,4797,2399,4,1,completed,0.837896,0
693089,data/bench/ITC99_all_numeric/b19.bench,343015,171508,4,1,completed,1.064845,0
769719,data/bench/ITC99_all_numeric/b19.bench,419645,209823,4,1,completed,1.011168,0
668960,data/bench/ITC99_all_numeric/b19.bench,318886,159444,3,0,completed,0.912488,0
625083,data/bench/ITC99_all_numeric/b19.bench,275009,137505,4,1,completed,0.990311,0
431073,data/bench/ITC99_all_numeric/b19.bench,80999,40500,4,1,completed,0.835965,0
658782,data/bench/ITC99_all_numeric/b19.bench,308708,154355,3,0,completed,0.835976,0
740713,data/bench/ITC99_all_numeric/b19.bench,390639,195320,4,1,completed,1.291846,0
703660,data/bench/ITC99_all_numeric/b19.bench,353586,176794,3,0,completed,0.746009,0
665101,data/bench/ITC99_all_numeric/b19.bench,315027,157514,4,1,completed,1.191682,0
390839,data/bench/ITC99_all_numeric/b19.bench,40765,20383,4,1,completed,0.945057,0
607395,data/bench/ITC99_all_numeric/b19.bench,257321,128661,4,1,completed,0.846238,0
579988,data/bench/ITC99_all_numeric/b19.bench,229914,114958,3,0,completed,0.554122,0
523827,data/bench/ITC99_all_numeric/b19.bench,173753,86877,4,1,completed,1.044017,0
695140,data/bench/ITC99_all_numeric/b19.bench,345066,172534,3,0,completed,1.233454,0
542948,data/bench/ITC99_all_numeric/b19.bench,192874,96438,3,0,completed,0.530333,0
644269,data/bench/ITC99_all_numeric/b19.bench,294195,147098,4,1,completed,0.664907,0
515427,data/bench/ITC99_all_numeric/b19.bench,165353,82677,4,1,completed,0.737814,0
657295,data/bench/ITC99_all_numeric/b19.bench,307221,153611,4,1,completed,0.66346,0
363497,data/bench/ITC99_all_numeric/b19.bench,13423,6712,4,1,completed,0.580859,0
789754,data/bench/ITC99_all_numeric/b19.bench,439680,219841,3,0,completed,0.483088,0
663067,data/bench/ITC99_all_numeric/b19.bench,312993,156497,4,1,completed,0.916897,0
712276,data/bench/ITC99_all_numeric/b19.bench,362202,181102,3,0,completed,0.483086,0
645692,data/bench/ITC99_all_numeric/b19.bench,295618,147810,3,0,completed,0.298226,0
574786,data/bench/ITC99_all_numeric/b19.bench,224712,112357,3,0,completed,0.575705,0
469828,data/bench/ITC99_all_numeric/b19.bench,119754,59878,3,0,completed,0.369411,0
489652,data/bench/ITC99_all_numeric/b19.bench,139578,69790,3,0,completed,0.461899,0
667384,data/bench/ITC99_all_numeric/b19.bench,317310,158656,3,0,completed,0.561267,0
494867,data/bench/ITC99_all_numeric/b19.bench,144793,72397,4,1,completed,0.46169,0
373936,data/bench/ITC99_all_numeric/b19.bench,23862,11932,3,0,completed,0.440091,0
473151,data/bench/ITC99_all_numeric/b19.bench,123077,61539,4,1,completed,0.461444,0
691856,data/bench/ITC99_all_numeric/b19.bench,341782,170892,3,0,completed,0.462657,0
756801,data/bench/ITC99_all_numeric/b19.bench,406727,203364,4,1,completed,0.944539,0
587207,data/bench/ITC99_all_numeric/b19.bench,237133,118567,4,1,completed,0.766484,0
586869,data/bench/ITC99_all_numeric/b19.bench,236795,118398,4,1,completed,1.043126,0
398560,data/bench/ITC99_all_numeric/b19.bench,48486,24244,3,0,completed,0.559502,0
602250,data/bench/ITC99_all_numeric/b19.bench,252176,126089,3,0,completed,0.463727,0
540978,data/bench/ITC99_all_numeric/b19.bench,190904,95453,3,0,completed,0.464895,0
461631,data/bench/ITC99_all_numeric/b19.bench,111557,55779,4,1,completed,0.768853,0
691057,data/bench/ITC99_all_numeric/b19.bench,340983,170492,4,1,completed,0.751021,0
766497,data/bench/ITC99_all_numeric/b19.bench,416423,208212,4,1,completed,0.661144,0
512879,data/bench/ITC99_all_numeric/b19.bench,162805,81403,4,1,completed,0.670639,0
534290,data/bench/ITC99_all_numeric/b19.bench,184216,92109,3,0,completed,0.480102,0
659434,data/bench/ITC99_all_numeric/b19.bench,309360,154681,3,0,completed,0.661922,0
697477,data/bench/ITC99_all_numeric/b19.bench,347403,173702,4,1,completed,0.794308,0
651049,data/bench/ITC99_all_numeric/b19.bench,300975,150488,4,1,completed,0.676254,0
625783,data/bench/ITC99_all_numeric/b19.bench,275709,137855,4,1,completed,0.784871,0
750100,data/bench/ITC99_all_numeric/b19.bench,400026,200014,3,0,completed,0.979631,0
615526,data/bench/ITC99_all_numeric/b19.bench,265452,132727,3,0,completed,0.907622,0
414815,data/bench/ITC99_all_numeric/b19.bench,64741,32371,4,1,completed,1.069608,0
505542,data/bench/ITC99_all_numeric/b19.bench,155468,77735,3,0,completed,0.497824,0
436552,data/bench/ITC99_all_numeric/b19.bench,86478,43240,3,0,completed,1.063551,0
429943,data/bench/ITC99_all_numeric/b19.bench,79869,39935,4,1,completed,0.671862,0
479889,data/bench/ITC99_all_numeric/b19.bench,129815,64908,4,1,completed,1.064095,0
804001,data/bench/ITC99_all_numeric/b19.bench,453927,226964,4,1,completed,1.063861,0
703306,data/bench/ITC99_all_numeric/b19.bench,353232,176617,3,0,completed,0.755242,0
656215,data/bench/ITC99_all_numeric/b19.bench,306141,153071,4,1,completed,0.510493,0
351789,data/bench/ITC99_all_numeric/b19.bench,1715,858,4,1,completed,0.9775,0
719674,data/bench/ITC99_all_numeric/b19.bench,369600,184801,3,0,completed,0.681369,0
770523,data/bench/ITC99_all_numeric/b19.bench,420449,210225,4,1,completed,0.896622,0
501079,data/bench/ITC99_all_numeric/b19.bench,151005,75503,4,1,completed,1.066173,0
570537,data/bench/ITC99_all_numeric/b19.bench,220463,110232,4,1,completed,0.680876,0
439342,data/bench/ITC99_all_numeric/b19.bench,89268,44635,3,0,completed,0.569047,0
386748,data/bench/ITC99_all_numeric/b19.bench,36674,18338,3,0,completed,0.896198,0
755306,data/bench/ITC99_all_numeric/b19.bench,405232,202617,3,0,completed,0.680665,0
659544,data/bench/ITC99_all_numeric/b19.bench,309470,154736,3,0,completed,0.971204,0
578715,data/bench/ITC99_all_numeric/b19.bench,228641,114321,4,1,completed,0.696667,0
715842,data/bench/ITC99_all_numeric/b19.bench,365768,182885,3,0,completed,0.47618,0
741864,data/bench/ITC99_all_numeric/b19.bench,391790,195896,3,0,completed,0.383061,0
477856,data/bench/ITC99_all_numeric/b19.bench,127782,63892,3,0,completed,0.873618,0
747757,data/bench/ITC99_all_numeric/b19.bench,397683,198842,4,1,completed,0.474761,0
502359,data/bench/ITC99_all_numeric/b19.bench,152285,76143,4,1,completed,0.84425,0
401804,data/bench/ITC99_all_numeric/b19.bench,51730,25866,3,0,completed,0.985308,0
713520,data/bench/ITC99_all_numeric/b19.bench,363446,181724,3,0,completed,0.593743,0
510044,data/bench/ITC99_all_numeric/b19.bench,159970,79986,3,0,completed,0.469616,0
495095,data/bench/ITC99_all_numeric/b19.bench,145021,72511,4,1,completed,0.216101,0
744443,data/bench/ITC99_all_numeric/b19.bench,394369,197185,4,1,completed,0.470723,0
608150,data/bench/ITC99_all_numeric/b19.bench,258076,129039,3,0,completed,0.254537,0
458799,data/bench/ITC99_all_numeric/b19.bench,108725,54363,4,1,completed,0.491265,0
802904,data/bench/ITC99_all_numeric/b19.bench,452830,226416,3,0,completed,0.471235,0
732761,data/bench/ITC99_all_numeric/b19.bench,382687,191344,4,1,completed,0.845572,0
470747,data/bench/ITC99_all_numeric/b19.bench,120673,60337,4,1,completed,0.503665,0
515128,data/bench/ITC99_all_numeric/b19.bench,165054,82528,3,0,completed,0.366245,0
418486,data/bench/ITC99_all_numeric/b19.bench,68412,34207,3,0,completed,0.384375,0
362486,data/bench/ITC99_all_numeric/b19.bench,12412,6207,3,0,completed,0.471483,0
739043,data/bench/ITC99_all_numeric/b19.bench,388969,194485,4,1,completed,0.215855,0
779569,data/bench/ITC99_all_numeric/b19.bench,429495,214748,4,1,completed,0.216647,0
416534,data/bench/ITC99_all_numeric/b19.bench,66460,33231,3,0,completed,0.532237,0
480511,data/bench/ITC99_all_numeric/b19.bench,130437,65219,4,1,completed,0.406166,0
726247,data/bench/ITC99_all_numeric/b19.bench,376173,188087,4,1,completed,0.490178,0
369013,data/bench/ITC99_all_numeric/b19.bench,18939,9470,4,1,completed,0.581727,0
530332,data/bench/ITC99_all_numeric/b19.bench,180258,90130,3,0,completed,0.61607,0
548029,data/bench/ITC99_all_numeric/b19.bench,197955,98978,4,1,completed,0.280344,0
360690,data/bench/ITC99_all_numeric/b19.bench,10616,5309,3,0,completed,0.639046,0
470467,data/bench/ITC99_all_numeric/b19.bench,120393,60197,4,1,completed,0.422291,0
415573,data/bench/ITC99_all_numeric/b19.bench,65499,32750,4,1,completed,0.639387,0
537376,data/bench/ITC99_all_numeric/b19.bench,187302,93652,3,0,completed,0.729896,0
407786,data/bench/ITC99_all_numeric/b19.bench,57712,28857,3,0,completed,0.732454,0
449532,data/bench/ITC99_all_numeric/b19.bench,99458,49730,3,0,completed,0.761465,0
739288,data/bench/ITC99_all_numeric/b19.bench,389214,194608,3,0,completed,0.517941,0
602161,data/bench/ITC99_all_numeric/b19.bench,252087,126044,4,1,completed,0.518004,0
571293,data/bench/ITC99_all_numeric/b19.bench,221219,110610,4,1,completed,0.578146,0
741225,data/bench/ITC99_all_numeric/b19.bench,391151,195576,4,1,completed,0.420586,0
529337,data/bench/ITC99_all_numeric/b19.bench,179263,89632,4,1,completed,0.422448,0
785892,data/bench/ITC99_all_numeric/b19.bench,435818,217910,3,0,completed,0.349254,0
383545,data/bench/ITC99_all_numeric/b19.bench,33471,16736,4,1,completed,0.500949,0
797780,data/bench/ITC99_all_numeric/b19.bench,447706,223854,3,0,completed,0.354213,0
425764,data/bench/ITC99_all_numeric/b19.bench,75690,37846,3,0,completed,0.573775,0
396445,data/bench/ITC99_all_numeric/b19.bench,46371,23186,4,1,completed,0.470446,0
775960,data/bench/ITC99_all_numeric/b19.bench,425886,212944,3,0,completed,0.35491,0
749500,data/bench/ITC99_all_numeric/b19.bench,399426,199714,3,0,completed,0.475663,0
553750,data/bench/ITC99_all_numeric/b19.bench,203676,101839,3,0,completed,0.449491,0
634798,data/bench/ITC99_all_numeric/b19.bench,284724,142363,3,0,completed,0.395381,0
799292,data/bench/ITC99_all_numeric/b19.bench,449218,224610,3,0,completed,0.595201,0
807152,data/bench/ITC99_all_numeric/b19.bench,457078,228540,3,0,completed,0.815891,0
371317,data/bench/ITC99_all_numeric/b19.bench,21243,10622,4,1,completed,0.536553,0
647685,data/bench/ITC99_all_numeric/b19.bench,297611,148806,4,1,completed,0.616151,0
627049,data/bench/ITC99_all_numeric/b19.bench,276975,138488,4,1,completed,0.535727,0
443326,data/bench/ITC99_all_numeric/b19.bench,93252,46627,3,0,completed,0.394907,0
535097,data/bench/ITC99_all_numeric/b19.bench,185023,92512,4,1,completed,0.354761,0
720873,data/bench/ITC99_all_numeric/b19.bench,370799,185400,4,1,completed,0.462576,0
462049,data/bench/ITC99_all_numeric/b19.bench,111975,55988,4,1,completed,0.462151,0
601611,data/bench/ITC99_all_numeric/b19.bench,251537,125769,4,1,completed,0.494988,0
459995,data/bench/ITC99_all_numeric/b19.bench,109921,54961,4,1,completed,0.484945,0
611145,data/bench/ITC99_all_numeric/b19.bench,261071,130536,4,1,completed,0.68001,0
583484,data/bench/ITC99_all_numeric/b19.bench,233410,116706,3,0,completed,0.460886,0
622614,data/bench/ITC99_all_numeric/b19.bench,272540,136271,3,0,completed,0.549163,0
677492,data/bench/ITC99_all_numeric/b19.bench,327418,163710,3,0,completed,0.548079,0
762780,data/bench/ITC99_all_numeric/b19.bench,412706,206354,3,0,completed,0.396957,0
751490,data/bench/ITC99_all_numeric/b19.bench,401416,200709,3,0,completed,0.548101,0
383770,data/bench/ITC99_all_numeric/b19.bench,33696,16849,3,0,completed,0.635005,0
396590,data/bench/ITC99_all_numeric/b19.bench,46516,23259,3,0,completed,0.413452,0
632583,data/bench/ITC99_all_numeric/b19.bench,282509,141255,4,1,completed,0.480528,0
700202,data/bench/ITC99_all_numeric/b19.bench,350128,175065,3,0,completed,0.634986,0
696313,data/bench/ITC99_all_numeric/b19.bench,346239,173120,4,1,completed,0.480944,0
386701,data/bench/ITC99_all_numeric/b19.bench,36627,18314,4,1,completed,0.361589,0
671890,data/bench/ITC99_all_numeric/b19.bench,321816,160909,3,0,completed,0.562153,0
670349,data/bench/ITC99_all_numeric/b19.bench,320275,160138,4,1,completed,0.529421,0
375568,data/bench/ITC99_all_numeric/b19.bench,25494,12748,3,0,completed,0.568533,0
674900,data/bench/ITC99_all_numeric/b19.bench,324826,162414,3,0,completed,0.400857,0
715675,data/bench/ITC99_all_numeric/b19.bench,365601,182801,4,1,completed,0.399932,0
673152,data/bench/ITC99_all_numeric/b19.bench,323078,161540,3,0,completed,0.794553,0
425877,data/bench/ITC99_all_numeric/b19.bench,75803,37902,4,1,completed,0.499319,0
712273,data/bench/ITC99_all_numeric/b19.bench,362199,181100,4,1,completed,0.66933,0
571586,data/bench/ITC99_all_numeric/b19.bench,221512,110757,3,0,completed,0.639974,0
669853,data/bench/ITC99_all_numeric/b19.bench,319779,159890,4,1,completed,0.676853,0
732830,data/bench/ITC99_all_numeric/b19.bench,382756,191379,3,0,completed,0.580118,0
605063,data/bench/ITC99_all_numeric/b19.bench,254989,127495,4,1,completed,0.457744,0
635944,data/bench/ITC99_all_numeric/b19.bench,285870,142936,3,0,completed,0.526042,0
659301,data/bench/ITC99_all_numeric/b19.bench,309227,154614,4,1,completed,0.553959,0
598763,data/bench/ITC99_all_numeric/b19.bench,248689,124345,4,1,completed,0.553453,0
447691,data/bench/ITC99_all_numeric/b19.bench,97617,48809,4,1,completed,0.518941,0
483188,data/bench/ITC99_all_numeric/b19.bench,133114,66558,3,0,completed,0.518446,0
656896,data/bench/ITC99_all_numeric/b19.bench,306822,153412,3,0,completed,0.69465,0
595717,data/bench/ITC99_all_numeric/b19.bench,245643,122822,4,1,completed,0.476406,0
492330,data/bench/ITC99_all_numeric/b19.bench,142256,71129,3,0,completed,0.635347,0
536408,data/bench/ITC99_all_numeric/b19.bench,186334,93168,3,0,completed,0.519759,0
645600,data/bench/ITC99_all_numeric/b19.bench,295526,147764,3,0,completed,0.591521,0
567676,data/bench/ITC99_all_numeric/b19.bench,217602,108802,3,0,completed,0.831756,0
463360,data/bench/ITC99_all_numeric/b19.bench,113286,56644,3,0,completed,0.831741,0
381430,data/bench/ITC99_all_numeric/b19.bench,31356,15679,3,0,completed,0.833333,0
561196,data/bench/ITC99_all_numeric/b19.bench,211122,105562,3,0,completed,0.591088,0
532005,data/bench/ITC99_all_numeric/b19.bench,181931,90966,4,1,completed,0.833174,0
378821,data/bench/ITC99_all_numeric/b19.bench,28747,14374,4,1,completed,0.774325,0
751752,data/bench/ITC99_all_numeric/b19.bench,401678,200840,3,0,completed,0.606691,0
553158,data/bench/ITC99_all_numeric/b19.bench,203084,101543,3,0,completed,0.540135,0
615902,data/bench/ITC99_all_numeric/b19.bench,265828,132915,3,0,completed,0.947886,0
545032,data/bench/ITC99_all_numeric/b19.bench,194958,97480,3,0,completed,0.839301,0
530456,data/bench/ITC99_all_numeric/b19.bench,180382,90192,3,0,completed,0.30424,0
596596,data/bench/ITC99_all_numeric/b19.bench,246522,123262,3,0,completed,0.422151,0
492060,data/bench/ITC99_all_numeric/b19.bench,141986,70994,3,0,completed,0.394307,0
378597,data/bench/ITC99_all_numeric/b19.bench,28523,14262,4,1,completed,0.680056,0
378332,data/bench/ITC99_all_numeric/b19.bench,28258,14130,3,0,completed,0.682307,0
563448,data/bench/ITC99_all_numeric/b19.bench,213374,106688,3,0,completed,0.586752,0
407547,data/bench/ITC99_all_numeric/b19.bench,57473,28737,4,1,completed,0.438986,0
657034,data/bench/ITC99_all_numeric/b19.bench,306960,153481,3,0,completed,0.439465,0
777247,data/bench/ITC99_all_numeric/b19.bench,427173,213587,4,1,completed,0.45656,0
